frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_armed,transition_guard_pause_frames_remaining,transition_guard_recovery_streak,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
36,1624181093.461769104,1624181093.561662912,41,40,0,0.013199803,0.027530005,1,0,0,0,1,-0.010845783,-0.029416645,-0.004476839,0.000001873,-0.000040838,0.000244308,0.999999969,2361,1993,0.844133842,0.011932251,0.002226063,0.001933228,0.110462697,124.027701791,1708,0.976122283,156.597608441,330.140660862,1180.478590554,0.093927558,0.091684782,0,0,1,0,0,0.000000573,0.000001712,0.000003875,-0.086609260,-0.996232975,0.004323924,0.000000000,0.000000002,0.000000008,-0.007280180,0.013918977,-0.999876623,0.000000000,0.118469295,0.043268114,0.049263379,0.003065724,116.004632524,0,0.098847579,0.096372347,165,165,0,0.069885642,63,0,0,0,0,0,2132,64,5460,11690,2708,0,0,70451
37,1624181093.561766624,1624181093.661618948,42,41,0,0.012947550,0.025707137,1,0,0,0,1,-0.011913827,-0.029699680,-0.004407272,0.000017259,-0.000019194,0.000231998,0.999999973,2346,1964,0.837169650,0.012901250,0.002318071,0.002027126,0.113361809,119.016597434,1689,0.974053888,162.246960458,326.245187446,1156.684869026,0.098619759,0.096060959,0,0,1,0,0,0.000000581,0.000001720,0.000003823,-0.081247535,-0.996685633,0.004072688,0.000000001,0.000000002,0.000000008,0.005654126,-0.012879639,0.999901068,0.000000000,0.117782277,0.042086008,0.047768877,0.002689607,116.323481160,0,0.098434219,0.095970649,153,148,5,0.065217391,57,0,0,0,0,0,2136,57,5514,11843,2765,0,0,72587
38,1624181093.661764145,1624181093.761579990,43,42,0,0.012756730,0.025784305,1,0,0,0,1,-0.009707515,-0.027204770,-0.004782885,-0.000015168,-0.000041645,0.000163263,0.999999986,2386,1993,0.835289187,0.012335839,0.002392078,0.002092787,0.111690792,122.282307033,1707,0.972507011,156.135678551,336.019299573,1167.914490388,0.094053702,0.091467884,0,0,1,0,0,0.000000577,0.000001688,0.000003823,-0.074774612,-0.997180461,0.006315456,0.000000000,0.000000002,0.000000008,-0.005723660,0.019596423,-0.999791588,0.000000000,0.116940657,0.040593720,0.048027701,0.002764289,116.891711174,0,0.097849605,0.095393935,141,140,1,0.059094719,55,0,0,0,0,0,2189,56,5565,11984,2820,0,0,74776
39,1624181093.761761904,1624181093.861642361,44,43,0,0.013611520,0.026970874,1,0,0,0,1,-0.008543736,-0.023263540,-0.004716717,0.000019464,-0.000022539,0.000138462,0.999999990,2343,1970,0.840802390,0.012645052,0.002312075,0.002036752,0.115716836,118.579155673,1687,0.973643452,160.490516489,324.337421904,1157.708564927,0.097708950,0.095133679,0,0,1,0,0,0.000000587,0.000001691,0.000003825,-0.076061855,-0.997085044,0.006000779,0.000000001,0.000000002,0.000000009,-0.003948124,0.012117201,-0.999918790,0.000000000,0.116547512,0.036489128,0.051503522,0.002486384,117.186452137,0,0.097711835,0.095252799,126,122,4,0.053777209,51,0,0,0,0,0,2165,52,5603,12110,2871,0,0,76941
40,1624181093.861759424,1624181093.961691856,45,44,0,0.013141147,0.025146934,1,0,0,0,1,-0.010750118,-0.022613040,-0.005141290,-0.000011012,-0.000032728,0.000259605,0.999999966,2344,1960,0.836177474,0.012579874,0.002220943,0.001943248,0.112176661,119.224181522,1682,0.974233381,157.140983564,325.668652027,1155.850911879,0.095895995,0.093425079,0,0,1,0,0,0.000000587,0.000001701,0.000003874,-0.073351179,-0.997283029,0.006794493,0.000000001,0.000000002,0.000000009,0.006556322,-0.016505069,0.999842286,0.000000000,0.115762002,0.035999475,0.048417064,0.002477083,117.545486651,0,0.097383290,0.094939115,153,152,1,0.065273038,56,0,0,0,0,0,2135,56,5645,12263,2927,0,0,79076
41,1624181093.961756945,1624181094.061714172,46,45,0,0.012629694,0.025995752,1,0,0,0,1,-0.009232760,-0.022179415,-0.005010643,-0.000007927,-0.000049254,0.000105275,0.999999993,2375,2001,0.842526316,0.011662617,0.002221097,0.001913187,0.108834459,119.461843359,1697,0.974771977,151.307780933,317.363867292,1185.516396394,0.091469517,0.089161922,0,0,1,0,0,0.000000575,0.000001692,0.000003860,-0.069921068,-0.997524293,0.007505297,0.000000001,0.000000002,0.000000008,0.003557813,-0.016833413,0.999851978,0.000000000,0.114976664,0.041374371,0.049276285,0.002647766,117.880801645,0,0.096704302,0.094280175,137,129,8,0.057684211,39,0,0,0,0,0,2199,39,5691,12400,2966,0,0,81275
42,1624181094.061754465,1624181094.161719561,47,46,0,0.013524336,0.026380785,1,0,0,0,1,-0.008344207,-0.020849113,-0.005183795,0.000001415,-0.000050728,0.000034141,0.999999998,2330,1966,0.843776824,0.012382665,0.002147296,0.001837185,0.114300216,114.965709153,1674,0.975306511,155.829050316,320.523555355,1156.310493282,0.095444707,0.093087844,0,0,1,0,0,0.000000582,0.000001700,0.000003775,-0.065705450,-0.997798775,0.008966500,0.000000001,0.000000002,0.000000008,-0.007771700,0.002859212,-0.999965712,0.000000000,0.114729911,0.037520588,0.047928563,0.002449184,118.034220488,0,0.096579106,0.094164952,146,144,2,0.062660944,47,0,0,0,0,0,2137,47,5733,12546,3013,0,0,83412
43,1624181094.161751986,1624181094.261744261,48,47,0,0.012687984,0.026637962,1,0,0,0,1,-0.010974761,-0.025059659,-0.005105246,0.000003276,-0.000018077,0.000290259,0.999999958,2360,1988,0.842372881,0.012487300,0.002161608,0.001877739,0.109130921,121.373446647,1705,0.975616082,154.650263972,325.807963772,1182.967191787,0.092970964,0.090703967,0,0,1,0,0,0.000000577,0.000001704,0.000003846,-0.076368023,-0.997030567,0.009898151,0.000000001,0.000000002,0.000000009,-0.008509264,0.010881022,-0.999904593,0.000000000,0.114216133,0.034164188,0.050509648,0.002688974,118.386248560,0,0.096198045,0.093794628,150,150,0,0.063559322,57,0,0,0,0,0,2152,58,5777,12696,3070,0,0,85564
44,1624181094.261749744,1624181094.361753464,49,48,0,0.013466567,0.025051194,1,0,0,0,1,-0.010462096,-0.027384539,-0.004757817,0.000010270,-0.000043359,0.000171538,0.999999984,2352,2001,0.850765306,0.012199759,0.002276697,0.001978771,0.114670982,116.902869797,1706,0.974867012,159.850358704,321.298096369,1181.974667934,0.096114567,0.093698921,0,0,1,0,0,0.000000575,0.000001710,0.000003731,-0.074686521,-0.997119623,0.013205315,0.000000001,0.000000001,0.000000009,0.003443571,-0.011165350,0.999931736,0.000000000,0.114224414,0.034976895,0.049883623,0.002925520,118.276120129,0,0.096123094,0.093723768,119,116,3,0.050595238,49,0,0,0,0,0,2184,49,5810,12815,3119,0,0,87748
45,1624181094.361747265,1624181094.461806059,50,49,0,0.013177388,0.024723099,1,0,0,0,1,-0.008812486,-0.026465173,-0.004772684,0.000010843,-0.000027970,0.000159321,0.999999987,2366,2006,0.847844463,0.012043490,0.002131691,0.001871338,0.109979258,119.275585611,1698,0.974151660,154.234699537,327.989394387,1171.885425339,0.093243342,0.090833156,0,0,1,0,0,0.000000572,0.000001696,0.000003772,-0.072711786,-0.997271363,0.012760303,0.000000001,0.000000001,0.000000008,0.006616607,-0.009370985,0.999934200,0.000000000,0.114038678,0.035575767,0.049609848,0.002944569,118.309465774,0,0.095995825,0.093592436,108,106,2,0.045646661,45,0,0,0,0,0,2213,45,5850,12923,3164,0,0,89961
46,1624181094.461744785,1624181094.561728001,51,50,0,0.012742027,0.026140010,1,0,0,0,1,-0.008003719,-0.025919609,-0.004860361,-0.000006248,-0.000026670,0.000242931,0.999999970,2362,1992,0.843353091,0.012167961,0.002006256,0.001779504,0.109177159,115.933025381,1691,0.975020416,152.855808543,329.533993183,1166.369722025,0.092709583,0.090393737,0,0,1,0,0,0.000000580,0.000001696,0.000003773,-0.059858956,-0.998135132,0.011965062,0.000000001,0.000000002,0.000000008,-0.004444234,0.016114188,-0.999860281,0.000000000,0.113434766,0.036043056,0.049795397,0.003085089,118.460946007,0,0.095710759,0.093310135,120,119,1,0.050804403,48,0,0,0,0,0,2194,48,5886,13043,3212,0,0,92155
47,1624181094.561742306,1624181094.661679745,52,51,0,0.013109002,0.024582997,1,0,0,0,1,-0.006794271,-0.025374999,-0.004430429,0.000013286,-0.000021006,0.000189277,0.999999982,2312,1956,0.846020761,0.012279880,0.002170793,0.001884566,0.116640919,112.178879685,1669,0.973798350,154.120607252,321.051193920,1150.097644622,0.094827727,0.092343084,0,0,1,0,0,0.000000584,0.000001717,0.000003721,-0.061973459,-0.998009750,0.011654606,0.000000001,0.000000002,0.000000008,-0.001784898,0.015767908,-0.999874086,0.000000000,0.113385927,0.035174268,0.049500312,0.003182985,118.260193690,0,0.095721060,0.093309761,102,100,2,0.044117647,43,0,0,0,0,0,2164,46,5915,13145,3255,0,0,94319
48,1624181094.661739826,1624181094.761737108,53,52,0,0.012935538,0.025918276,1,0,0,0,1,-0.008696252,-0.025782362,-0.004671729,-0.000004490,-0.000025422,0.000241727,0.999999970,2340,2000,0.854700855,0.012768738,0.002301477,0.001938552,0.112421495,120.261713081,1689,0.976234346,156.243072854,319.179266729,1173.437470702,0.094758252,0.092506260,0,0,1,0,0,0.000000572,0.000001727,0.000003750,-0.085498171,-0.996275540,0.011185341,0.000000001,0.000000002,0.000000009,0.006245668,-0.019630103,0.999787803,0.000000000,0.113076253,0.033004701,0.047836107,0.003270000,118.564581228,0,0.095523137,0.093126358,135,135,0,0.057692308,51,0,0,0,0,0,2154,51,5956,13280,3306,0,0,96473
49,1624181094.761737585,1624181094.861746788,54,53,0,0.013066170,0.026014521,1,0,0,0,1,-0.008638608,-0.026266102,-0.005193909,-0.000003510,-0.000036615,0.000096525,0.999999995,2346,2004,0.854219949,0.012140075,0.002092687,0.001820851,0.112095718,119.376092786,1733,0.976015136,153.877060923,322.692600814,1214.864569489,0.090974309,0.088792303,0,0,1,0,0,0.000000573,0.000001739,0.000003764,-0.085629857,-0.996244021,0.012859977,0.000000001,0.000000001,0.000000009,-0.008433330,0.013930007,-0.999867408,0.000000000,0.112864899,0.033563272,0.045680661,0.003539623,118.778194822,0,0.095247575,0.092857880,140,136,4,0.059676044,51,0,0,0,0,0,2155,51,5988,13420,3357,0,0,98628
50,1624181094.861735106,1624181094.961675882,55,54,0,0.013119309,0.027656959,1,0,0,0,1,-0.008058943,-0.023868597,-0.005344909,-0.000000462,-0.000041868,0.000134440,0.999999990,2328,1994,0.856529210,0.012643260,0.002066622,0.001777336,0.112868170,117.165751938,1692,0.975332177,153.785839291,312.926742051,1183.549461949,0.093188739,0.090889976,0,0,1,0,0,0.000000570,0.000001725,0.000003741,-0.084316065,-0.996340916,0.013985022,0.000000001,0.000000002,0.000000008,0.000543651,0.010762181,-0.999941938,0.000000000,0.112836816,0.033119000,0.042922541,0.003389644,118.564183852,0,0.095125648,0.092738249,107,101,6,0.045962199,47,0,0,0,0,0,2173,48,6021,13527,3404,0,0,100801
51,1624181094.961732626,1624181095.061641693,56,55,0,0.013356225,0.027471872,1,0,0,0,1,-0.009561109,-0.023670648,-0.004802981,0.000018089,-0.000029276,0.000166811,0.999999985,2345,2002,0.853731343,0.012033108,0.002032397,0.001769035,0.113456060,117.756038369,1713,0.972803821,154.022146016,323.956711967,1188.434086574,0.092427358,0.089913687,0,0,1,0,0,0.000000564,0.000001726,0.000003696,-0.079330611,-0.996768943,0.012582845,0.000000001,0.000000002,0.000000008,0.005379863,-0.012037242,0.999913077,0.000000000,0.112572666,0.033460795,0.043662824,0.003102023,118.654374828,0,0.094769224,0.092381807,97,93,4,0.041364606,47,0,0,0,0,0,2200,48,6060,13624,3451,0,0,103001
52,1624181095.061730146,1624181095.161641359,57,56,0,0.013088723,0.025437718,1,0,0,0,1,-0.009086167,-0.025593772,-0.004584021,0.000002626,-0.000028722,0.000189719,0.999999982,2328,1994,0.856529210,0.012355938,0.002024760,0.001765997,0.116671593,115.017991110,1678,0.975116722,152.833734051,317.528568846,1165.883556917,0.093405116,0.091080890,0,0,1,0,0,0.000000567,0.000001721,0.000003627,-0.081825029,-0.996542974,0.014379354,0.000000001,0.000000002,0.000000008,-0.006748109,0.009607733,-0.999931075,0.000000000,0.112638845,0.029317328,0.042667441,0.003026523,118.553846841,0,0.094556773,0.092174378,107,106,1,0.045962199,58,0,0,0,0,0,2163,58,6087,13731,3509,0,0,105164
53,1624181095.161727667,1624181095.261631966,58,57,0,0.013139941,0.026142534,1,0,0,0,1,-0.010431717,-0.026832322,-0.004739790,-0.000003017,-0.000034667,0.000237080,0.999999971,2326,1985,0.853396389,0.012307852,0.002059612,0.001835047,0.111965295,116.830831998,1697,0.974832614,156.988578398,325.867008475,1171.435359073,0.094897804,0.092509475,0,0,1,0,0,0.000000570,0.000001715,0.000003699,-0.083970385,-0.996376192,0.013544658,0.000000001,0.000000002,0.000000008,-0.007954776,0.013795750,-0.999873191,0.000000000,0.112614550,0.027470274,0.041860403,0.003030715,118.460727614,0,0.094546165,0.092158128,91,91,0,0.039122958,53,0,0,0,0,0,2181,54,6112,13822,3562,0,0,107345
54,1624181095.261725426,1624181095.361643314,59,58,0,0.013195283,0.027154046,1,0,0,0,1,-0.012384495,-0.027315165,-0.004573090,0.000014235,-0.000033256,0.000212292,0.999999977,2327,2001,0.859905458,0.012241067,0.002160754,0.001894161,0.108590245,117.097628121,1704,0.976848048,150.394789838,320.407913732,1193.746370582,0.090351671,0.088259853,0,0,1,0,0,0.000000570,0.000001724,0.000003747,-0.074403541,-0.997079590,0.017216373,0.000000001,0.000000002,0.000000009,-0.004193711,0.013775570,-0.999896318,0.000000000,0.112401525,0.026215561,0.041810775,0.002914299,118.373506220,0,0.094240097,0.091864986,119,117,2,0.051138805,51,0,0,0,0,0,2157,51,6143,13941,3613,0,0,109502
55,1624181095.361722946,1624181095.461591482,60,59,0,0.013262078,0.026054947,1,0,0,0,1,-0.012741135,-0.031458012,-0.004654719,0.000029301,-0.000025518,0.000232899,0.999999972,2332,2004,0.859348199,0.012301880,0.002430644,0.002084827,0.106009147,120.611666412,1729,0.976880182,150.506666014,319.929388758,1218.589779211,0.089108564,0.087048390,0,0,1,0,0,0.000000567,0.000001739,0.000003836,-0.075949292,-0.997003463,0.014690137,0.000000001,0.000000001,0.000000008,-0.008201838,0.015096117,-0.999852408,0.000000000,0.112011022,0.023453131,0.042494547,0.002720760,118.366950845,0,0.093804909,0.091449792,139,137,2,0.059605489,56,0,0,0,0,0,2136,57,6182,14080,3669,0,0,111638
56,1624181095.461720467,1624181095.561677456,61,60,0,0.012990930,0.024817826,1,0,0,0,1,-0.011356477,-0.030009954,-0.004259966,0.000021877,-0.000019765,0.000143804,0.999999989,2328,1997,0.857817869,0.011825267,0.002180043,0.001897549,0.104871644,118.573888202,1730,0.976775801,154.937842319,323.365305818,1211.518987733,0.091688846,0.089559446,0,0,1,0,0,0.000000563,0.000001745,0.000003838,-0.060571732,-0.998072205,0.013525480,0.000000001,0.000000002,0.000000008,-0.002587122,0.015047648,-0.999883431,0.000000000,0.111731469,0.024114285,0.043429501,0.002874328,118.094260166,0,0.093692974,0.091343526,109,109,0,0.046821306,50,0,0,0,0,0,2169,50,6211,14189,3719,0,0,113807
57,1624181095.561717987,1624181095.661695719,62,61,0,0.013463745,0.026579720,1,0,0,0,1,-0.011205683,-0.027535888,-0.004907857,0.000005204,-0.000042128,0.000213382,0.999999976,2356,2022,0.858234295,0.012041752,0.001972567,0.001686802,0.105273628,123.228672630,1731,0.975257453,152.376967272,317.320700324,1218.472982942,0.090261590,0.088028288,0,0,1,0,0,0.000000556,0.000001742,0.000003883,-0.066998496,-0.997666088,0.013174930,0.000000001,0.000000002,0.000000009,-0.005410598,0.015182130,-0.999870106,0.000000000,0.111327060,0.022001905,0.042639797,0.002876018,118.304863925,0,0.093275065,0.090941892,92,91,1,0.039049236,57,0,0,0,0,0,2206,58,6236,14281,3776,0,0,116013
58,1624181095.661715508,1624181095.761759281,63,62,0,0.013033472,0.026397480,1,0,0,0,1,-0.011585319,-0.022618629,-0.004944320,0.000023331,-0.000017434,0.000248519,0.999999969,2348,2023,0.861584327,0.012357004,0.002306073,0.001957547,0.103088052,127.788123605,1752,0.976498758,148.493228642,312.515800616,1249.816794255,0.086796228,0.084756409,0,0,1,0,0,0.000000555,0.000001766,0.000003973,-0.082121669,-0.996536789,0.013056028,0.000000000,0.000000001,0.000000009,-0.010278505,0.020204533,-0.999743032,0.000000000,0.110896923,0.022023538,0.043461829,0.002896686,118.580154754,0,0.092912191,0.090606318,107,106,1,0.045570698,52,0,0,0,0,0,2189,52,6273,14388,3828,0,0,118202
59,1624181095.761713266,1624181095.861711264,64,63,0,0.012984128,0.025800569,1,0,0,0,1,-0.009395809,-0.020031341,-0.004909831,0.000017946,-0.000022787,0.000086686,0.999999996,2340,1999,0.854273504,0.012661279,0.002312450,0.001996747,0.112767240,120.146222857,1737,0.973245151,156.172936134,307.232569655,1227.121321452,0.092381223,0.089909578,0,0,1,0,0,0.000000561,0.000001782,0.000003799,-0.080794703,-0.996597399,0.016304633,0.000000000,0.000000002,0.000000009,-0.007069496,0.015063861,-0.999861542,0.000000000,0.110749443,0.022114704,0.044512271,0.002978064,118.658508113,0,0.092645805,0.090345113,101,99,2,0.043162393,55,0,0,0,0,0,2184,55,6301,14489,3883,0,0,120386
60,1624181095.861710787,1624181095.961697817,65,64,0,0.012974672,0.024651363,1,0,0,0,1,-0.010307454,-0.021509640,-0.004953366,0.000007742,-0.000015325,0.000256187,0.999999967,2344,2022,0.862627986,0.012283406,0.001988069,0.001677863,0.105435173,122.941355405,1730,0.974774594,153.496851092,310.319421292,1222.543774685,0.091022585,0.088726504,0,0,1,0,0,0.000000561,0.000001761,0.000003806,-0.078920702,-0.996752365,0.016007650,0.000000000,0.000000002,0.000000008,-0.005552195,0.017539025,-0.999830764,0.000000000,0.110412369,0.021393738,0.044666114,0.003008406,118.844366807,0,0.092402135,0.090110184,101,99,2,0.043088737,53,0,0,0,0,0,2190,53,6335,14590,3936,0,0,122576
61,1624181095.961708307,1624181096.061608553,66,65,0,0.012849675,0.026724508,1,0,0,0,1,-0.009835708,-0.019612896,-0.004720995,0.000016949,-0.000002336,0.000161073,0.999999987,2364,2017,0.853214890,0.012190258,0.002331053,0.001982485,0.107444822,124.374937849,1726,0.974275143,146.620513362,311.528161781,1223.450222520,0.087191133,0.084948154,0,0,1,0,0,0.000000556,0.000001764,0.000003843,-0.088877872,-0.995962615,0.012617211,0.000000000,0.000000002,0.000000009,-0.005957117,0.017311894,-0.999832391,0.000000000,0.110342887,0.018297128,0.045025305,0.003056365,119.090021532,0,0.092188215,0.089899496,92,89,3,0.038917090,47,0,0,0,0,0,2225,47,6367,14682,3983,0,0,124801
62,1624181096.061705828,1624181096.161587715,66,66,0,0.013864322,0.026633464,1,0,0,0,1,-0.008944457,-0.021701249,-0.004773379,0.000010802,-0.000018386,0.000169788,0.999999985,2339,2003,0.856348867,0.011856023,0.001872839,0.001656382,0.105181076,122.167140654,1717,0.975297716,144.964712536,309.620764679,1220.000701749,0.086567484,0.084429070,0,0,1,0,0,0.000000559,0.000001769,0.000003881,-0.090131463,-0.995850440,0.012578573,0.000000001,0.000000002,0.000000009,-0.006205161,0.003274030,-0.999975388,0.000000000,0.109886930,0.019745099,0.042331144,0.002561558,119.450093107,0,0.091744354,0.089466557,79,77,2,0.033775118,48,0,0,0,0,0,2211,49,6391,14761,4031,0,0,127012
63,1624181096.261700869,1624181096.361628771,68,67,0,0.013332689,0.025437616,1,0,0,0,1,-0.009542285,-0.023509965,-0.005048808,0.000019839,-0.000031357,0.000134235,0.999999990,2354,2010,0.853865760,0.012300870,0.002027528,0.001747886,0.107295749,121.040524437,1716,0.975265576,152.697950640,312.946648660,1207.911129012,0.091241629,0.088984820,0,0,1,0,0,0.000000685,0.000002247,0.000005035,-0.078309229,-0.996836600,0.013581486,0.000000001,0.000000002,0.000000009,-0.012170796,0.011755520,-0.999856829,0.000000000,0.109795171,0.019316677,0.041849956,0.002395222,119.433446996,0,0.091657888,0.089380600,78,75,3,0.033135089,57,0,0,0,0,0,2219,57,6417,14839,4088,0,0,129231
64,1624181096.361698627,1624181096.461656570,69,68,0,0.013038861,0.026734470,1,0,0,0,1,-0.011060139,-0.026529985,-0.005026013,0.000017377,-0.000032834,0.000232089,0.999999972,2335,1998,0.855674518,0.012114036,0.001858740,0.001643850,0.105310915,120.938896597,1716,0.974838974,146.915426823,316.949440459,1208.958811779,0.087824813,0.085615051,0,0,1,0,0,0.000000563,0.000001834,0.000004246,-0.073045243,-0.997268859,0.010918563,0.000000001,0.000000002,0.000000009,0.006448059,-0.012569120,0.999900215,0.000000000,0.109327168,0.019457434,0.043341471,0.002566494,119.635248336,0,0.091243400,0.088976406,91,90,1,0.038972163,46,0,0,0,0,0,2198,46,6446,14930,4134,0,0,131429
65,1624181096.461696148,1624181096.561617136,70,69,0,0.013627644,0.027980059,1,0,0,0,1,-0.011063533,-0.023360507,-0.004920913,0.000018792,-0.000028814,0.000182249,0.999999983,2340,1993,0.851709402,0.012021696,0.001954764,0.001665582,0.103913724,124.108819647,1732,0.973326776,151.328841784,326.396580715,1208.076553483,0.089766677,0.087372310,0,0,1,0,0,0.000000560,0.000001769,0.000004047,-0.080181802,-0.996732402,0.009767159,0.000000001,0.000000002,0.000000009,0.008132288,-0.006079745,0.999948450,0.000000000,0.109023891,0.019538382,0.045533188,0.002498951,119.876910038,0,0.091069567,0.088803364,81,78,3,0.034615385,45,0,0,0,0,0,2212,47,6482,15011,4179,0,0,133641
