frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
36,1624181093.461769104,1624181093.561662912,41,40,0,0.013199803,0.027530005,1,0,0,0,1,-0.010071113,-0.028853075,-0.004439459,0.000003410,-0.000034871,0.000253622,0.999999967,2361,1991,0.843286743,0.012130450,0.002318992,0.002016134,0.113568821,122.375848099,1710,0.978146226,154.480863984,336.107453579,1182.041729019,0.092358059,0.090339687,0,0,0,1.000000000,0.000000583,0.000001795,0.000004162,-0.094595999,-0.995468846,0.009662971,0.000000000,0.000000002,0.000000008,-0.008975219,0.005883783,-0.999942412,0.000000000,0.121101323,0.051230295,0.052241030,0.003301249,114.230608251,0,0.096974610,0.094697064,170,169,1,0.072003388,53,0,0,0,0,0,2137,54,5444,11850,2666,0,0,70348
37,1624181093.561766624,1624181093.661618948,42,41,0,0.012947550,0.025707137,1,0,0,0,1,-0.010318849,-0.026482976,-0.004309365,0.000022377,0.000011254,0.000107376,0.999999994,2345,1966,0.838379531,0.013387358,0.002728039,0.002269549,0.110641356,120.853391499,1686,0.974802198,156.095705539,330.207510286,1157.213289476,0.094976658,0.092583455,0,0,0,1.000000000,0.000000584,0.000001720,0.000003925,-0.094711870,-0.995468889,0.008447082,0.000000001,0.000000002,0.000000008,-0.004374834,0.002573690,-0.999987118,0.000000000,0.120102741,0.050464973,0.051345123,0.003252996,114.758604910,0,0.096543362,0.094275311,170,163,7,0.072494670,57,0,0,0,0,0,2118,57,5495,12020,2723,0,0,72466
38,1624181093.661764145,1624181093.761579990,42,42,0,0.012756730,0.025784305,1,0,0,0,1,-0.008094761,-0.026177369,-0.004661408,-0.000005050,-0.000012425,0.000138909,0.999999990,2383,1992,0.835921108,0.012984972,0.002831010,0.002417451,0.111565702,121.478232176,1688,0.974219665,152.670535374,337.573277800,1154.238981832,0.092838025,0.090444630,0,0,0,1.000000000,0.000000581,0.000001673,0.000003855,-0.097055719,-0.995228768,0.009994310,0.000000000,0.000000002,0.000000008,-0.003757195,0.006707291,-0.999970447,0.000000000,0.119096360,0.048652447,0.050330169,0.003200047,115.389913394,0,0.095900311,0.093643976,162,161,1,0.067981536,53,0,0,0,0,0,2167,54,5544,12182,2776,0,0,74633
39,1624181093.861759424,1624181093.961691856,44,43,0,0.013376334,0.026970874,1,0,0,0,1,-0.009860180,-0.025454169,-0.005714107,-0.000001870,-0.000017794,0.000269540,0.999999964,2346,1969,0.839300938,0.013014534,0.002268554,0.001875600,0.110924046,118.820458283,1676,0.975667687,152.270123611,329.971003316,1152.977917077,0.093119099,0.090853296,0,0,0,1.000000000,0.000000713,0.000002177,0.000005073,-0.107225557,-0.994141757,0.013595876,0.000000001,0.000000002,0.000000009,0.005785952,-0.009216340,0.999940789,0.000000000,0.118331230,0.043514367,0.051642185,0.003210025,115.784804776,0,0.095598849,0.093347838,165,164,1,0.070332481,59,0,0,0,0,0,2122,59,5585,12347,2835,0,0,76755
40,1624181093.961756945,1624181094.061714172,45,44,0,0.012629694,0.025995752,1,0,0,0,1,-0.007777615,-0.024574673,-0.005533656,-0.000002297,-0.000034522,0.000132868,0.999999991,2374,2005,0.844566133,0.012334878,0.002289950,0.001961329,0.112073816,116.559613653,1690,0.975942200,151.967938471,325.011992050,1172.362387278,0.092138507,0.089921857,0,0,0,1.000000000,0.000000583,0.000001770,0.000004107,-0.105095067,-0.994376085,0.013085396,0.000000001,0.000000002,0.000000008,0.004447835,-0.010572615,0.999934216,0.000000000,0.117275578,0.043483859,0.049516853,0.003240855,116.230297310,0,0.095171443,0.092937975,130,122,8,0.054759899,41,0,0,0,0,0,2203,41,5631,12477,2876,0,0,78958
41,1624181094.061754465,1624181094.161719561,46,45,0,0.013524336,0.026380785,1,0,0,0,1,-0.005432042,-0.019774532,-0.005309090,0.000002272,-0.000003537,-0.000060064,0.999999998,2330,1968,0.844635193,0.013845512,0.002877380,0.002357142,0.118498088,111.802466416,1673,0.974932816,158.717555098,326.783939629,1145.561106875,0.097309297,0.094870027,0,0,0,1.000000000,0.000000587,0.000001692,0.000003736,-0.095264577,-0.995324261,0.015946031,0.000000001,0.000000002,0.000000008,-0.007897717,-0.000122895,-0.999968805,0.000000000,0.116883959,0.044859140,0.053131305,0.003500373,116.320560150,0,0.094932541,0.092702612,194,192,2,0.083261803,50,0,0,0,0,0,2086,50,5681,12671,2926,0,0,81044
42,1624181094.161751986,1624181094.261744261,47,46,0,0.012687984,0.026637962,1,0,0,0,1,-0.008012220,-0.022416210,-0.004996341,0.000004878,0.000009686,0.000218365,0.999999976,2361,1988,0.842016095,0.013259004,0.002694427,0.002226662,0.109708406,118.797921232,1704,0.975292430,157.692073050,329.463102576,1174.743124969,0.094886717,0.092542296,0,0,0,1.000000000,0.000000578,0.000001714,0.000003764,-0.099758902,-0.994914883,0.013875807,0.000000001,0.000000002,0.000000009,-0.006292267,0.003036706,-0.999975593,0.000000000,0.116317766,0.041661966,0.053770808,0.003623928,116.729734624,0,0.094854078,0.092627360,127,127,0,0.053790767,43,0,0,0,0,0,2190,44,5724,12798,2969,0,0,83234
43,1624181094.261749744,1624181094.361753464,48,47,0,0.013466567,0.025051194,1,0,0,0,1,-0.009048596,-0.025947416,-0.004572639,0.000008393,-0.000040327,0.000158208,0.999999987,2349,2003,0.852703278,0.012619992,0.002363862,0.002093479,0.119019098,112.851317763,1699,0.975947225,159.874899028,324.157191648,1174.102244073,0.096418544,0.094099411,0,0,0,1.000000000,0.000000577,0.000001711,0.000003598,-0.110724136,-0.993704472,0.017075947,0.000000001,0.000000002,0.000000008,0.000191796,0.002112419,-0.999997750,0.000000000,0.116010375,0.038234374,0.054936829,0.003382456,116.875952621,0,0.094758266,0.092531268,116,113,3,0.049382716,47,0,0,0,0,0,2186,47,5758,12914,3016,0,0,85420
44,1624181094.361747265,1624181094.461806059,49,48,0,0.013177388,0.024723099,1,0,0,0,1,-0.007632236,-0.024665797,-0.004628553,0.000010126,-0.000013753,0.000172363,0.999999985,2364,2008,0.849407783,0.012866276,0.002339489,0.002045102,0.115244594,114.173399640,1691,0.975855923,156.525459331,326.689208597,1166.957698516,0.094854006,0.092563843,0,0,0,1.000000000,0.000000573,0.000001691,0.000003591,-0.106763703,-0.994144969,0.016652079,0.000000001,0.000000002,0.000000008,-0.003168770,0.009845614,-0.999946510,0.000000000,0.115643170,0.038008825,0.052041941,0.003360935,116.869953754,0,0.094577053,0.092352349,112,110,2,0.047377327,36,0,0,0,0,0,2216,36,5802,13026,3052,0,0,87636
45,1624181094.461744785,1624181094.561728001,50,49,0,0.012742027,0.026140010,1,0,0,0,1,-0.006900389,-0.023574679,-0.004867422,-0.000009892,0.000009680,0.000176896,0.999999984,2362,1991,0.842929721,0.013138543,0.002916701,0.002362525,0.115048422,110.374889286,1686,0.975106082,154.007472473,329.039523915,1160.981858479,0.093676867,0.091344883,0,0,0,1.000000000,0.000000583,0.000001676,0.000003585,-0.086700050,-0.996101074,0.016301882,0.000000001,0.000000002,0.000000008,-0.000076343,0.003673150,-0.999993251,0.000000000,0.115408817,0.035878172,0.051741714,0.003318012,116.563317103,0,0.094495573,0.092261308,111,110,1,0.046994073,48,0,0,0,0,0,2203,48,5835,13137,3100,0,0,89839
46,1624181094.561742306,1624181094.661679745,51,50,0,0.013109002,0.024582997,1,0,0,0,1,-0.006525121,-0.023100341,-0.004734472,0.000010121,0.000002984,0.000159370,0.999999987,2313,1965,0.849546044,0.012840951,0.002439866,0.002068823,0.117296583,110.068637052,1677,0.974159132,155.926998740,323.440070838,1154.297795275,0.095446136,0.092979725,0,0,0,1.000000000,0.000000585,0.000001690,0.000003608,-0.087773039,-0.996031548,0.014732562,0.000000001,0.000000002,0.000000008,-0.000191425,0.005627823,-0.999984145,0.000000000,0.115167012,0.034180426,0.050146585,0.003149635,116.451607415,0,0.094468825,0.092221412,98,96,2,0.042369217,43,0,0,0,0,0,2169,46,5865,13235,3143,0,0,92008
47,1624181094.661739826,1624181094.761737108,52,51,0,0.012935538,0.025918276,1,0,0,0,1,-0.008676967,-0.024684937,-0.004896857,-0.000011390,-0.000011490,0.000284338,0.999999959,2341,1999,0.853908586,0.013148624,0.002527916,0.002115767,0.114697751,117.251874547,1691,0.976412790,155.708319325,317.985343346,1177.420365679,0.094305007,0.092080615,0,0,0,1.000000000,0.000000576,0.000001701,0.000003660,-0.114560376,-0.993305694,0.014822929,0.000000001,0.000000002,0.000000009,-0.002043519,0.008308663,-0.999963394,0.000000000,0.114973456,0.033764035,0.050879209,0.003382240,116.558128505,0,0.094532758,0.092276096,159,159,0,0.067919692,54,0,0,0,0,0,2128,54,5903,13394,3197,0,0,94136
48,1624181094.761737585,1624181094.861746788,53,52,0,0.013066170,0.026014521,1,0,0,0,1,-0.008036516,-0.025373513,-0.005523368,-0.000000935,0.000006957,0.000094864,0.999999995,2345,2007,0.855863539,0.013149395,0.002971250,0.002303979,0.115580939,114.599897275,1727,0.976671601,155.125076157,325.669883072,1205.916895342,0.091968925,0.089823437,0,0,0,1.000000000,0.000000579,0.000001707,0.000003610,-0.111757345,-0.993597704,0.016549883,0.000000001,0.000000001,0.000000008,-0.002600747,0.003474426,-0.999990582,0.000000000,0.114735553,0.033094455,0.048022288,0.003719267,116.642550513,0,0.094243552,0.091999633,139,134,5,0.059275053,53,0,0,0,0,0,2153,53,5938,13533,3250,0,0,96289
49,1624181094.861735106,1624181094.961675882,54,53,0,0.013119309,0.027656959,1,0,0,0,1,-0.007310220,-0.024820580,-0.005619279,0.000005067,-0.000023074,0.000101840,0.999999995,2329,2005,0.860884500,0.013068491,0.002336645,0.001948751,0.113033119,117.321586944,1692,0.976106237,154.365439437,312.413128283,1184.793186080,0.093465778,0.091232529,0,0,0,1.000000000,0.000000571,0.000001703,0.000003678,-0.117644817,-0.992897181,0.017744989,0.000000001,0.000000002,0.000000009,-0.002544808,0.004507544,-0.999986603,0.000000000,0.114413317,0.032985688,0.047808040,0.003690326,116.800546897,0,0.094170143,0.091923799,119,114,5,0.051094891,47,0,0,0,0,0,2162,48,5973,13652,3297,0,0,98451
50,1624181094.961732626,1624181095.061641693,55,54,0,0.013356225,0.027471872,1,0,0,0,1,-0.008413661,-0.024364165,-0.004911969,0.000016823,-0.000014134,0.000147055,0.999999989,2344,2004,0.854948805,0.012236282,0.002265332,0.001989265,0.114386627,115.574347286,1706,0.974722011,154.533779840,325.468619623,1182.873350631,0.092931646,0.090582520,0,0,0,1.000000000,0.000000566,0.000001705,0.000003620,-0.100622001,-0.994788780,0.016446756,0.000000001,0.000000002,0.000000008,-0.002311809,0.001763672,-0.999995772,0.000000000,0.113947875,0.035227483,0.046963349,0.003743533,116.959925061,0,0.094107595,0.091848390,93,89,4,0.039675768,45,0,0,0,0,0,2205,46,6011,13745,3342,0,0,100656
51,1624181095.061730146,1624181095.161641359,56,55,0,0.013088723,0.025437718,1,0,0,0,1,-0.007927988,-0.025846329,-0.004654360,0.000002389,-0.000015328,0.000208763,0.999999978,2329,1996,0.857020180,0.012968359,0.002119992,0.001890935,0.119338111,112.642754815,1674,0.975178205,156.619743790,320.307130508,1155.521440470,0.095941625,0.093560181,0,0,0,1.000000000,0.000000570,0.000001687,0.000003541,-0.101461262,-0.994717828,0.015558111,0.000000001,0.000000002,0.000000008,-0.004545534,0.002309278,-0.999987003,0.000000000,0.114316064,0.030144733,0.044119548,0.003707213,116.509049684,0,0.094260205,0.091988397,108,107,1,0.046371833,57,0,0,0,0,0,2164,57,6041,13853,3399,0,0,102820
52,1624181095.161727667,1624181095.261631966,57,56,0,0.013139941,0.026142534,1,0,0,0,1,-0.009424751,-0.027471675,-0.004814146,-0.000007659,-0.000013253,0.000245152,0.999999970,2326,1985,0.853396389,0.012842584,0.002410230,0.002120155,0.111263118,115.615755779,1693,0.975778678,157.902306666,326.175473057,1167.915522064,0.095582898,0.093267753,0,0,0,1.000000000,0.000000572,0.000001675,0.000003648,-0.106357233,-0.994170192,0.017713503,0.000000001,0.000000002,0.000000008,-0.003901820,-0.001308889,-0.999991531,0.000000000,0.114096259,0.030237698,0.044783762,0.003495943,116.341167934,0,0.094211655,0.091936263,109,109,0,0.046861565,53,0,0,0,0,0,2163,54,6067,13962,3452,0,0,104983
53,1624181095.261725426,1624181095.361643314,58,57,0,0.013195283,0.027154046,1,0,0,0,1,-0.012052050,-0.027714759,-0.004634949,0.000013632,-0.000026919,0.000239715,0.999999971,2327,2008,0.862913623,0.012704496,0.002232666,0.001968742,0.107990053,116.684443204,1713,0.976352137,150.928586650,326.308700413,1195.253922982,0.090241782,0.088107756,0,0,0,1.000000000,0.000000570,0.000001684,0.000003710,-0.094333713,-0.995348477,0.019559158,0.000000001,0.000000002,0.000000008,-0.003423654,0.005461558,-0.999979225,0.000000000,0.113810005,0.030074210,0.044560396,0.003388507,116.286010020,0,0.093958290,0.091685563,120,118,2,0.051568543,49,0,0,0,0,0,2158,49,6099,14082,3501,0,0,107141
54,1624181095.361722946,1624181095.461591482,59,58,0,0.013262078,0.026054947,1,0,0,0,1,-0.012124571,-0.030335860,-0.004846592,0.000028068,-0.000012430,0.000236673,0.999999972,2333,2002,0.858122589,0.012565955,0.002433465,0.002049555,0.108463105,118.071003624,1728,0.976793892,151.889650454,321.059190453,1214.951005293,0.089987360,0.087899103,0,0,0,1.000000000,0.000000571,0.000001695,0.000003770,-0.098549149,-0.994989492,0.016851586,0.000000001,0.000000002,0.000000008,-0.005304906,0.003679945,-0.999979158,0.000000000,0.113644858,0.030488772,0.044907227,0.003246920,116.239493556,0,0.093818178,0.091542115,130,127,3,0.055722246,56,0,0,0,0,0,2146,57,6138,14212,3557,0,0,109287
55,1624181095.461720467,1624181095.561677456,60,59,0,0.012990930,0.024817826,1,0,0,0,1,-0.011332593,-0.028390866,-0.004464859,0.000023374,-0.000006309,0.000144498,0.999999989,2328,2002,0.859965636,0.011874588,0.002273107,0.001951576,0.107576337,117.488835869,1721,0.977043142,158.991148599,324.892058657,1197.608040656,0.094553658,0.092383003,0,0,0,1.000000000,0.000000565,0.000001697,0.000003763,-0.085163311,-0.996262348,0.014441032,0.000000001,0.000000002,0.000000007,0.000327684,-0.006105216,0.999981309,0.000000000,0.113295905,0.035162300,0.043047818,0.003156395,116.170333722,0,0.093850030,0.091574000,106,105,1,0.045532646,39,0,0,0,0,0,2183,39,6166,14318,3596,0,0,111470
56,1624181095.561717987,1624181095.661695719,61,60,0,0.013463745,0.026579720,1,0,0,0,1,-0.010393356,-0.026147469,-0.004907599,0.000002458,-0.000018319,0.000147049,0.999999989,2356,2035,0.863752122,0.012899346,0.002347898,0.001994558,0.109532948,118.502564320,1729,0.975043506,156.178419412,319.091741581,1210.580061641,0.092640744,0.090328756,0,0,0,1.000000000,0.000000555,0.000001701,0.000003701,-0.088077039,-0.995992587,0.015530645,0.000000001,0.000000002,0.000000008,-0.001500645,0.006899571,-0.999975072,0.000000000,0.113094111,0.032640818,0.043133306,0.002869005,115.976669533,0,0.093864164,0.091573454,90,88,2,0.038200340,62,0,0,0,0,0,2203,63,6191,14408,3658,0,0,113673
57,1624181095.661715508,1624181095.761759281,62,61,0,0.013033472,0.026397480,1,0,0,0,1,-0.010154159,-0.022242113,-0.004956009,0.000019804,-0.000009979,0.000197143,0.999999980,2348,2027,0.863287905,0.012263921,0.002309545,0.001950884,0.102357788,126.692860707,1750,0.975945738,151.124190675,318.770299259,1238.010550720,0.088485125,0.086356680,0,0,0,1.000000000,0.000000553,0.000001719,0.000003875,-0.103258382,-0.994531201,0.015665114,0.000000000,0.000000002,0.000000008,-0.009525315,0.004727424,-0.999943458,0.000000000,0.112679933,0.033133403,0.044773859,0.002906129,116.268642994,0,0.093539587,0.091262115,96,95,1,0.040885860,46,0,0,0,0,0,2206,46,6227,14504,3704,0,0,115879
58,1624181095.761713266,1624181095.861711264,63,62,0,0.012984128,0.025800569,1,0,0,0,1,-0.007925165,-0.021844817,-0.004805576,0.000008805,-0.000014792,0.000092387,0.999999996,2340,2001,0.855128205,0.013011977,0.002358175,0.002041664,0.111338856,119.622012352,1725,0.973912404,156.499318851,304.577022985,1218.922555287,0.093154418,0.090724243,0,0,0,1.000000000,0.000000559,0.000001748,0.000003778,-0.114484478,-0.993259588,0.018129962,0.000000001,0.000000002,0.000000009,-0.003119491,0.005820830,-0.999978193,0.000000000,0.112668590,0.033171089,0.044864008,0.002854380,116.175832002,0,0.093555407,0.091276096,96,94,2,0.041025641,54,0,0,0,0,0,2190,54,6256,14600,3758,0,0,118069
59,1624181095.861710787,1624181095.961697817,64,63,0,0.012974672,0.024651363,1,0,0,0,1,-0.010121590,-0.024542921,-0.005165537,0.000015606,-0.000000226,0.000288456,0.999999958,2341,2020,0.862879111,0.012485346,0.002357112,0.001912172,0.106607911,121.368834245,1726,0.975093914,154.197295436,312.314113865,1216.500686542,0.091619838,0.089337946,0,0,0,1.000000000,0.000000560,0.000001738,0.000003760,-0.108237735,-0.993973955,0.017331198,0.000000000,0.000000002,0.000000008,-0.004416460,-0.009654277,-0.999943643,0.000000000,0.112452784,0.033575346,0.046093814,0.002973174,116.303250800,0,0.093480444,0.091200328,134,133,1,0.057240496,52,0,0,0,0,0,2155,52,6292,14734,3810,0,0,120224
60,1624181095.961708307,1624181096.061608553,65,64,0,0.012849675,0.026724508,1,0,0,0,1,-0.010305599,-0.023889616,-0.005005515,0.000021465,0.000009689,0.000177613,0.999999984,2364,2019,0.854060914,0.012212841,0.002484153,0.002044920,0.109547860,121.989724770,1731,0.974575332,147.296582447,315.589311123,1224.104006402,0.087313257,0.085093346,0,0,0,1.000000000,0.000000557,0.000001727,0.000003761,-0.114672910,-0.993252914,0.017285064,0.000000000,0.000000002,0.000000008,-0.003905608,0.013089342,-0.999906703,0.000000000,0.112326486,0.034173156,0.041443860,0.002808996,116.574756356,0,0.093239181,0.090958903,100,97,3,0.042301184,45,0,0,0,0,0,2219,45,6323,14834,3855,0,0,122443
61,1624181096.061705828,1624181096.161587715,66,65,0,0.013864322,0.026633464,1,0,0,0,1,-0.009778025,-0.024879342,-0.004790913,0.000018090,-0.000008612,0.000173033,0.999999985,2341,1994,0.851772747,0.012195439,0.002244176,0.001980089,0.109718879,120.054524200,1722,0.974071636,149.680559720,311.109187368,1216.561610169,0.089236259,0.086922509,0,0,0,1.000000000,0.000000563,0.000001747,0.000003796,-0.121977347,-0.992370004,0.017980615,0.000000001,0.000000002,0.000000009,-0.006383349,0.000969068,-0.999979157,0.000000000,0.111887525,0.030267378,0.038879878,0.002261300,116.987359246,0,0.092835529,0.090561527,81,79,2,0.034600598,44,0,0,0,0,0,2215,45,6347,14915,3899,0,0,124658
62,1624181096.161703348,1624181096.261595011,67,66,0,0.013047111,0.025437616,1,0,0,0,1,-0.010423544,-0.025268392,-0.004832686,0.000029266,-0.000002198,0.000221187,0.999999975,2343,1987,0.848058045,0.012221685,0.002381180,0.002041912,0.106212299,123.243086386,1713,0.973697176,149.470073843,319.091139329,1199.382048944,0.089613404,0.087256319,0,0,0,1.000000000,0.000000563,0.000001721,0.000003881,-0.107388032,-0.994045230,0.018490304,0.000000001,0.000000002,0.000000008,-0.006307765,-0.008214983,-0.999946362,0.000000000,0.111712720,0.029869216,0.035930269,0.002237294,117.209617503,0,0.092571864,0.090297228,105,103,2,0.044814341,47,0,0,0,0,0,2191,47,6377,15020,3946,0,0,126849
63,1624181096.261700869,1624181096.361628771,68,67,0,0.013603987,0.025360706,1,0,0,0,1,-0.010389727,-0.026520935,-0.004996355,0.000017487,-0.000012741,0.000214767,0.999999977,2355,2005,0.851380042,0.012848264,0.002183695,0.001884294,0.110096751,119.039255634,1706,0.975885271,148.811024205,315.886598483,1200.162650248,0.089383492,0.087228033,0,0,0,1.000000000,0.000000563,0.000001715,0.000003828,-0.108545468,-0.993923497,0.018274655,0.000000001,0.000000002,0.000000008,-0.006452117,0.004792930,-0.999967698,0.000000000,0.111266603,0.029991089,0.035282957,0.002221824,117.519014397,0,0.092220111,0.089953659,87,82,5,0.036942675,49,0,0,0,0,0,2219,49,6403,15107,3995,0,0,129068
64,1624181096.361698627,1624181096.461656570,69,68,0,0.013038861,0.026734470,1,0,0,0,1,-0.011601704,-0.026436144,-0.004926580,0.000017936,-0.000016952,0.000279819,0.999999961,2335,1992,0.853104925,0.012272447,0.002150134,0.001884079,0.107932443,119.822407488,1709,0.975087086,148.165649379,321.212449680,1197.045730517,0.088912344,0.086697279,0,0,0,1.000000000,0.000000563,0.000001706,0.000003844,-0.107519269,-0.994017462,0.019206549,0.000000001,0.000000002,0.000000009,-0.003905811,0.006038676,-0.999974139,0.000000000,0.110900995,0.030630119,0.035164533,0.002342860,117.801464789,0,0.091923028,0.089660331,114,112,2,0.048822270,46,0,0,0,0,0,2175,46,6430,15221,4041,0,0,131243
65,1624181096.461696148,1624181096.561617136,70,69,0,0.013627644,0.027980059,1,0,0,0,1,-0.010651539,-0.022286828,-0.004846116,0.000020969,-0.000007549,0.000192679,0.999999981,2340,1988,0.849572650,0.011990764,0.002279796,0.001902569,0.103184639,124.590554989,1720,0.974607659,146.573666443,323.204810852,1206.546695692,0.087437491,0.085217248,0,0,0,1.000000000,0.000000562,0.000001719,0.000003955,-0.115114825,-0.993172943,0.018870166,0.000000001,0.000000002,0.000000009,0.005075551,-0.004103611,0.999978699,0.000000000,0.110307806,0.031400186,0.038802739,0.002482086,118.512248074,0,0.091611059,0.089353949,86,83,3,0.036752137,32,0,0,0,0,0,2220,34,6465,15307,4073,0,0,133463
