frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
38,1624181093.461769104,1624181093.561662912,43,42,0,1,0,0,1,-0.009656055,-0.029286909,-0.004310777,0.000003378,-0.000033237,0.000235554,0.999999972,2361,1992,0.843710292,0.012165562,0.002246923,0.001982590,0.115475902,121.238282630,1714,0.976639389,158.996701321,333.053428488,1181.909783673,0.094982383,0.092763536,0,1.000000000,1.000000000,1.000000000,0.000000578,0.000001679,0.000003773,-0.089530912,-0.995952316,0.007949816,0.000000000,0.000000002,0.000000008,-0.007712762,0.010071431,-0.999919537,0.000000000,0.121862905,0.054297583,0.045209683,0.003039654,113.646064711,0,157,156,1,0.066497247,55,0,0,0,0,0,2148,56,5521,12088,2750,0,0,74739
39,1624181093.561766624,1624181093.661618948,44,43,0,1,0,0,1,-0.009322615,-0.027391490,-0.003935975,0.000019292,0.000003867,0.000081288,0.999999997,2346,1970,0.839727195,0.013150694,0.002567586,0.002166637,0.109666664,122.271261854,1692,0.974771716,156.699764438,329.343628823,1163.270350240,0.095009070,0.092612154,0,1.000000000,1.000000000,1.000000000,0.000000581,0.000001694,0.000003839,-0.092225861,-0.995690519,0.009735577,0.000000000,0.000000002,0.000000009,-0.005357870,0.010286939,-0.999932734,0.000000000,0.120647312,0.051607592,0.045265152,0.003178608,114.405871574,0,159,154,5,0.067774936,50,0,0,0,0,0,2137,50,5571,12247,2800,0,0,76876
40,1624181093.661764145,1624181093.761579990,45,44,0,1,0,0,1,-0.007715825,-0.025901440,-0.004398229,-0.000007916,-0.000025352,0.000109553,0.999999994,2383,1993,0.836340747,0.012442986,0.002483540,0.002175933,0.109805339,123.767509644,1704,0.973690495,153.169426524,336.938862932,1169.060314108,0.092316975,0.089888161,0,1.000000000,1.000000000,1.000000000,0.000000577,0.000001657,0.000003870,-0.081825864,-0.996588877,0.010730222,0.000000000,0.000000002,0.000000008,-0.004580976,0.008977269,-0.999949210,0.000000000,0.119813150,0.045379557,0.045508973,0.003072888,115.095304758,0,153,152,1,0.064204784,51,0,0,0,0,0,2178,52,5618,12400,2851,0,0,79054
41,1624181093.761761904,1624181093.861642361,46,45,0,1,0,0,1,-0.007065713,-0.022668758,-0.004569474,0.000026547,0.000017352,0.000090223,0.999999995,2344,1970,0.840443686,0.013122854,0.002685961,0.002225796,0.111209951,120.825822357,1688,0.974607604,157.556399080,327.625985851,1159.955250432,0.095770953,0.093339099,0,1.000000000,1.000000000,1.000000000,0.000000584,0.000001670,0.000003914,-0.084650180,-0.996349164,0.011076566,0.000000001,0.000000002,0.000000009,-0.007380753,0.010971284,-0.999912574,0.000000000,0.118697310,0.043621226,0.044309418,0.002973287,115.746796140,0,126,122,4,0.053754266,47,0,0,0,0,0,2170,48,5651,12526,2898,0,0,81224
42,1624181093.861759424,1624181093.961691856,47,46,0,1,0,0,1,-0.010851932,-0.024222616,-0.005093017,-0.000006673,-0.000029324,0.000290862,0.999999957,2345,1964,0.837526652,0.012164879,0.002061992,0.001814070,0.109738570,121.340583207,1685,0.975250365,155.560097934,326.523294387,1161.213473450,0.094663418,0.092320533,0,1.000000000,1.000000000,1.000000000,0.000000585,0.000001690,0.000003959,-0.086705257,-0.996183162,0.010065050,0.000000001,0.000000002,0.000000009,0.005283948,-0.012396668,0.999909197,0.000000000,0.117792335,0.046173830,0.046348106,0.003367573,116.336133736,0,178,177,1,0.075906183,51,0,0,0,0,0,2116,51,5695,12704,2949,0,0,83340
43,1624181093.961756945,1624181094.061714172,48,47,0,1,0,0,1,-0.010062560,-0.023738835,-0.005051536,-0.000011194,-0.000044656,0.000113123,0.999999993,2373,2007,0.845764855,0.011838361,0.002103292,0.001796201,0.106868873,121.349671991,1692,0.975142952,149.774748523,320.562160722,1179.604965351,0.090775773,0.088519355,0,1.000000000,1.000000000,1.000000000,0.000000573,0.000001678,0.000003921,-0.077089129,-0.996967620,0.010622201,0.000000001,0.000000002,0.000000008,0.004454780,-0.011501145,0.999923936,0.000000000,0.116892718,0.046468279,0.044839576,0.003233958,116.916180299,0,113,106,7,0.047619048,34,0,0,0,0,0,2226,34,5738,12817,2983,0,0,85566
44,1624181094.061754465,1624181094.161719561,49,48,0,1,0,0,1,-0.009404257,-0.022172447,-0.005264342,-0.000005679,-0.000054846,0.000043179,0.999999998,2332,1975,0.846912521,0.012597232,0.002372438,0.001982189,0.113279907,117.152890839,1671,0.975959512,155.072300858,323.442393385,1152.313650210,0.095088058,0.092802095,0,1.000000000,1.000000000,1.000000000,0.000000582,0.000001679,0.000003830,-0.076979932,-0.996975247,0.010698017,0.000000001,0.000000002,0.000000008,-0.006454058,0.010714536,-0.999921769,0.000000000,0.116269793,0.042749047,0.043700623,0.003015335,117.287799565,0,130,128,2,0.055746141,42,0,0,0,0,0,2160,42,5779,12947,3025,0,0,87726
45,1624181094.161751986,1624181094.261744261,50,49,0,1,0,0,1,-0.011031188,-0.025668727,-0.005236296,0.000005259,-0.000028618,0.000293621,0.999999956,2360,1994,0.844915254,0.012489812,0.002246091,0.001897019,0.108810050,121.413497308,1707,0.975788456,153.167075458,324.202322910,1188.301495514,0.091955185,0.089728808,0,1.000000000,1.000000000,1.000000000,0.000000575,0.000001701,0.000003862,-0.085515940,-0.996282448,0.010407083,0.000000001,0.000000002,0.000000009,0.006682742,-0.005406653,0.999963054,0.000000000,0.115486931,0.041719685,0.044755797,0.003483436,117.724545136,0,152,152,0,0.064406780,50,0,0,0,0,0,2157,51,5822,13099,3075,0,0,89883
46,1624181094.261749744,1624181094.361753464,51,50,0,1,0,0,1,-0.010638936,-0.027793941,-0.004898711,0.000015574,-0.000043529,0.000163547,0.999999986,2353,2013,0.855503612,0.012128676,0.002518992,0.002156967,0.112231497,118.459179003,1705,0.975355058,159.632283982,322.365289847,1180.982800538,0.095991682,0.093625973,0,1.000000000,1.000000000,1.000000000,0.000000572,0.000001695,0.000003755,-0.080803885,-0.996612882,0.015280569,0.000000001,0.000000001,0.000000008,-0.004030483,0.009817415,-0.999943685,0.000000000,0.114985372,0.042019392,0.045408269,0.003733782,117.881556406,0,115,112,3,0.048873778,44,0,0,0,0,0,2194,44,5854,13214,3119,0,0,92077
47,1624181094.361747265,1624181094.461806059,52,51,0,1,0,0,1,-0.008841768,-0.026905646,-0.004667480,0.000018004,-0.000030704,0.000160818,0.999999986,2365,2006,0.848202960,0.012048525,0.002150631,0.001896054,0.109627105,118.913663556,1696,0.975034080,155.201040190,324.428349554,1174.028409310,0.093853178,0.091510047,0,1.000000000,1.000000000,1.000000000,0.000000573,0.000001682,0.000003767,-0.079104919,-0.996747003,0.015421513,0.000000001,0.000000002,0.000000008,0.007640199,-0.008069606,0.999938253,0.000000000,0.114245671,0.042374244,0.046491225,0.003643473,118.254281848,0,107,105,2,0.045243129,42,0,0,0,0,0,2216,42,5897,13321,3161,0,0,94293
48,1624181094.461744785,1624181094.561728001,53,52,0,1,0,0,1,-0.008228554,-0.026248590,-0.004698887,-0.000010206,-0.000031503,0.000240660,0.999999970,2362,1992,0.843353091,0.012015080,0.001923330,0.001684997,0.109196646,115.497412531,1696,0.975149892,151.921101770,327.795999661,1174.137116042,0.091858823,0.089576121,0,1.000000000,1.000000000,1.000000000,0.000000581,0.000001696,0.000003754,-0.065264942,-0.997770163,0.013971043,0.000000001,0.000000002,0.000000008,0.005200673,-0.004883214,0.999974553,0.000000000,0.113629431,0.041912063,0.045243232,0.003786265,118.334450123,0,125,124,1,0.052921253,43,0,0,0,0,0,2194,43,5935,13446,3204,0,0,96487
49,1624181094.561742306,1624181094.661679745,54,53,0,1,0,0,1,-0.006333321,-0.025028692,-0.004385847,0.000012035,-0.000014332,0.000159617,0.999999987,2313,1961,0.847816688,0.012259763,0.001978016,0.001736144,0.113742615,114.521988044,1668,0.974051115,152.265253733,320.564823796,1151.887181809,0.093718001,0.091286123,0,1.000000000,1.000000000,1.000000000,0.000000584,0.000001715,0.000003766,-0.074036673,-0.997140212,0.015164738,0.000000001,0.000000002,0.000000009,0.007849859,-0.008648117,0.999931793,0.000000000,0.113202696,0.038123623,0.042974066,0.003815920,118.460811910,0,98,96,2,0.042369217,40,0,0,0,0,0,2172,43,5966,13544,3244,0,0,98659
50,1624181094.661739826,1624181094.761737108,55,54,0,1,0,0,1,-0.008565092,-0.026213887,-0.004520375,-0.000013539,-0.000021905,0.000249752,0.999999968,2341,2005,0.856471593,0.012874976,0.002251892,0.001939815,0.114404724,118.433251252,1690,0.976295485,155.138347885,317.269867204,1177.531154383,0.094026696,0.091797839,0,1.000000000,1.000000000,1.000000000,0.000000573,0.000001712,0.000003705,-0.084949589,-0.996302507,0.012840619,0.000000001,0.000000002,0.000000009,0.007411189,-0.006772463,0.999949603,0.000000000,0.112812838,0.037947449,0.044498385,0.003851017,118.778542518,0,148,148,0,0.063220846,47,0,0,0,0,0,2146,47,6003,13692,3291,0,0,100805
51,1624181094.761737585,1624181094.861746788,56,55,0,1,0,0,1,-0.009193336,-0.027449592,-0.004788572,-0.000005708,-0.000033265,0.000118171,0.999999992,2346,2007,0.855498721,0.012040245,0.002040507,0.001820160,0.114337034,117.097630953,1724,0.976887506,154.817294411,322.305759910,1207.031005986,0.091925851,0.089801215,0,1.000000000,1.000000000,1.000000000,0.000000575,0.000001723,0.000003676,-0.090135824,-0.995839291,0.013403008,0.000000001,0.000000002,0.000000008,-0.007881727,0.007748554,-0.999938917,0.000000000,0.112346178,0.038283295,0.043863339,0.004070496,118.976070190,0,106,102,4,0.045183291,54,0,0,0,0,0,2186,54,6035,13798,3345,0,0,102991
52,1624181094.861735106,1624181094.961675882,57,56,0,1,0,0,1,-0.007725853,-0.025589898,-0.005045996,-0.000008721,-0.000045169,0.000043540,0.999999998,2328,1998,0.858247423,0.013076964,0.002291244,0.001893611,0.112069179,118.828593378,1695,0.976363919,153.883162989,312.722266873,1188.331412509,0.092984312,0.090786527,0,1.000000000,1.000000000,1.000000000,0.000000571,0.000001712,0.000003724,-0.088211313,-0.995979575,0.015602883,0.000000001,0.000000002,0.000000008,0.004381995,-0.006621084,0.999968479,0.000000000,0.112281506,0.036378289,0.042053622,0.003989612,118.918374685,0,134,128,6,0.057560137,47,0,0,0,0,0,2146,48,6066,13932,3392,0,0,105137
53,1624181094.961732626,1624181095.061641693,58,57,0,1,0,0,1,-0.008702147,-0.025282186,-0.004558402,0.000013489,-0.000036829,0.000137965,0.999999990,2344,2002,0.854095563,0.012023637,0.002059448,0.001787054,0.113890751,117.266356185,1707,0.973932540,150.242296332,323.674894107,1188.585654764,0.090371151,0.088015405,0,1.000000000,1.000000000,1.000000000,0.000000565,0.000001726,0.000003679,-0.082155975,-0.996545788,0.012119756,0.000000001,0.000000002,0.000000008,0.005876504,-0.007357856,0.999955663,0.000000000,0.112039096,0.037415345,0.042239138,0.003851336,118.971130573,0,91,88,3,0.038822526,42,0,0,0,0,0,2210,43,6103,14023,3434,0,0,107347
54,1624181095.061730146,1624181095.161641359,59,58,0,1,0,0,1,-0.008836029,-0.027793188,-0.004332222,-0.000000665,-0.000020686,0.000201638,0.999999979,2328,1997,0.857817869,0.012707355,0.002050273,0.001805130,0.119853766,112.678262599,1677,0.975062169,153.498459534,318.082562031,1163.598236076,0.093872558,0.091531580,0,1.000000000,1.000000000,1.000000000,0.000000569,0.000001708,0.000003552,-0.083472381,-0.996464681,0.009513194,0.000000001,0.000000002,0.000000008,-0.005504243,0.000460247,-0.999984746,0.000000000,0.112340771,0.035305678,0.042706219,0.003824778,118.721502696,0,120,118,2,0.051546392,57,0,0,0,0,0,2151,57,6131,14143,3491,0,0,109498
55,1624181095.161727667,1624181095.261631966,59,59,0,1,0,0,1,-0.010607405,-0.028556583,-0.004512882,-0.000005098,-0.000026233,0.000243211,0.999999970,2326,1992,0.856405847,0.012332461,0.002155105,0.001890712,0.110970044,118.280614882,1693,0.975139971,154.479348631,324.532563794,1171.900058655,0.093572129,0.091245924,0,1.000000000,1.000000000,1.000000000,0.000000571,0.000001694,0.000003701,-0.092224423,-0.995664154,0.012146939,0.000000001,0.000000002,0.000000008,-0.006205974,0.005707488,-0.999964455,0.000000000,0.112260250,0.034544734,0.042567299,0.003880671,118.804383762,0,102,102,0,0.043852107,51,0,0,0,0,0,2172,52,6158,14245,3542,0,0,111670
56,1624181095.361722946,1624181095.461591482,61,60,0,1,0,0,1,-0.010817033,-0.030837274,-0.004523348,0.000019844,-0.000034375,0.000187246,0.999999982,2331,2009,0.861861862,0.012665970,0.002223357,0.001921910,0.112968840,117.376428894,1724,0.977062382,149.458362661,319.827099832,1215.170084258,0.088727995,0.086692786,0,1.000000000,1.000000000,1.000000000,0.000000698,0.000002206,0.000004870,-0.093368360,-0.995542226,0.013342633,0.000000001,0.000000002,0.000000009,-0.008865771,0.004824988,-0.999949057,0.000000000,0.112198026,0.034439953,0.042867210,0.003825380,118.764748199,0,115,113,2,0.049335049,57,0,0,0,0,0,2158,58,6197,14360,3599,0,0,113828
57,1624181095.461720467,1624181095.561677456,62,61,0,1,0,0,1,-0.009344201,-0.027465067,-0.003975866,0.000014139,-0.000031099,0.000080439,0.999999996,2329,1998,0.857878918,0.011951855,0.002092759,0.001818066,0.109936262,116.533217629,1729,0.976514562,154.943820695,324.845335222,1208.604521517,0.091769960,0.089614703,0,1.000000000,1.000000000,1.000000000,0.000000573,0.000001824,0.000004066,-0.070790411,-0.997390763,0.014155683,0.000000001,0.000000002,0.000000008,-0.006284706,0.007143077,-0.999954738,0.000000000,0.111904186,0.032499360,0.043435684,0.003706211,118.662305937,0,106,106,0,0.045513096,46,0,0,0,0,0,2177,46,6224,14466,3645,0,0,116005
58,1624181095.561717987,1624181095.661695719,63,62,0,1,0,0,1,-0.009844669,-0.025106328,-0.004573127,-0.000003325,-0.000036058,0.000192173,0.999999981,2356,2030,0.861629881,0.012306756,0.001947388,0.001698828,0.112775948,118.355441165,1734,0.975101905,157.379324308,316.317316639,1217.130061796,0.093078329,0.090760856,0,1.000000000,1.000000000,1.000000000,0.000000559,0.000001752,0.000003769,-0.069522401,-0.997479788,0.014167132,0.000000001,0.000000002,0.000000008,-0.004151534,0.008862128,-0.999952113,0.000000000,0.111769188,0.032236919,0.043959120,0.003621148,118.518163864,0,84,82,2,0.035653650,59,0,0,0,0,0,2212,60,6245,14550,3704,0,0,118217
59,1624181095.661715508,1624181095.761759281,64,63,0,1,0,0,1,-0.010590640,-0.021413615,-0.004822220,0.000013532,-0.000015427,0.000164964,0.999999986,2348,2027,0.863287905,0.012735117,0.002188191,0.001839941,0.108338383,123.564096635,1750,0.976525323,148.218065288,314.344581885,1246.356668036,0.086732044,0.084696037,0,1.000000000,1.000000000,1.000000000,0.000000556,0.000001773,0.000003817,-0.087743457,-0.996035440,0.014645423,0.000000000,0.000000002,0.000000009,-0.009784816,0.002245276,-0.999949607,0.000000000,0.111702774,0.029936381,0.045495076,0.003619037,118.582805603,0,95,94,1,0.040459966,49,0,0,0,0,0,2204,49,6283,14645,3753,0,0,120421
60,1624181095.761713266,1624181095.861711264,65,64,0,1,0,0,1,-0.008699146,-0.019237394,-0.004439740,0.000004914,-0.000021062,0.000002770,1.000000000,2341,2003,0.855617258,0.013124142,0.002215299,0.001944322,0.118281973,117.626316759,1721,0.974355605,158.184823944,304.200478811,1214.480692908,0.094333611,0.091914482,0,1.000000000,1.000000000,1.000000000,0.000000563,0.000001781,0.000003671,-0.096012404,-0.995233753,0.017070290,0.000000000,0.000000002,0.000000009,0.005507516,-0.005377435,0.999970375,0.000000000,0.112126606,0.032509851,0.045101832,0.003904766,118.275745958,0,115,113,2,0.049124306,56,0,0,0,0,0,2170,56,6313,14760,3809,0,0,122591
61,1624181095.861710787,1624181095.961697817,66,65,0,1,0,0,1,-0.010641152,-0.023188948,-0.004704305,0.000001346,-0.000043232,0.000255083,0.999999967,2343,2022,0.862996159,0.012570036,0.002164047,0.001874380,0.112442085,118.256929408,1719,0.975126120,152.374370926,309.349362808,1214.518066493,0.090902381,0.088641286,0,1.000000000,1.000000000,1.000000000,0.000000564,0.000001756,0.000003638,-0.085964806,-0.996190705,0.014633216,0.000000000,0.000000002,0.000000007,-0.005971262,-0.000310559,-0.999982124,0.000000000,0.112188213,0.030085527,0.045386727,0.004008115,118.147301311,0,100,98,2,0.042680324,54,0,0,0,0,0,2189,54,6345,14860,3863,0,0,124780
62,1624181095.961708307,1624181096.061608553,67,66,0,1,0,0,1,-0.011412105,-0.024496066,-0.004655391,0.000020924,-0.000004811,0.000176906,0.999999984,2364,2020,0.854483926,0.012442290,0.002212052,0.001848409,0.113330575,120.440545525,1726,0.974938279,148.955857257,312.542600266,1221.245011973,0.088519647,0.086301192,0,1.000000000,1.000000000,1.000000000,0.000000558,0.000001756,0.000003677,-0.100679642,-0.994830809,0.013238978,0.000000000,0.000000002,0.000000009,-0.004671648,0.005058455,-0.999976294,0.000000000,0.112367813,0.029747918,0.045978301,0.003808991,118.102299427,0,103,100,3,0.043570220,48,0,0,0,0,0,2213,48,6372,14963,3911,0,0,126993
63,1624181096.061705828,1624181096.161587715,68,67,0,1,0,0,1,-0.010904433,-0.027032809,-0.004823305,0.000009314,-0.000026677,0.000202573,0.999999979,2340,2006,0.857264957,0.012254374,0.002043301,0.001766977,0.114413316,117.112295905,1726,0.975924206,148.386581549,313.468131448,1222.590466761,0.088092259,0.085971368,0,1.000000000,1.000000000,1.000000000,0.000000563,0.000001752,0.000003668,-0.105124776,-0.994386437,0.012016446,0.000000001,0.000000002,0.000000009,-0.006237456,-0.006181024,-0.999961444,0.000000000,0.112745035,0.027944810,0.046858415,0.003720436,117.890430623,0,90,88,2,0.038461538,47,0,0,0,0,0,2202,48,6397,15053,3958,0,0,129195
64,1624181096.161703348,1624181096.261595011,69,68,0,1,0,0,1,-0.010209299,-0.025974412,-0.004802131,0.000020951,-0.000015117,0.000161827,0.999999987,2343,1999,0.853179684,0.012790489,0.002251889,0.001943097,0.115712518,116.454360192,1708,0.975039490,149.592777048,317.461561397,1198.313111225,0.089825688,0.087583593,0,1.000000000,1.000000000,1.000000000,0.000000563,0.000001720,0.000003636,-0.076298506,-0.997017064,0.011640995,0.000000001,0.000000002,0.000000008,-0.005584040,-0.005352450,-0.999970084,0.000000000,0.112866666,0.028491314,0.044268473,0.003301045,117.855504090,0,95,93,2,0.040546308,55,0,0,0,0,0,2193,55,6423,15148,4013,0,0,131388
65,1624181096.261700869,1624181096.361628771,70,69,0,1,0,0,1,-0.008544062,-0.023408309,-0.004656255,0.000009167,-0.000024488,0.000044332,0.999999999,2355,2021,0.858174098,0.012639315,0.002034238,0.001796696,0.115171171,115.784993503,1709,0.976562751,147.823982901,314.972882857,1206.148875419,0.088573271,0.086497357,0,1.000000000,1.000000000,1.000000000,0.000000561,0.000001719,0.000003606,-0.073216162,-0.997230264,0.013084149,0.000000001,0.000000002,0.000000009,-0.003619515,0.006033391,-0.999975248,0.000000000,0.113184722,0.028674896,0.045143700,0.003275888,117.574078900,0,84,80,4,0.035668790,58,0,0,0,0,0,2213,58,6447,15232,4071,0,0,133601
66,1624181096.361698627,1624181096.461656570,71,70,0,1,0,0,1,-0.008465066,-0.022438068,-0.004511440,0.000012907,-0.000024904,0.000128636,0.999999991,2337,2008,0.859221224,0.012523107,0.001858285,0.001620860,0.115273049,114.962204432,1714,0.975337489,148.145874389,319.736553713,1203.846028392,0.088618384,0.086432832,0,1.000000000,1.000000000,1.000000000,0.000000558,0.000001717,0.000003597,-0.074431198,-0.997090562,0.016444067,0.000000001,0.000000002,0.000000008,-0.009684388,0.009199657,-0.999910785,0.000000000,0.113336799,0.028032415,0.044109858,0.003439037,117.399230171,0,81,79,2,0.034659820,53,0,0,0,0,0,2203,53,6474,15313,4124,0,0,135804
67,1624181096.461696148,1624181096.561617136,72,71,0,1,0,0,1,-0.007916257,-0.018556143,-0.004537457,0.000008794,-0.000029316,0.000093947,0.999999995,2343,2000,0.853606487,0.012427709,0.001967075,0.001762180,0.115084568,115.401332218,1722,0.975424209,150.288483201,320.479647690,1208.912357123,0.089474447,0.087275542,0,1.000000000,1.000000000,1.000000000,0.000000561,0.000001729,0.000003593,-0.079860942,-0.996701408,0.014440666,0.000000001,0.000000002,0.000000008,0.004780290,-0.004107474,0.999980139,0.000000000,0.113609672,0.026925084,0.047131172,0.003348728,117.223613605,0,81,78,3,0.034571063,42,0,0,0,0,0,2218,44,6507,15394,4166,0,0,138022
68,1624181096.561693668,1624181096.661623001,73,72,0,1,0,0,1,-0.009786737,-0.020743953,-0.004663377,-0.000000800,-0.000023690,0.000096037,0.999999995,2333,2005,0.859408487,0.012721853,0.002081460,0.001764437,0.110150258,120.914842305,1730,0.976052890,154.045962989,321.975190219,1212.550347327,0.091228570,0.089043909,0,1.000000000,1.000000000,1.000000000,0.000000561,0.000001733,0.000003698,-0.089810463,-0.995858803,0.014118256,0.000000001,0.000000002,0.000000009,-0.007639992,0.010613770,-0.999914486,0.000000000,0.113657353,0.025671146,0.047736794,0.003190821,117.494485093,0,96,94,2,0.041148736,52,0,0,0,0,0,2185,52,6534,15490,4218,0,0,140207
