frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_measurement_noise_scale,transition_guard_armed,transition_guard_pause_frames_remaining,transition_guard_recovery_streak,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
35,1624181093.161776543,1624181093.261679649,40,39,0,0.013317997,0.024729287,1,0,0,0,1,-0.008546537,-0.026821648,-0.004665870,0.000014753,-0.000004035,0.000139149,0.999999990,2352,1983,0.843112245,0.012945148,0.002481949,0.002168995,0.112580467,116.622993557,1665,0.977010173,150.504848674,325.103979968,1151.113110123,0.092520329,0.090393303,0,0,0,1.000000000,1,0,0,0.000000580,0.000001665,0.000003742,-0.079365476,-0.996789791,0.010546740,0.000000001,0.000000002,0.000000008,-0.003707947,0.013373498,-0.999903696,0.000000000,0.124272371,0.054386146,0.042552295,0.003162823,111.983483956,0,0.097623249,0.095209472,150,149,1,0.063775510,49,0,0,0,0,0,2153,49,5425,11642,2584,0,0,68294
36,1624181093.261774063,1624181093.361694336,41,40,0,0.012396059,0.025595897,1,0,0,0,1,-0.010613683,-0.027008834,-0.004614781,-0.000010049,-0.000034296,0.000152775,0.999999988,2344,1984,0.846416382,0.012720355,0.002306081,0.001985801,0.114213317,118.169140167,1700,0.976453655,159.411332107,329.526104600,1171.033776454,0.096032588,0.093771372,0,0,0,1.000000000,1,0,0,0.000000581,0.000001680,0.000003755,-0.078384497,-0.996880897,0.009184099,0.000000001,0.000000002,0.000000008,-0.003799016,0.006327968,-0.999972762,0.000000000,0.123314298,0.053475378,0.042933424,0.002960171,112.605012968,0,0.097294363,0.094911210,156,153,3,0.066552901,45,0,0,0,0,0,2142,46,5460,11798,2629,0,0,70436
37,1624181093.361771584,1624181093.461661100,42,41,0,0.013384198,0.025848840,1,0,0,0,1,-0.008770700,-0.026267335,-0.004490849,0.000011882,-0.000034079,0.000069164,0.999999997,2354,1995,0.847493628,0.013258700,0.002317472,0.002009707,0.115813069,118.582062864,1681,0.975868064,155.755818004,331.198548571,1153.479848242,0.094947921,0.092656644,0,0,0,1.000000000,1,0,0,0.000000583,0.000001647,0.000003745,-0.088556006,-0.996028367,0.009237231,0.000000001,0.000000002,0.000000008,-0.004102642,0.013419106,-0.999901543,0.000000000,0.122548510,0.050513993,0.044447646,0.003000771,113.097476088,0,0.096937045,0.094577679,133,132,1,0.056499575,66,0,0,0,0,0,2155,66,5493,11931,2695,0,0,72591
38,1624181093.461769104,1624181093.561662912,43,42,0,0.013199803,0.027530005,1,0,0,0,1,-0.009656055,-0.029286909,-0.004310777,0.000003378,-0.000033237,0.000235554,0.999999972,2361,1992,0.843710292,0.012165562,0.002246923,0.001982590,0.115475902,121.238282630,1714,0.976639389,158.996701321,333.053428488,1181.909783673,0.094982383,0.092763536,0,0,0,1.000000000,1,0,0,0.000000578,0.000001679,0.000003773,-0.089530912,-0.995952316,0.007949816,0.000000000,0.000000002,0.000000008,-0.007712762,0.010071431,-0.999919537,0.000000000,0.121862905,0.054297583,0.045209683,0.003039654,113.646064711,0,0.096603137,0.094263748,157,156,1,0.066497247,55,0,0,0,0,0,2148,56,5521,12088,2750,0,0,74739
39,1624181093.561766624,1624181093.661618948,44,43,0,0.012947550,0.025707137,1,0,0,0,1,-0.009322615,-0.027391490,-0.003935975,0.000019292,0.000003867,0.000081288,0.999999997,2346,1970,0.839727195,0.013150694,0.002567586,0.002166637,0.109666664,122.271261854,1692,0.974771716,156.699764438,329.343628823,1163.270350240,0.095009070,0.092612154,0,0,0,1.000000000,1,0,0,0.000000581,0.000001694,0.000003839,-0.092225861,-0.995690519,0.009735577,0.000000000,0.000000002,0.000000009,-0.005357870,0.010286939,-0.999932734,0.000000000,0.120647312,0.051607592,0.045265152,0.003178608,114.405871574,0,0.096102390,0.093776834,159,154,5,0.067774936,50,0,0,0,0,0,2137,50,5571,12247,2800,0,0,76876
40,1624181093.661764145,1624181093.761579990,45,44,0,0.012756730,0.025784305,1,0,0,0,1,-0.007715825,-0.025901440,-0.004398229,-0.000007916,-0.000025352,0.000109553,0.999999994,2383,1993,0.836340747,0.012442986,0.002483540,0.002175933,0.109805339,123.767509644,1704,0.973690495,153.169426524,336.938862932,1169.060314108,0.092316975,0.089888161,0,0,0,1.000000000,1,0,0,0.000000577,0.000001657,0.000003870,-0.081825864,-0.996588877,0.010730222,0.000000000,0.000000002,0.000000008,-0.004580976,0.008977269,-0.999949210,0.000000000,0.119813150,0.045379557,0.045508973,0.003072888,115.095304758,0,0.095796053,0.093470605,153,152,1,0.064204784,51,0,0,0,0,0,2178,52,5618,12400,2851,0,0,79054
41,1624181093.761761904,1624181093.861642361,46,45,0,0.013611520,0.026970874,1,0,0,0,1,-0.007065713,-0.022668758,-0.004569474,0.000026547,0.000017352,0.000090223,0.999999995,2344,1970,0.840443686,0.013122854,0.002685961,0.002225796,0.111209951,120.825822357,1688,0.974607604,157.556399080,327.625985851,1159.955250432,0.095770953,0.093339099,0,0,0,1.000000000,1,0,0,0.000000584,0.000001670,0.000003914,-0.084650180,-0.996349164,0.011076566,0.000000001,0.000000002,0.000000009,-0.007380753,0.010971284,-0.999912574,0.000000000,0.118697310,0.043621226,0.044309418,0.002973287,115.746796140,0,0.095587783,0.093272184,126,122,4,0.053754266,47,0,0,0,0,0,2170,48,5651,12526,2898,0,0,81224
42,1624181093.861759424,1624181093.961691856,47,46,0,0.013141147,0.025146934,1,0,0,0,1,-0.010851932,-0.024222616,-0.005093017,-0.000006673,-0.000029324,0.000290862,0.999999957,2345,1964,0.837526652,0.012164879,0.002061992,0.001814070,0.109738570,121.340583207,1685,0.975250365,155.560097934,326.523294387,1161.213473450,0.094663418,0.092320533,0,0,0,1.000000000,1,0,0,0.000000585,0.000001690,0.000003959,-0.086705257,-0.996183162,0.010065050,0.000000001,0.000000002,0.000000009,0.005283948,-0.012396668,0.999909197,0.000000000,0.117792335,0.046173830,0.046348106,0.003367573,116.336133736,0,0.095284364,0.092980692,178,177,1,0.075906183,51,0,0,0,0,0,2116,51,5695,12704,2949,0,0,83340
43,1624181093.961756945,1624181094.061714172,48,47,0,0.012629694,0.025995752,1,0,0,0,1,-0.010062560,-0.023738835,-0.005051536,-0.000011194,-0.000044656,0.000113123,0.999999993,2373,2007,0.845764855,0.011838361,0.002103292,0.001796201,0.106868873,121.349671991,1692,0.975142952,149.774748523,320.562160722,1179.604965351,0.090775773,0.088519355,0,0,0,1.000000000,1,0,0,0.000000573,0.000001678,0.000003921,-0.077089129,-0.996967620,0.010622201,0.000000001,0.000000002,0.000000008,0.004454780,-0.011501145,0.999923936,0.000000000,0.116892718,0.046468279,0.044839576,0.003233958,116.916180299,0,0.095000770,0.092706579,113,106,7,0.047619048,34,0,0,0,0,0,2226,34,5738,12817,2983,0,0,85566
44,1624181094.061754465,1624181094.161719561,49,48,0,0.013524336,0.026380785,1,0,0,0,1,-0.009404257,-0.022172447,-0.005264342,-0.000005679,-0.000054846,0.000043179,0.999999998,2332,1975,0.846912521,0.012597232,0.002372438,0.001982189,0.113279907,117.152890839,1671,0.975959512,155.072300858,323.442393385,1152.313650210,0.095088058,0.092802095,0,0,0,1.000000000,1,0,0,0.000000582,0.000001679,0.000003830,-0.076979932,-0.996975247,0.010698017,0.000000001,0.000000002,0.000000008,-0.006454058,0.010714536,-0.999921769,0.000000000,0.116269793,0.042749047,0.043700623,0.003015335,117.287799565,0,0.094831627,0.092540952,130,128,2,0.055746141,42,0,0,0,0,0,2160,42,5779,12947,3025,0,0,87726
45,1624181094.161751986,1624181094.261744261,50,49,0,0.012687984,0.026637962,1,0,0,0,1,-0.011031188,-0.025668727,-0.005236296,0.000005259,-0.000028618,0.000293621,0.999999956,2360,1994,0.844915254,0.012489812,0.002246091,0.001897019,0.108810050,121.413497308,1707,0.975788456,153.167075458,324.202322910,1188.301495514,0.091955185,0.089728808,0,0,0,1.000000000,1,0,0,0.000000575,0.000001701,0.000003862,-0.085515940,-0.996282448,0.010407083,0.000000001,0.000000002,0.000000009,0.006682742,-0.005406653,0.999963054,0.000000000,0.115486931,0.041719685,0.044755797,0.003483436,117.724545136,0,0.094499566,0.092221078,152,152,0,0.064406780,50,0,0,0,0,0,2157,51,5822,13099,3075,0,0,89883
46,1624181094.261749744,1624181094.361753464,51,50,0,0.013466567,0.025051194,1,0,0,0,1,-0.010638936,-0.027793941,-0.004898711,0.000015574,-0.000043529,0.000163547,0.999999986,2353,2013,0.855503612,0.012128676,0.002518992,0.002156967,0.112231497,118.459179003,1705,0.975355058,159.632283982,322.365289847,1180.982800538,0.095991682,0.093625973,0,0,0,1.000000000,1,0,0,0.000000572,0.000001695,0.000003755,-0.080803885,-0.996612882,0.015280569,0.000000001,0.000000001,0.000000008,-0.004030483,0.009817415,-0.999943685,0.000000000,0.114985372,0.042019392,0.045408269,0.003733782,117.881556406,0,0.094540591,0.092256866,115,112,3,0.048873778,44,0,0,0,0,0,2194,44,5854,13214,3119,0,0,92077
47,1624181094.361747265,1624181094.461806059,52,51,0,0.013177388,0.024723099,1,0,0,0,1,-0.008841768,-0.026905646,-0.004667480,0.000018004,-0.000030704,0.000160818,0.999999986,2365,2006,0.848202960,0.012048525,0.002150631,0.001896054,0.109627105,118.913663556,1696,0.975034080,155.201040190,324.428349554,1174.028409310,0.093853178,0.091510047,0,0,0,1.000000000,1,0,0,0.000000573,0.000001682,0.000003767,-0.079104919,-0.996747003,0.015421513,0.000000001,0.000000002,0.000000008,0.007640199,-0.008069606,0.999938253,0.000000000,0.114245671,0.042374244,0.046491225,0.003643473,118.254281848,0,0.094442554,0.092156982,107,105,2,0.045243129,42,0,0,0,0,0,2216,42,5897,13321,3161,0,0,94293
48,1624181094.461744785,1624181094.561728001,53,52,0,0.012742027,0.026140010,1,0,0,0,1,-0.008228554,-0.026248590,-0.004698887,-0.000010206,-0.000031503,0.000240660,0.999999970,2362,1992,0.843353091,0.012015080,0.001923330,0.001684997,0.109196646,115.497412531,1696,0.975149892,151.921101770,327.795999661,1174.137116042,0.091858823,0.089576121,0,0,0,1.000000000,1,0,0,0.000000581,0.000001696,0.000003754,-0.065264942,-0.997770163,0.013971043,0.000000001,0.000000002,0.000000008,0.005200673,-0.004883214,0.999974553,0.000000000,0.113629431,0.041912063,0.045243232,0.003786265,118.334450123,0,0.094448705,0.092154345,125,124,1,0.052921253,43,0,0,0,0,0,2194,43,5935,13446,3204,0,0,96487
49,1624181094.561742306,1624181094.661679745,54,53,0,0.013109002,0.024582997,1,0,0,0,1,-0.006333321,-0.025028692,-0.004385847,0.000012035,-0.000014332,0.000159617,0.999999987,2313,1961,0.847816688,0.012259763,0.001978016,0.001736144,0.113742615,114.521988044,1668,0.974051115,152.265253733,320.564823796,1151.887181809,0.093718001,0.091286123,0,0,0,1.000000000,1,0,0,0.000000584,0.000001715,0.000003766,-0.074036673,-0.997140212,0.015164738,0.000000001,0.000000002,0.000000009,0.007849859,-0.008648117,0.999931793,0.000000000,0.113202696,0.038123623,0.042974066,0.003815920,118.460811910,0,0.094268433,0.091975989,98,96,2,0.042369217,40,0,0,0,0,0,2172,43,5966,13544,3244,0,0,98659
50,1624181094.661739826,1624181094.761737108,55,54,0,0.012935538,0.025918276,1,0,0,0,1,-0.008565092,-0.026213887,-0.004520375,-0.000013539,-0.000021905,0.000249752,0.999999968,2341,2005,0.856471593,0.012874976,0.002251892,0.001939815,0.114404724,118.433251252,1690,0.976295485,155.138347885,317.269867204,1177.531154383,0.094026696,0.091797839,0,0,0,1.000000000,1,0,0,0.000000573,0.000001712,0.000003705,-0.084949589,-0.996302507,0.012840619,0.000000001,0.000000002,0.000000009,0.007411189,-0.006772463,0.999949603,0.000000000,0.112812838,0.037947449,0.044498385,0.003851017,118.778542518,0,0.094235775,0.091942791,148,148,0,0.063220846,47,0,0,0,0,0,2146,47,6003,13692,3291,0,0,100805
51,1624181094.761737585,1624181094.861746788,56,55,0,0.013066170,0.026014521,1,0,0,0,1,-0.009193336,-0.027449592,-0.004788572,-0.000005708,-0.000033265,0.000118171,0.999999992,2346,2007,0.855498721,0.012040245,0.002040507,0.001820160,0.114337034,117.097630953,1724,0.976887506,154.817294411,322.305759910,1207.031005986,0.091925851,0.089801215,0,0,0,1.000000000,1,0,0,0.000000575,0.000001723,0.000003676,-0.090135824,-0.995839291,0.013403008,0.000000001,0.000000002,0.000000008,-0.007881727,0.007748554,-0.999938917,0.000000000,0.112346178,0.038283295,0.043863339,0.004070496,118.976070190,0,0.094121448,0.091828182,106,102,4,0.045183291,54,0,0,0,0,0,2186,54,6035,13798,3345,0,0,102991
52,1624181094.861735106,1624181094.961675882,57,56,0,0.013119309,0.027656959,1,0,0,0,1,-0.007725853,-0.025589898,-0.005045996,-0.000008721,-0.000045169,0.000043540,0.999999998,2328,1998,0.858247423,0.013076964,0.002291244,0.001893611,0.112069179,118.828593378,1695,0.976363919,153.883162989,312.722266873,1188.331412509,0.092984312,0.090786527,0,0,0,1.000000000,1,0,0,0.000000571,0.000001712,0.000003724,-0.088211313,-0.995979575,0.015602883,0.000000001,0.000000002,0.000000008,0.004381995,-0.006621084,0.999968479,0.000000000,0.112281506,0.036378289,0.042053622,0.003989612,118.918374685,0,0.094132708,0.091838615,134,128,6,0.057560137,47,0,0,0,0,0,2146,48,6066,13932,3392,0,0,105137
53,1624181094.961732626,1624181095.061641693,58,57,0,0.013356225,0.027471872,1,0,0,0,1,-0.008702147,-0.025282186,-0.004558402,0.000013489,-0.000036829,0.000137965,0.999999990,2344,2002,0.854095563,0.012023637,0.002059448,0.001787054,0.113890751,117.266356185,1707,0.973932540,150.242296332,323.674894107,1188.585654764,0.090371151,0.088015405,0,0,0,1.000000000,1,0,0,0.000000565,0.000001726,0.000003679,-0.082155975,-0.996545788,0.012119756,0.000000001,0.000000002,0.000000008,0.005876504,-0.007357856,0.999955663,0.000000000,0.112039096,0.037415345,0.042239138,0.003851336,118.971130573,0,0.093729330,0.091434988,91,88,3,0.038822526,42,0,0,0,0,0,2210,43,6103,14023,3434,0,0,107347
54,1624181095.061730146,1624181095.161641359,59,58,0,0.013088723,0.025437718,1,0,0,0,1,-0.008836029,-0.027793188,-0.004332222,-0.000000665,-0.000020686,0.000201638,0.999999979,2328,1997,0.857817869,0.012707355,0.002050273,0.001805130,0.119853766,112.678262599,1677,0.975062169,153.498459534,318.082562031,1163.598236076,0.093872558,0.091531580,0,0,0,1.000000000,1,0,0,0.000000569,0.000001708,0.000003552,-0.083472381,-0.996464681,0.009513194,0.000000001,0.000000002,0.000000008,-0.005504243,0.000460247,-0.999984746,0.000000000,0.112340771,0.035305678,0.042706219,0.003824778,118.721502696,0,0.093633245,0.091336294,120,118,2,0.051546392,57,0,0,0,0,0,2151,57,6131,14143,3491,0,0,109498
55,1624181095.161727667,1624181095.261631966,60,59,0,0.013139941,0.026142534,1,0,0,0,1,-0.010607405,-0.028556583,-0.004512882,-0.000005098,-0.000026233,0.000243211,0.999999970,2326,1992,0.856405847,0.012332461,0.002155105,0.001890712,0.110970044,118.280614882,1693,0.975139971,154.479348631,324.532563794,1171.900058655,0.093572129,0.091245924,0,0,0,1.000000000,1,0,0,0.000000571,0.000001694,0.000003701,-0.092224423,-0.995664154,0.012146939,0.000000001,0.000000002,0.000000008,-0.006205974,0.005707488,-0.999964455,0.000000000,0.112260250,0.034544734,0.042567299,0.003880671,118.804383762,0,0.093685835,0.091378926,102,102,0,0.043852107,51,0,0,0,0,0,2172,52,6158,14245,3542,0,0,111670
56,1624181095.261725426,1624181095.361643314,61,60,0,0.013195283,0.027154046,1,0,0,0,1,-0.012020042,-0.028417828,-0.004456590,0.000007892,-0.000041717,0.000165105,0.999999985,2327,2007,0.862483885,0.012374073,0.002080055,0.001839957,0.109677554,117.043770916,1707,0.977080967,148.962984843,321.197903316,1197.716322907,0.089312921,0.087265955,0,0,0,1.000000000,1,0,0,0.000000571,0.000001701,0.000003723,-0.072394385,-0.997267601,0.014710051,0.000000001,0.000000002,0.000000008,0.005058900,-0.008147336,0.999954013,0.000000000,0.112033462,0.034324216,0.041997432,0.003869660,118.748115300,0,0.093349852,0.091053655,115,113,2,0.049419854,46,0,0,0,0,0,2166,46,6192,14360,3588,0,0,113836
57,1624181095.361722946,1624181095.461591482,62,61,0,0.013262078,0.026054947,1,0,0,0,1,-0.011178433,-0.030358013,-0.004461697,0.000017869,-0.000036048,0.000183085,0.999999982,2331,2007,0.861003861,0.012439564,0.002150195,0.001843173,0.111182235,118.068257847,1725,0.977316793,148.060376168,320.368446576,1217.442645415,0.087824237,0.085832102,0,0,0,1.000000000,1,0,0,0.000000572,0.000001717,0.000003749,-0.082430304,-0.996502602,0.013704377,0.000000001,0.000000001,0.000000008,-0.005808583,0.003057994,-0.999978454,0.000000000,0.111801920,0.031079306,0.040960455,0.003572839,118.722425049,0,0.092993668,0.090712428,109,107,2,0.046761047,56,0,0,0,0,0,2165,57,6228,14469,3644,0,0,116001
58,1624181095.461720467,1624181095.561677456,63,62,0,0.012990930,0.024817826,1,0,0,0,1,-0.009614615,-0.028159766,-0.004013595,0.000014319,-0.000032084,0.000087428,0.999999996,2328,2000,0.859106529,0.011840402,0.002077316,0.001760900,0.108528189,117.503759539,1731,0.976946889,153.319273376,325.455997951,1212.319793499,0.090662717,0.088572659,0,0,0,1.000000000,1,0,0,0.000000566,0.000001715,0.000003761,-0.068927653,-0.997528090,0.013663424,0.000000001,0.000000002,0.000000008,-0.005368552,0.006071690,-0.999967156,0.000000000,0.111454535,0.032462662,0.041734478,0.003455622,118.535698894,0,0.092777684,0.090502884,106,106,0,0.045532646,44,0,0,0,0,0,2178,44,6255,14575,3688,0,0,118179
59,1624181095.561717987,1624181095.661695719,64,63,0,0.013463745,0.026579720,1,0,0,0,1,-0.009551104,-0.025685691,-0.004673011,-0.000002305,-0.000032766,0.000186628,0.999999982,2356,2034,0.863327674,0.012099805,0.002002124,0.001721166,0.110453520,119.798794694,1732,0.975412167,152.868052503,316.211016798,1220.334803701,0.090485851,0.088261000,0,0,0,1.000000000,1,0,0,0.000000555,0.000001725,0.000003724,-0.069003105,-0.997516432,0.014125871,0.000000000,0.000000002,0.000000008,-0.003706315,0.007805571,-0.999962667,0.000000000,0.111493878,0.029804588,0.042056134,0.003597495,118.412075536,0,0.092551524,0.090285326,87,85,2,0.036926995,54,0,0,0,0,0,2214,55,6278,14662,3742,0,0,120393
60,1624181095.661715508,1624181095.761759281,65,64,0,0.013033472,0.026397480,1,0,0,0,1,-0.010508900,-0.022756068,-0.004907636,0.000014537,-0.000013843,0.000207069,0.999999978,2348,2031,0.864991482,0.012680148,0.002238708,0.001873501,0.107000407,123.803692533,1751,0.976708080,145.766432215,316.498092199,1247.951322918,0.085232769,0.083247534,0,0,0,1.000000000,1,0,0,0.000000552,0.000001747,0.000003810,-0.081459973,-0.996580009,0.013876566,0.000000000,0.000000002,0.000000009,-0.009371385,0.004001372,-0.999948082,0.000000000,0.111353631,0.030318050,0.041845420,0.003599717,118.413884681,0,0.092197313,0.089953295,106,105,1,0.045144804,46,0,0,0,0,0,2196,46,6317,14768,3788,0,0,122589
61,1624181095.761713266,1624181095.861711264,65,65,0,0.012984128,0.025800569,1,0,0,0,1,-0.008514761,-0.020534155,-0.004503006,0.000004221,-0.000023859,0.000022079,0.999999999,2341,2004,0.856044425,0.012931308,0.002143899,0.001909336,0.116123977,118.758597463,1729,0.974189971,157.339801147,306.774319483,1220.260338490,0.093411415,0.091000463,0,0,0,1.000000000,1,0,0,0.000000560,0.000001765,0.000003695,-0.090152076,-0.995790814,0.016530538,0.000000000,0.000000002,0.000000009,0.005218107,-0.005585851,0.999970784,0.000000000,0.111599332,0.028912359,0.040732244,0.003568419,118.310523436,0,0.092079336,0.089836363,110,108,2,0.046988466,55,0,0,0,0,0,2176,55,6346,14878,3843,0,0,124765
62,1624181095.861710787,1624181095.961697817,67,66,0,0.012974672,0.024651363,1,0,0,0,1,-0.010166588,-0.024189891,-0.004743744,0.000003698,-0.000040434,0.000249439,0.999999968,2343,2023,0.863422962,0.012405218,0.002022487,0.001741266,0.109764680,119.973240125,1724,0.975020219,153.312717075,308.866544830,1218.755595723,0.091206816,0.088928490,0,0,0,1.000000000,1,0,0,0.000000561,0.000001750,0.000003690,-0.085280849,-0.996241872,0.015142982,0.000000000,0.000000002,0.000000007,-0.005986810,0.001348745,-0.999981169,0.000000000,0.111600638,0.028695393,0.043824307,0.003667660,118.242156282,0,0.091906506,0.089666761,100,98,2,0.042680324,47,0,0,0,0,0,2196,47,6378,14978,3890,0,0,126961
63,1624181095.961708307,1624181096.061608553,68,67,0,0.012849675,0.026724508,1,0,0,0,1,-0.010519781,-0.024711966,-0.004704313,0.000019139,-0.000005974,0.000162092,0.999999987,2365,2020,0.854122622,0.012174089,0.002176968,0.001821619,0.108864310,123.173898111,1731,0.974794498,145.720049518,315.085007761,1226.564218993,0.086359312,0.084182582,0,0,0,1.000000000,1,0,0,0.000000555,0.000001751,0.000003767,-0.097280405,-0.995166022,0.013457778,0.000000000,0.000000002,0.000000009,-0.004593611,0.005106935,-0.999976409,0.000000000,0.111700410,0.027235669,0.042743489,0.003702465,118.333367588,0,0.091685683,0.089449922,100,97,3,0.042283298,43,0,0,0,0,0,2222,43,6406,15078,3933,0,0,129183
64,1624181096.061705828,1624181096.161587715,69,68,0,0.013864322,0.026633464,1,0,0,0,1,-0.010059228,-0.027793344,-0.004875492,0.000009623,-0.000027164,0.000201394,0.999999979,2341,2007,0.857325929,0.012116887,0.002083991,0.001774245,0.112424225,118.775709735,1729,0.975974667,147.140372050,313.955774404,1226.364052635,0.087196351,0.085101430,0,0,0,1.000000000,1,0,0,0.000000562,0.000001744,0.000003747,-0.103114931,-0.994595195,0.012153581,0.000000001,0.000000002,0.000000009,-0.006181384,-0.006005278,-0.999962863,0.000000000,0.111657626,0.027334138,0.042007414,0.003280186,118.414508533,0,0.091291098,0.089064889,94,92,2,0.040153780,43,0,0,0,0,0,2203,44,6431,15172,3976,0,0,131386
