frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
32,1624181092.861783743,1624181092.961729527,37,36,0,0.012136170,0.023612225,1,0,0,0,1,-0.011283581,-0.025262424,-0.004153647,0.000018749,-0.000005182,0.000123862,0.999999992,2337,1961,0.839109970,0.012468316,0.002563546,0.002236114,0.116999360,119.552946661,1686,0.976714340,152.090251069,331.248104356,1163.402022569,0.092358366,0.090207741,0,0,0,0,1,0.002857044,0.000046744,0.100000000,0.030000000,0.889529430,0.012468316,0.000000612,0.000001770,0.000003950,-0.104147860,-0.994513338,0.009820613,0.000000001,0.000000002,0.000000009,-0.008032920,0.008815986,-0.999928873,0.000000000,0.131768624,0.048324883,0.053030964,0.002559785,108.265242880,0,0.099827430,0.097231201,148,141,7,0.063329054,49,0,0,0,0,0,2140,49,5271,10954,2535,0,0,61930
33,1624181092.961781263,1624181093.061702490,38,37,0,0.010506343,0.024215044,1,0,0,0,1,-0.007263365,-0.025185079,-0.004862565,0.000002437,-0.000032088,0.000044876,0.999999998,2384,2004,0.840604027,0.013403216,0.002829910,0.002402270,0.124445533,114.480756778,1688,0.975237857,159.546904693,330.974656222,1155.679940953,0.096918211,0.094518308,0,0,0,0,1,0.005247039,0.000153174,0.100000000,0.030000000,0.934128859,0.013403216,0.000000604,0.000001733,0.000003809,-0.102416106,-0.994678172,0.011237190,0.000000001,0.000000002,0.000000008,-0.008690108,0.004476813,-0.999952219,0.000000000,0.131032221,0.048651497,0.054034095,0.002329216,108.732319393,0,0.099537013,0.096960238,172,169,3,0.072147651,61,0,0,0,0,0,2151,61,5319,11126,2596,0,0,64081
34,1624181093.061778784,1624181093.161693096,39,38,0,0.010966581,0.025601993,1,0,0,0,1,-0.008100746,-0.023926731,-0.004814970,-0.000006498,-0.000022035,0.000179367,0.999999984,2363,2002,0.847228100,0.013634874,0.002572577,0.002335909,0.119335609,116.109787471,1700,0.975652794,159.042755015,330.556501860,1169.010492406,0.095889196,0.093554562,0,0,0,0,1,0.002739807,0.000272313,0.100000000,0.030000000,0.929049266,0.013634874,0.000000599,0.000001724,0.000003774,-0.097447992,-0.995138744,0.014239689,0.000000001,0.000000002,0.000000008,-0.004460085,-0.001584801,-0.999988798,0.000000000,0.129764262,0.047988257,0.051454700,0.002442903,109.536857853,0,0.098971828,0.096429664,142,138,4,0.060093102,60,0,0,0,0,0,2160,61,5365,11268,2656,0,0,66241
35,1624181093.161776543,1624181093.261679649,40,39,0,0.012203994,0.024332956,1,0,0,0,1,-0.009199609,-0.028491387,-0.004514404,0.000020162,-0.000003305,0.000143907,0.999999989,2351,1985,0.844321565,0.013455099,0.002711724,0.002381972,0.118854498,115.137397808,1662,0.976573040,150.546309661,319.859868292,1152.658214850,0.092754367,0.090581414,0,0,0,0,1,0.005194737,0.000079416,0.100000000,0.030000000,0.904848314,0.013455099,0.000000605,0.000001722,0.000003839,-0.092861143,-0.995602934,0.012312858,0.000000001,0.000000002,0.000000008,-0.007108154,0.003251866,-0.999969449,0.000000000,0.128986459,0.048609785,0.053091946,0.002401233,109.939205263,0,0.098417073,0.095916563,150,149,1,0.063802637,60,0,0,0,0,0,2141,60,5402,11418,2716,0,0,68382
36,1624181093.261774063,1624181093.361694336,41,40,0,0.011221664,0.024677147,1,0,0,0,1,-0.011323270,-0.032109245,-0.004269364,0.000001892,-0.000000891,0.000186150,0.999999983,2344,1990,0.848976109,0.013768952,0.002527048,0.002179219,0.122073429,114.229538182,1696,0.975942774,160.212474585,328.948842468,1166.037627597,0.096793485,0.094464902,0,0,0,0,1,0.002678643,0.000104706,0.100000000,0.030000000,0.948274232,0.013768952,0.000000605,0.000001731,0.000003765,-0.089545166,-0.995886434,0.013851875,0.000000001,0.000000002,0.000000008,-0.006151328,-0.001369162,-0.999980143,0.000000000,0.128095761,0.044952463,0.053896254,0.002261592,110.614555337,0,0.098006455,0.095538712,168,165,3,0.071672355,59,0,0,0,0,0,2116,60,5434,11586,2775,0,0,70498
37,1624181093.361771584,1624181093.461661100,42,41,0,0.012231455,0.025848840,1,0,0,0,1,-0.010577010,-0.032190079,-0.004253860,0.000038567,0.000002584,0.000192066,0.999999981,2352,1996,0.848639456,0.013608060,0.002807722,0.002455896,0.119633182,117.470558088,1687,0.974772309,156.525422329,330.060096476,1157.855366834,0.095184584,0.092783297,0,0,0,0,1,0.003087247,0.000035286,0.100000000,0.030000000,0.936167569,0.013608060,0.000000606,0.000001709,0.000003814,-0.101017095,-0.994793870,0.013442542,0.000000001,0.000000002,0.000000009,-0.006531638,0.003381479,-0.999972951,0.000000000,0.127258217,0.044931923,0.052277757,0.002185818,111.271502352,0,0.097575323,0.095128840,146,145,1,0.062074830,71,0,0,0,0,0,2135,71,5463,11732,2846,0,0,72633
38,1624181093.461769104,1624181093.561662912,43,42,0,0.011812307,0.027530005,1,0,0,0,1,-0.011437035,-0.034446339,-0.004239978,0.000018190,-0.000014626,0.000248421,0.999999969,2363,1992,0.842996191,0.012756944,0.002691134,0.002291526,0.118625833,119.434973634,1711,0.976622509,155.601529332,335.488498813,1179.911084899,0.093118747,0.090941864,0,0,0,0,1,0.000892452,0.000073530,0.100000000,0.030000000,0.930931235,0.012756944,0.000000606,0.000001746,0.000003886,-0.099321990,-0.994992849,0.011152225,0.000000000,0.000000002,0.000000008,-0.008048667,-0.000744384,-0.999967332,0.000000000,0.126205284,0.047610262,0.053386032,0.002069320,112.016912298,0,0.096967730,0.094548548,187,187,0,0.079136691,62,0,0,0,0,0,2113,63,5493,11919,2908,0,0,74746
39,1624181093.561766624,1624181093.661618948,44,43,0,0.011011481,0.023636558,1,0,0,0,1,-0.008479857,-0.028629080,-0.004112625,0.000042561,-0.000000531,-0.000033683,0.999999999,2345,1975,0.842217484,0.014238030,0.002871595,0.002460566,0.115074625,117.947671214,1689,0.974732845,157.275434926,329.617912939,1159.430426990,0.095531291,0.093117487,0,0,0,0,1,0.008474840,0.000541917,0.100000000,0.030000000,0.970930240,0.014238030,0.000000622,0.000001784,0.000003964,-0.090703054,-0.995773007,0.014459388,0.000000001,0.000000002,0.000000008,-0.005976358,0.000287816,-0.999982100,0.000000000,0.125168783,0.044977693,0.054041014,0.002446463,112.571125294,0,0.096409520,0.094011487,192,187,5,0.081876333,65,0,0,0,0,0,2088,65,5540,12111,2973,0,0,76834
40,1624181093.661764145,1624181093.761579990,45,44,0,0.011180313,0.024834662,1,0,0,0,1,-0.005812699,-0.023679593,-0.004174499,0.000001244,-0.000001996,0.000015866,1.000000000,2383,1988,0.834242551,0.013313665,0.002749894,0.002388809,0.111729923,121.039466834,1704,0.973037153,150.648941528,337.384757915,1170.021609840,0.090858816,0.088409003,0,0,0,0,1,0.003722544,0.000054102,0.100000000,0.030000000,0.929589695,0.013313665,0.000000613,0.000001750,0.000004075,-0.083506471,-0.996394641,0.014979625,0.000000001,0.000000002,0.000000008,-0.004780448,0.009192051,-0.999946325,0.000000000,0.124079533,0.041636740,0.058298321,0.002261549,113.258386491,0,0.095877827,0.093484855,179,178,1,0.075115401,55,0,0,0,0,0,2148,56,5588,12290,3028,0,0,78982
41,1624181093.761761904,1624181093.861642361,46,45,0,0.011986566,0.026970874,1,0,0,0,1,-0.005256069,-0.019982543,-0.003972427,0.000043618,0.000030811,0.000051261,0.999999997,2344,1975,0.842576792,0.013130768,0.002538095,0.002218718,0.113872634,119.093050491,1693,0.974498258,155.443907279,326.321749895,1168.059893085,0.094218390,0.091815657,0,0,0,0,1,0.001509202,0.000089486,0.100000000,0.030000000,0.971262688,0.013130768,0.000000620,0.000001774,0.000004144,-0.093601089,-0.995519587,0.013401013,0.000000001,0.000000002,0.000000008,0.005128861,-0.010231829,0.999934500,0.000000000,0.122872673,0.041693232,0.056135950,0.002230125,113.914818547,0,0.095495908,0.093116519,126,122,4,0.053754266,49,0,0,0,0,0,2168,50,5627,12416,3077,0,0,81150
42,1624181093.861759424,1624181093.961691856,47,46,0,0.012119340,0.024874646,1,0,0,0,1,-0.008616628,-0.019571987,-0.004696501,-0.000000222,0.000005490,0.000175482,0.999999985,2341,1965,0.839384878,0.013257156,0.002537250,0.002210530,0.113321425,118.462330544,1685,0.975555265,151.686054989,325.176625072,1166.947940995,0.092277087,0.090021398,0,0,0,0,1,0.005541444,0.000284358,0.100000000,0.030000000,0.952090895,0.013257156,0.000000623,0.000001806,0.000004176,-0.095641832,-0.995315260,0.014148291,0.000000001,0.000000002,0.000000009,0.007532860,-0.008591381,0.999934720,0.000000000,0.121945895,0.040688726,0.058376890,0.002371916,114.489509785,0,0.094995271,0.092633785,131,130,1,0.055958992,48,0,0,0,0,0,2162,48,5668,12547,3125,0,0,83312
43,1624181093.961756945,1624181094.061714172,48,47,0,0.011394557,0.025995752,1,0,0,0,1,-0.007717970,-0.020446600,-0.004757395,0.000002027,0.000002391,0.000019175,1.000000000,2372,2007,0.846121417,0.012570922,0.002623843,0.002286578,0.110557616,119.542892289,1692,0.974936667,148.490119353,318.595911453,1182.506809019,0.090016224,0.087760118,0,0,0,0,1,0.003868601,0.000352113,0.100000000,0.030000000,0.928899403,0.012570922,0.000000600,0.000001774,0.000004123,-0.102234881,-0.994674298,0.013079386,0.000000001,0.000000002,0.000000009,0.004159766,-0.006768301,0.999968443,0.000000000,0.121033568,0.036875656,0.058630091,0.002660442,115.106719034,0,0.094677888,0.092330677,144,137,7,0.060708263,43,0,0,0,0,0,2185,43,5714,12691,3168,0,0,85497
44,1624181094.061754465,1624181094.161719561,49,48,0,0.012655026,0.026274658,1,0,0,0,1,-0.007528615,-0.022700926,-0.004896403,0.000005240,0.000006670,0.000004042,1.000000000,2331,1971,0.845559846,0.013178100,0.002817889,0.002364940,0.116758537,114.406699553,1672,0.975056465,155.969344390,319.953719035,1154.371346287,0.095669435,0.093283101,0,0,0,0,1,0.003422363,0.000032227,0.100000000,0.030000000,0.990585435,0.013178100,0.000000600,0.000001747,0.000003974,-0.106676479,-0.994217938,0.012280913,0.000000001,0.000000002,0.000000008,-0.004806443,0.005027663,-0.999975810,0.000000000,0.120369687,0.035672540,0.059215822,0.002578292,115.474505863,0,0.094533241,0.092190765,128,126,2,0.054912055,56,0,0,0,0,0,2147,56,5749,12819,3224,0,0,87644
45,1624181094.161751986,1624181094.261744261,50,49,0,0.010764010,0.024821435,1,0,0,0,1,-0.009775720,-0.028014363,-0.004721067,0.000020226,0.000014463,0.000207882,0.999999978,2361,1998,0.846251588,0.013097380,0.002424182,0.002127982,0.111429448,119.476235651,1703,0.975727819,153.703124603,322.500857298,1185.460493979,0.092499495,0.090254330,0,0,0,0,1,0.005740719,0.000430409,0.100000000,0.030000000,0.962268054,0.013097380,0.000000596,0.000001742,0.000003985,-0.107661113,-0.994117807,0.011784342,0.000000001,0.000000001,0.000000009,0.006359881,-0.006341334,0.999959669,0.000000000,0.119409842,0.035943197,0.060283383,0.002807492,115.984423175,0,0.094247184,0.091920252,125,125,0,0.052943668,51,0,0,0,0,0,2184,52,5792,12944,3275,0,0,89828
46,1624181094.261749744,1624181094.361753464,51,50,0,0.012614124,0.025051194,1,0,0,0,1,-0.010203533,-0.028406809,-0.004349597,0.000025780,0.000003868,0.000095376,0.999999995,2352,2006,0.852891156,0.013333811,0.002811661,0.002420977,0.113481780,117.797668065,1703,0.975248499,158.782368133,321.248312544,1180.817513928,0.095603180,0.093236857,0,0,0,0,1,0.001871144,0.000237352,0.100000000,0.030000000,0.998052065,0.013333811,0.000000597,0.000001755,0.000003935,-0.104258672,-0.994454315,0.013811007,0.000000001,0.000000001,0.000000009,-0.003726454,0.006200200,-0.999973835,0.000000000,0.118732227,0.033902270,0.058390545,0.002916002,116.278900258,0,0.094280298,0.091956621,115,112,3,0.048894558,54,0,0,0,0,0,2183,54,5826,13059,3329,0,0,92011
47,1624181094.361747265,1624181094.461806059,52,51,0,0.012279530,0.024723099,1,0,0,0,1,-0.009235245,-0.028361197,-0.004192918,0.000025437,0.000002044,0.000156997,0.999999987,2365,2005,0.847780127,0.012611674,0.002437811,0.002176427,0.110627930,119.296888078,1690,0.974622361,155.709737995,324.545321079,1166.856731311,0.094535015,0.092135940,0,0,0,0,1,0.002261474,0.000160169,0.100000000,0.030000000,0.987947248,0.012611674,0.000000588,0.000001747,0.000003952,-0.101252547,-0.994762318,0.013994727,0.000000001,0.000000002,0.000000009,0.003929977,-0.003632274,0.999985681,0.000000000,0.117794706,0.035931373,0.057708768,0.003030299,116.753533619,0,0.094160913,0.091836107,109,107,2,0.046088795,50,0,0,0,0,0,2206,50,5871,13168,3379,0,0,94217
48,1624181094.461744785,1624181094.561728001,53,52,0,0.010923256,0.026140010,1,0,0,0,1,-0.008402277,-0.026022605,-0.004226951,0.000003819,0.000015564,0.000184050,0.999999983,2361,2003,0.848369335,0.013070863,0.002584791,0.002224008,0.109066304,115.618013436,1698,0.975412106,153.285802883,324.007999984,1178.955953185,0.092549932,0.090274324,0,0,0,0,1,0.003247052,0.000045330,0.100000000,0.030000000,0.968427435,0.013070863,0.000000601,0.000001737,0.000003941,-0.078496579,-0.996840364,0.012148049,0.000000001,0.000000001,0.000000008,-0.001426066,0.004945741,-0.999986753,0.000000000,0.116987890,0.033398068,0.059105025,0.003060937,116.865606668,0,0.094106573,0.091782488,105,105,0,0.044472681,51,0,0,0,0,0,2205,51,5902,13273,3430,0,0,96422
49,1624181094.561742306,1624181094.661679745,54,53,0,0.011948217,0.024582997,1,0,0,0,1,-0.006476725,-0.023945787,-0.004103659,0.000022823,0.000027554,0.000119471,0.999999992,2313,1967,0.850410722,0.012929829,0.002559764,0.002192317,0.115117346,112.919309906,1674,0.974980913,153.211633238,321.293441975,1157.612973640,0.093872887,0.091524273,0,0,0,0,1,0.002209063,0.000142229,0.100000000,0.030000000,0.984426567,0.012929829,0.000000608,0.000001768,0.000003934,-0.081453801,-0.996602457,0.012199216,0.000000001,0.000000002,0.000000008,0.006160200,-0.006483094,0.999960010,0.000000000,0.116391918,0.031647203,0.056649190,0.003059394,116.981845952,0,0.093949743,0.091634195,94,92,2,0.040639862,47,0,0,0,0,0,2169,50,5934,13367,3477,0,0,98591
50,1624181094.661739826,1624181094.761737108,55,54,0,0.011147011,0.025467068,1,0,0,0,1,-0.009068813,-0.024436030,-0.004391843,-0.000001567,0.000005723,0.000233085,0.999999973,2342,2003,0.855251921,0.013152203,0.002602517,0.002287596,0.113504207,119.539756446,1697,0.976322110,154.366190526,317.597486660,1184.854942742,0.093170241,0.090964166,0,0,0,0,1,0.004165633,0.000252008,0.100000000,0.030000000,0.980092072,0.013152203,0.000000599,0.000001784,0.000003940,-0.098994619,-0.995023911,0.011290768,0.000000001,0.000000002,0.000000009,-0.004002223,0.006158061,-0.999973030,0.000000000,0.115993211,0.031654231,0.058218559,0.003201790,117.258023350,0,0.093888255,0.091579276,141,140,1,0.060204953,56,0,0,0,0,0,2145,56,5971,13508,3533,0,0,100736
51,1624181094.761737585,1624181094.861746788,56,55,0,0.011474429,0.024550266,1,0,0,0,1,-0.009043259,-0.025397429,-0.004841954,0.000013479,0.000008720,0.000037863,0.999999999,2346,2005,0.854646206,0.012831291,0.002660149,0.002247934,0.115094381,116.721223959,1732,0.976091985,152.608166117,322.181887092,1215.801264690,0.090269106,0.088110950,0,0,0,0,1,0.001638073,0.000423984,0.100000000,0.030000000,0.952829327,0.012831291,0.000000610,0.000001796,0.000003929,-0.101910508,-0.994716896,0.012350949,0.000000001,0.000000001,0.000000008,-0.004910605,0.000314674,-0.999987893,0.000000000,0.115480180,0.032221135,0.057021629,0.003589185,117.413858254,0,0.093704403,0.091397985,131,127,4,0.055839727,52,0,0,0,0,0,2163,52,6002,13639,3585,0,0,102899
52,1624181094.861735106,1624181094.961675882,57,56,0,0.012297311,0.027656959,1,0,0,0,1,-0.008792759,-0.023737900,-0.004831387,0.000008665,-0.000008047,0.000077122,0.999999997,2329,2007,0.861743237,0.013007518,0.002387097,0.002094648,0.111885440,118.354429489,1696,0.976100333,152.792834786,314.383752488,1188.289577157,0.092295958,0.090090115,0,0,0,0,1,0.001869248,0.000066445,0.100000000,0.030000000,0.977012678,0.013007518,0.000000595,0.000001771,0.000003974,-0.106937039,-0.994118731,0.017100247,0.000000001,0.000000002,0.000000008,-0.008882995,0.004165845,-0.999951868,0.000000000,0.115224484,0.029834666,0.054617015,0.003509729,117.353932396,0,0.093701282,0.091392103,107,101,6,0.045942465,42,0,0,0,0,0,2179,43,6036,13746,3627,0,0,105078
53,1624181094.961732626,1624181095.061641693,58,57,0,0.011276792,0.027471872,1,0,0,0,1,-0.010132988,-0.025191638,-0.004183508,0.000035461,0.000013208,0.000166760,0.999999985,2344,2005,0.855375427,0.012593244,0.002318465,0.002049098,0.114928702,116.608642492,1713,0.974095411,151.761505158,324.261930072,1192.602004446,0.090950013,0.088593990,0,0,0,0,1,0.002675424,0.000147602,0.100000000,0.030000000,0.963616033,0.012593244,0.000000592,0.000001775,0.000003895,-0.101922669,-0.994676994,0.015147539,0.000000001,0.000000002,0.000000008,-0.002861863,0.004136243,-0.999987351,0.000000000,0.114748643,0.031439388,0.055185461,0.003420024,117.460326681,0,0.093402872,0.091095887,100,96,4,0.042662116,51,0,0,0,0,0,2192,52,6074,13846,3678,0,0,107270
54,1624181095.061730146,1624181095.161641359,59,58,0,0.013670130,0.025437718,1,0,0,0,1,-0.009389464,-0.026884828,-0.003942986,0.000019270,0.000001645,0.000148296,0.999999989,2327,1994,0.856897293,0.013068012,0.002482821,0.002187734,0.119246405,114.276267095,1671,0.975508578,154.220937937,315.944525828,1159.909369809,0.094609729,0.092292602,0,0,0,0,1,0.002158799,0.000070233,0.100000000,0.030000000,1.005606341,0.013068012,0.000000600,0.000001787,0.000003831,-0.109672189,-0.993895646,0.011977330,0.000000001,0.000000002,0.000000008,-0.005103270,0.003553601,-0.999980664,0.000000000,0.114744182,0.030510076,0.052345615,0.003386030,117.368650663,0,0.093338899,0.091032789,109,107,2,0.046841427,58,0,0,0,0,0,2160,58,6102,13955,3736,0,0,109430
55,1624181095.161727667,1624181095.261631966,60,59,0,0.011824421,0.026142534,1,0,0,0,1,-0.010514051,-0.028146831,-0.004147372,0.000018270,-0.000008247,0.000192455,0.999999981,2327,1984,0.852599914,0.012523499,0.002494188,0.002180304,0.112758542,118.201054824,1697,0.975485099,158.883120488,326.307796137,1170.207296060,0.095978792,0.093625881,0,0,0,0,1,0.001364601,0.000086808,0.100000000,0.030000000,1.020154087,0.012523499,0.000000607,0.000001784,0.000004003,-0.118401965,-0.992868138,0.013922449,0.000000001,0.000000002,0.000000008,-0.009114888,0.005110753,-0.999945398,0.000000000,0.114439385,0.031801689,0.049846048,0.003389860,117.521833513,0,0.093500120,0.091185013,93,93,0,0.039965621,51,0,0,0,0,0,2182,52,6129,14048,3787,0,0,111612
56,1624181095.261725426,1624181095.361643314,61,60,0,0.012031673,0.027154046,1,0,0,0,1,-0.012316515,-0.027910156,-0.004179404,0.000029817,-0.000014786,0.000152158,0.999999988,2326,2006,0.862424764,0.012890513,0.002499550,0.002215490,0.111584772,115.863278790,1709,0.976858943,152.162018965,320.758524894,1196.531388981,0.091144894,0.089035704,0,0,0,0,1,0.001745972,0.000080584,0.100000000,0.030000000,0.968778626,0.012890513,0.000000611,0.000001810,0.000004013,-0.094735279,-0.995402361,0.014119701,0.000000001,0.000000002,0.000000008,0.006060007,-0.005142525,0.999968415,0.000000000,0.113914952,0.029825800,0.050913481,0.003458623,117.603520544,0,0.093217691,0.090913553,108,106,2,0.046431642,51,0,0,0,0,0,2167,51,6159,14156,3838,0,0,113779
57,1624181095.361722946,1624181095.461591482,62,61,0,0.011567899,0.026043045,1,0,0,0,1,-0.012071827,-0.031791388,-0.004190178,0.000038806,0.000002603,0.000217838,0.999999976,2332,2002,0.858490566,0.012584757,0.002439136,0.002076614,0.110186392,119.688150994,1731,0.976768370,152.431288053,319.922415395,1218.432345625,0.090154096,0.088059670,0,0,0,0,1,0.003745570,0.000123297,0.100000000,0.030000000,0.960010191,0.012584757,0.000000604,0.000001815,0.000004102,-0.108296395,-0.994046298,0.011993678,0.000000001,0.000000002,0.000000009,-0.007511105,0.003169244,-0.999966769,0.000000000,0.113442612,0.029291483,0.052387782,0.003477273,117.714400189,0,0.092966166,0.090677372,139,137,2,0.059605489,58,0,0,0,0,0,2134,59,6193,14295,3896,0,0,115913
58,1624181095.461720467,1624181095.561677456,63,62,0,0.011094646,0.023756251,1,0,0,0,1,-0.010063095,-0.030133888,-0.003684624,0.000026239,-0.000007092,0.000066768,0.999999997,2329,1992,0.855302705,0.012233111,0.002290081,0.002005448,0.107245709,117.265761037,1735,0.976280094,156.489392200,325.521444408,1211.835126169,0.092387027,0.090195615,0,0,0,0,1,0.004278018,0.000299228,0.100000000,0.030000000,0.985411033,0.012233111,0.000000601,0.000001816,0.000004120,-0.094537821,-0.995433071,0.013251505,0.000000001,0.000000002,0.000000008,-0.005760977,0.007519337,-0.999955134,0.000000000,0.112873606,0.031883365,0.048513692,0.003215206,117.605939559,0,0.092929580,0.090640059,99,98,1,0.042507514,50,0,0,0,0,0,2180,50,6221,14394,3946,0,0,118093
59,1624181095.561717987,1624181095.661695719,64,63,0,0.011945440,0.024428969,1,0,0,0,1,-0.009980572,-0.029301480,-0.004358224,0.000012776,-0.000004590,0.000156238,0.999999988,2356,2023,0.858658744,0.012800337,0.002378806,0.002094995,0.109543509,120.796366579,1739,0.975424656,155.880066294,318.979619900,1221.403790733,0.091896140,0.089637761,0,0,0,0,1,0.001708037,0.000174555,0.100000000,0.030000000,0.982393856,0.012800337,0.000000589,0.000001823,0.000004083,-0.095727124,-0.995297160,0.014828358,0.000000001,0.000000002,0.000000008,-0.007249160,0.012510860,-0.999895459,0.000000000,0.112597050,0.023074164,0.043964960,0.003295048,117.748374328,0,0.092747823,0.090466073,88,87,1,0.037351443,64,0,0,0,0,0,2203,65,6244,14482,4010,0,0,120296
