frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_map_pause_enable,transition_guard_measurement_weight_enable,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,relative_persistent_enable,relative_baseline_ready,relative_persistent_candidate,relative_f0_baseline,relative_lambda0_baseline,relative_f0_ratio,relative_lambda0_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
29,1624181092.761786222,1624181092.861739397,34,33,0,0.013719094,0.026313403,1,1,0,0,0,1,-0.009802945,-0.020505431,-0.004618159,-0.000003452,-0.000007785,0.000141929,0.999999990,2369,1997,0.842971718,0.013015143,0.002475818,0.002152046,0.126676944,110.861547543,1669,0.978184882,152.595772302,335.814201233,1144.180594145,0.093468488,0.091429462,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000593,0.000001638,0.000003517,-0.079662213,-0.996788166,0.008202724,0.000000001,0.000000002,0.000000007,-0.002430225,0.011291280,-0.999933298,0.000000000,0.129474323,0.048736440,0.049181381,0.003703411,108.650910336,0,0.099589854,0.097060264,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,142,140,2,0.059940903,52,0,0,0,0,0,0,2174,53,5163,10665,2307,0,0,0,55381
30,1624181092.861783743,1624181092.961729527,35,34,0,0.013158441,0.025077196,1,1,0,0,0,1,-0.011558233,-0.020431407,-0.004453684,0.000009527,-0.000027626,0.000168861,0.999999985,2337,1950,0.834403081,0.011989125,0.002349218,0.002082687,0.115001911,119.868720439,1677,0.976606009,151.023691772,335.274568176,1151.470017192,0.092213101,0.090055869,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000589,0.000001687,0.000003748,-0.096448442,-0.995298778,0.008834052,0.000000001,0.000000002,0.000000009,-0.002025715,0.004080184,-0.999989624,0.000000000,0.128257707,0.055960694,0.048028261,0.003537740,109.531646764,0,0.098759982,0.096282613,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,159,153,6,0.068035944,42,0,0,0,0,0,0,2136,42,5207,10824,2349,0,0,0,57517
31,1624181092.961781263,1624181093.061702490,36,35,0,0.012006808,0.027462525,1,1,0,0,0,1,-0.007632314,-0.022251592,-0.004879710,-0.000008450,-0.000050054,0.000112662,0.999999992,2383,1994,0.836760386,0.013034957,0.002379858,0.002029551,0.120664165,115.690734347,1673,0.976926137,156.032650561,332.536820210,1145.827955608,0.095467998,0.093265183,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000582,0.000001677,0.000003716,-0.098532398,-0.995089700,0.009373114,0.000000001,0.000000002,0.000000008,-0.005823928,0.001342122,-0.999982140,0.000000000,0.127343736,0.055112672,0.050365813,0.003360386,110.152929152,0,0.098310081,0.095870196,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,165,163,2,0.069240453,60,0,0,0,0,0,0,2158,60,5253,10989,2409,0,0,0,59675
32,1624181093.061778784,1624181093.161693096,37,36,0,0.012517064,0.025601993,1,1,0,0,0,1,-0.008477659,-0.022688316,-0.004746080,-0.000017107,-0.000047088,0.000214187,0.999999976,2364,1998,0.845177665,0.013212748,0.002464420,0.002217805,0.115211084,117.345258697,1692,0.977104554,153.836841686,332.179408497,1167.244655794,0.093050553,0.090920119,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000578,0.000001674,0.000003707,-0.086121861,-0.996201072,0.012901555,0.000000001,0.000000002,0.000000008,-0.001976932,0.000077386,-0.999998043,0.000000000,0.126338406,0.053936364,0.049912210,0.003456646,110.733923615,0,0.097753342,0.095351055,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,138,134,4,0.058375635,55,0,0,0,0,0,0,2170,56,5294,11127,2464,0,0,0,61845
33,1624181093.161776543,1624181093.261679649,38,37,0,0.013317997,0.024729287,1,1,0,0,0,1,-0.008746208,-0.024302252,-0.004794287,0.000005893,0.000001119,0.000163705,0.999999987,2351,1977,0.840918758,0.013356616,0.002656601,0.002323254,0.116069983,114.768972588,1659,0.978056218,149.874294848,330.287738618,1142.433232231,0.092367023,0.090340142,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000587,0.000001657,0.000003742,-0.079747702,-0.996748125,0.011553335,0.000000001,0.000000002,0.000000008,-0.003847403,0.004599148,-0.999982023,0.000000000,0.125225648,0.051154903,0.050539182,0.003236149,111.255004596,0,0.097231997,0.094865997,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,143,142,1,0.060825181,57,0,0,0,0,0,0,2151,57,5331,11270,2521,0,0,0,63996
34,1624181093.261774063,1624181093.361694336,39,38,0,0.012396059,0.025595897,1,1,0,0,0,1,-0.011002314,-0.025137422,-0.004756113,-0.000013503,-0.000033176,0.000191047,0.999999981,2344,1986,0.847269625,0.013085695,0.002462945,0.002158812,0.116792865,116.187149749,1689,0.978253915,158.756227394,332.619617548,1160.895018034,0.096083657,0.093994214,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000583,0.000001668,0.000003720,-0.081202221,-0.996638486,0.010859463,0.000000001,0.000000002,0.000000008,-0.002859680,0.003465603,-0.999989906,0.000000000,0.124312797,0.050586016,0.046876276,0.003078462,111.797380723,0,0.096870568,0.094545245,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,145,142,3,0.061860068,54,0,0,0,0,0,0,2144,55,5365,11415,2575,0,0,0,66140
35,1624181093.361771584,1624181093.461661100,40,39,0,0.013384198,0.025848840,1,1,0,0,0,1,-0.009644012,-0.024663369,-0.004231844,0.000007297,-0.000027037,0.000146511,0.999999989,2353,1995,0.847853804,0.013284930,0.002341909,0.002090359,0.115207526,117.369756197,1671,0.977324305,152.702890169,331.769555937,1148.636467917,0.093504413,0.091384135,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000582,0.000001649,0.000003713,-0.077100973,-0.996952411,0.011888201,0.000000001,0.000000002,0.000000008,-0.002391307,0.012366510,-0.999920672,0.000000000,0.123318142,0.046735872,0.046314610,0.003035465,112.446682527,0,0.096362812,0.094073482,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,127,126,1,0.053973651,60,0,0,0,0,0,0,2166,60,5400,11542,2635,0,0,0,68306
36,1624181093.461769104,1624181093.561662912,41,40,0,0.013199803,0.027530005,1,1,0,0,0,1,-0.010840767,-0.028612709,-0.004477892,0.000003224,-0.000029575,0.000263188,0.999999965,2362,1989,0.842082981,0.012073122,0.002347735,0.002069820,0.114221565,121.137234045,1705,0.977892966,151.181346509,335.622517413,1180.503642570,0.090673943,0.088669411,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000577,0.000001681,0.000003778,-0.086285412,-0.996226897,0.009316548,0.000000000,0.000000002,0.000000008,-0.003798563,0.007542350,-0.999964341,0.000000000,0.122376154,0.051637530,0.047719703,0.002956752,113.096911063,0,0.095739469,0.093487020,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,171,170,1,0.072396274,51,0,0,0,0,0,0,2139,52,5427,11713,2686,0,0,0,70445
37,1624181093.561766624,1624181093.661618948,42,41,0,0.012947550,0.025707137,1,1,0,0,0,1,-0.009721864,-0.025310046,-0.004418234,0.000019256,0.000004463,0.000040942,0.999999999,2347,1972,0.840221559,0.013457777,0.002654602,0.002282758,0.114418880,117.861038276,1672,0.975554892,153.882305894,328.985278591,1148.260194350,0.094341049,0.092034872,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000583,0.000001693,0.000003748,-0.083106282,-0.996507973,0.008075021,0.000000001,0.000000002,0.000000008,-0.003121233,0.004309690,-0.999985842,0.000000000,0.121353203,0.049298431,0.047909459,0.003302760,113.714701329,0,0.095158576,0.092923245,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,182,176,6,0.077545803,57,0,0,0,0,0,0,2108,57,5474,11895,2743,0,0,0,72553
38,1624181093.661764145,1624181093.761579990,42,42,0,0.012756730,0.025784305,1,1,0,0,0,1,-0.007578368,-0.023334534,-0.004957962,-0.000012921,-0.000017741,0.000113065,0.999999993,2382,1989,0.835012594,0.012874903,0.002582734,0.002264303,0.115550490,117.553125088,1681,0.974290027,149.746341509,335.968638550,1152.066555660,0.091432427,0.089081702,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000583,0.000001651,0.000003719,-0.073848704,-0.997202937,0.011518322,0.000000001,0.000000002,0.000000008,-0.003411649,0.004100187,-0.999985774,0.000000000,0.120682870,0.043524141,0.050057919,0.003221434,114.165550725,0,0.094838716,0.092606338,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,167,166,1,0.070109152,50,0,0,0,0,0,0,2164,51,5524,12062,2793,0,0,0,74717
39,1624181093.861759424,1624181093.961691856,43,43,0,0.013376334,0.026970874,1,1,0,0,0,1,-0.010555356,-0.023918061,-0.005733886,-0.000008373,-0.000023071,0.000285398,0.999999959,2345,1972,0.840938166,0.012683238,0.002190701,0.001849306,0.114018520,117.284903453,1666,0.976077353,150.037312368,323.937512262,1152.170046075,0.092265649,0.090058411,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000714,0.000002155,0.000004985,-0.086883276,-0.996138418,0.012631261,0.000000001,0.000000002,0.000000008,-0.005604418,0.008586864,-0.999947427,0.000000000,0.119606511,0.039282265,0.048666941,0.003343498,114.741035448,0,0.094474945,0.092261134,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,161,160,1,0.068656716,62,0,0,0,0,0,0,2122,62,5565,12223,2855,0,0,0,76839
40,1624181094.061754465,1624181094.161719561,45,44,0,0.013077015,0.026380785,1,1,0,0,0,1,-0.007693447,-0.018078244,-0.005753471,-0.000014424,-0.000003510,-0.000017210,1.000000000,2330,1968,0.844635193,0.013614566,0.002977639,0.002407507,0.123812099,109.653216236,1658,0.976197238,153.988304852,325.164802550,1139.381912986,0.095140546,0.092875938,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000726,0.000002191,0.000004887,-0.084751504,-0.996312386,0.013372041,0.000000001,0.000000002,0.000000008,-0.004253146,0.004987757,-0.999978516,0.000000000,0.119265569,0.039786243,0.053774590,0.003857668,114.842119521,0,0.094228890,0.092024782,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,179,176,3,0.076824034,51,0,0,0,0,0,0,2100,51,5617,12402,2906,0,0,0,78939
41,1624181094.161751986,1624181094.261744261,46,45,0,0.012687984,0.026637962,1,1,0,0,0,1,-0.010036751,-0.021487518,-0.005311342,-0.000003486,0.000013232,0.000226953,0.999999974,2360,1984,0.840677966,0.012998895,0.002672430,0.002223459,0.114179008,117.146855331,1700,0.974199434,156.753602935,325.570588962,1173.814845462,0.094650026,0.092208002,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000590,0.000001807,0.000004050,-0.085309219,-0.996289222,0.011407140,0.000000001,0.000000002,0.000000008,0.004091297,-0.007226562,0.999965518,0.000000000,0.118681366,0.035953643,0.054956339,0.003861431,115.275365215,0,0.094152200,0.091949468,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,135,135,0,0.057203390,43,0,0,0,0,0,0,2181,44,5661,12537,2949,0,0,0,81120
42,1624181094.261749744,1624181094.361753464,47,46,0,0.013466567,0.025051194,1,1,0,0,0,1,-0.010342763,-0.024611725,-0.004847775,0.000007804,-0.000045510,0.000168289,0.999999985,2349,1997,0.850149000,0.012376676,0.002394596,0.002089565,0.120563077,113.372487959,1696,0.974938986,158.558030723,320.564462527,1174.374027198,0.095892570,0.093489405,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000583,0.000001722,0.000003691,-0.086368141,-0.996159311,0.014393478,0.000000001,0.000000002,0.000000008,-0.003037813,0.006151536,-0.999976465,0.000000000,0.118372836,0.034311886,0.055280047,0.003581469,115.495398488,0,0.094013544,0.091810265,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,127,124,3,0.054065560,47,0,0,0,0,0,0,2175,47,5695,12664,2996,0,0,0,83295
43,1624181094.361747265,1624181094.461806059,48,47,0,0.013177388,0.024723099,1,1,0,0,0,1,-0.007920381,-0.023151137,-0.004810926,0.000009998,-0.000019888,0.000141284,0.999999990,2365,2003,0.846934461,0.012739541,0.002227607,0.001981900,0.117419893,114.644431410,1684,0.976349985,155.001196602,325.073449558,1164.098728361,0.094273024,0.092043466,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000580,0.000001698,0.000003659,-0.089323391,-0.995895618,0.014603104,0.000000001,0.000000002,0.000000008,-0.001859747,0.012357788,-0.999921910,0.000000000,0.118110009,0.034518083,0.054220359,0.003591496,115.517977914,0,0.093786357,0.091590175,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,113,111,2,0.047780127,44,0,0,0,0,0,0,2208,44,5741,12777,3040,0,0,0,85503
44,1624181094.461744785,1624181094.561728001,49,48,0,0.012742027,0.026140010,1,1,0,0,0,1,-0.006401743,-0.021249165,-0.004963848,-0.000013243,0.000021183,0.000147559,0.999999989,2362,1987,0.841236240,0.013240170,0.003140502,0.002521975,0.119599092,108.674190303,1682,0.975396315,153.823025190,326.942124031,1159.851453266,0.093759276,0.091452453,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000589,0.000001688,0.000003572,-0.072063215,-0.997289172,0.014872839,0.000000001,0.000000002,0.000000007,-0.001480402,-0.001261840,-0.999998108,0.000000000,0.118118419,0.033696245,0.053504924,0.003457673,115.100953821,0,0.093753895,0.091552712,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,114,113,1,0.048264183,51,0,0,0,0,0,0,2197,51,5774,12891,3091,0,0,0,87700
45,1624181094.561742306,1624181094.661679745,50,49,0,0.013109002,0.024582997,1,1,0,0,0,1,-0.005887990,-0.019729387,-0.004686083,-0.000004753,0.000001317,0.000154767,0.999999988,2312,1955,0.845588235,0.012750278,0.002382735,0.002069448,0.119751444,109.391587114,1665,0.973445548,153.032161457,324.120275658,1143.634399473,0.094418438,0.091911208,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000590,0.000001697,0.000003610,-0.075885331,-0.997022102,0.013723863,0.000000001,0.000000002,0.000000008,0.000052034,0.005540548,-0.999984650,0.000000000,0.117969566,0.033238005,0.052953526,0.003285863,114.934073703,0,0.093712919,0.091497055,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,88,86,2,0.038062284,43,0,0,0,0,0,0,2178,46,5805,12979,3134,0,0,0,89878
46,1624181094.661739826,1624181094.761737108,51,50,0,0.012935538,0.025918276,1,1,0,0,0,1,-0.008692905,-0.023763288,-0.004841489,-0.000017005,-0.000013215,0.000314859,0.999999950,2341,1988,0.849209739,0.013265075,0.002505786,0.002118410,0.116876254,116.757488738,1683,0.975863565,153.848546877,318.376699336,1170.153134190,0.093674240,0.091413278,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000580,0.000001697,0.000003670,-0.096651077,-0.995224100,0.013695251,0.000000001,0.000000002,0.000000008,-0.002904151,0.009141653,-0.999953997,0.000000000,0.117855706,0.033308555,0.056237141,0.003589085,115.050879371,0,0.093859295,0.091629984,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,167,167,0,0.071337035,56,0,0,0,0,0,0,2118,56,5845,13146,3190,0,0,0,91996
47,1624181094.761737585,1624181094.861746788,52,51,0,0.013066170,0.026014521,1,1,0,0,0,1,-0.008288166,-0.026972690,-0.005317089,-0.000010165,-0.000002621,0.000107552,0.999999994,2345,1998,0.852025586,0.012849718,0.002498180,0.002132138,0.117982950,113.480378273,1717,0.976455246,152.493940309,326.922587162,1197.157129976,0.090955706,0.088814176,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000584,0.000001697,0.000003603,-0.093523961,-0.995495606,0.015548837,0.000000001,0.000000002,0.000000008,-0.002257456,0.000284561,-0.999997411,0.000000000,0.117714222,0.032231776,0.056628561,0.003926223,115.100237725,0,0.093540899,0.091324351,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,144,139,5,0.061407249,54,0,0,0,0,0,0,2147,54,5881,13290,3244,0,0,0,94143
48,1624181094.861735106,1624181094.961675882,53,52,0,0.013119309,0.027656959,1,1,0,0,0,1,-0.007580451,-0.027500515,-0.005582427,-0.000004143,-0.000026786,0.000147255,0.999999989,2327,1996,0.857756768,0.012918071,0.002421369,0.002001502,0.113998774,116.687227542,1694,0.975527087,148.620927378,313.538284723,1190.383673416,0.089934687,0.087733723,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000573,0.000001709,0.000003669,-0.099792749,-0.994865364,0.016861630,0.000000001,0.000000002,0.000000008,0.007219721,-0.005431796,0.999959185,0.000000000,0.117400826,0.032108610,0.056205083,0.003886847,115.286815166,0,0.093378341,0.091158758,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,114,109,5,0.048990116,46,0,0,0,0,0,0,2166,47,5914,13404,3290,0,0,0,96309
49,1624181094.961732626,1624181095.061641693,54,53,0,0.013356225,0.027471872,1,1,0,0,0,1,-0.009016940,-0.026914131,-0.004909689,0.000009847,-0.000020272,0.000148162,0.999999989,2345,1991,0.849040512,0.012248779,0.002307014,0.002025369,0.116060362,114.977341934,1696,0.973824754,148.038222947,324.189051070,1179.379508304,0.089632850,0.087286688,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000570,0.000001710,0.000003640,-0.090546832,-0.995801430,0.013445560,0.000000001,0.000000002,0.000000008,-0.002339395,0.004654577,-0.999986431,0.000000000,0.116869997,0.034213522,0.056131683,0.003834801,115.492604886,0,0.093186559,0.090951620,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,106,102,4,0.045202559,44,0,0,0,0,0,0,2194,45,5956,13510,3334,0,0,0,98503
50,1624181095.061730146,1624181095.161641359,55,54,0,0.013088723,0.025437718,1,1,0,0,0,1,-0.008823107,-0.026158971,-0.004604606,-0.000009488,-0.000012824,0.000196302,0.999999981,2329,1987,0.853155861,0.012786557,0.002121154,0.001851148,0.120972431,111.645787773,1672,0.974833543,154.674220859,321.812101178,1153.435361179,0.094896720,0.092508505,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000573,0.000001693,0.000003550,-0.081753243,-0.996567340,0.013036285,0.000000001,0.000000002,0.000000008,-0.000751496,0.001833376,-0.999998037,0.000000000,0.117168523,0.030145579,0.052620623,0.003818684,115.081458253,0,0.093320740,0.091074252,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,103,102,1,0.044224989,62,0,0,0,0,0,0,2164,62,5987,13613,3396,0,0,0,100667
51,1624181095.161727667,1624181095.261631966,56,55,0,0.013139941,0.026142534,1,1,0,0,0,1,-0.010936244,-0.025635167,-0.004940499,-0.000016951,-0.000023759,0.000263968,0.999999965,2326,1983,0.852536543,0.013052814,0.002369692,0.002105145,0.118001317,113.441883435,1686,0.975621020,154.968953106,324.654232991,1165.273853307,0.094211947,0.091915156,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000575,0.000001688,0.000003589,-0.093026129,-0.995556903,0.014580540,0.000000001,0.000000002,0.000000008,-0.003148594,0.001221236,-0.999994297,0.000000000,0.117035381,0.030161320,0.053862642,0.003750964,114.969015707,0,0.093257937,0.091006750,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,103,102,1,0.044282029,57,0,0,0,0,0,0,2165,58,6013,13716,3453,0,0,0,102832
52,1624181095.261725426,1624181095.361643314,57,56,0,0.013195283,0.027154046,1,1,0,0,0,1,-0.012441794,-0.023652860,-0.004856306,0.000001392,-0.000030623,0.000163342,0.999999986,2327,1994,0.856897293,0.012494958,0.002109848,0.001833303,0.111446036,115.752812934,1703,0.976722387,151.813782754,324.241322181,1187.303119975,0.091269445,0.089144911,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000574,0.000001694,0.000003676,-0.081443630,-0.996541110,0.016515206,0.000000001,0.000000002,0.000000008,-0.001797378,0.003954817,-0.999990564,0.000000000,0.116847128,0.030751685,0.054716450,0.003851251,114.889393419,0,0.093168882,0.090917990,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,116,114,2,0.049849592,50,0,0,0,0,0,0,2161,50,6048,13832,3503,0,0,0,104993
53,1624181095.361722946,1624181095.461591482,58,57,0,0.013262078,0.026054947,1,1,0,0,0,1,-0.011961053,-0.025360048,-0.004934443,0.000009316,-0.000019874,0.000195904,0.999999981,2333,2004,0.858979854,0.012273126,0.002210657,0.001892054,0.110754439,118.401434292,1728,0.976539282,152.640376464,316.033669787,1218.785833749,0.090455707,0.088333551,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000571,0.000001717,0.000003754,-0.087205008,-0.996082287,0.014675280,0.000000001,0.000000002,0.000000008,-0.003967897,0.002332140,-0.999989408,0.000000000,0.116581351,0.031570814,0.054085724,0.003861690,115.071016504,0,0.093073316,0.090817660,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,118,116,2,0.050578654,50,0,0,0,0,0,0,2164,51,6088,13950,3553,0,0,0,107157
54,1624181095.461720467,1624181095.561677456,59,58,0,0.012990930,0.024817826,1,1,0,0,0,1,-0.010790270,-0.024939456,-0.004507563,0.000007471,-0.000012014,0.000121673,0.999999992,2329,1992,0.855302705,0.011827092,0.002173706,0.001918690,0.109411981,115.943994620,1716,0.976519246,154.414310354,324.444012493,1196.848703224,0.092148752,0.089985029,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000566,0.000001709,0.000003753,-0.066064774,-0.997730215,0.013033189,0.000000001,0.000000002,0.000000007,-0.000858792,0.005887825,-0.999982298,0.000000000,0.116212307,0.035885997,0.053869766,0.003921080,115.058858748,0,0.092876571,0.090617201,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,103,102,1,0.044224989,39,0,0,0,0,0,0,2187,39,6117,14053,3592,0,0,0,109344
55,1624181095.561717987,1624181095.661695719,60,59,0,0.013463745,0.026579720,1,1,0,0,0,1,-0.009964831,-0.022479457,-0.005271216,-0.000012434,-0.000022134,0.000179504,0.999999984,2355,2028,0.861146497,0.012555163,0.002181370,0.001875314,0.108474245,120.136917498,1719,0.975305622,153.617108495,313.015919997,1209.917335602,0.091626898,0.089364228,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000556,0.000001713,0.000003743,-0.063876110,-0.997859363,0.014019060,0.000000000,0.000000002,0.000000008,-0.000463620,0.004703480,-0.999988831,0.000000000,0.115875643,0.035055483,0.052440587,0.003803387,115.197216813,0,0.092782695,0.090516206,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,92,90,2,0.039065817,54,0,0,0,0,0,0,2208,55,6140,14145,3646,0,0,0,111552
