frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_pause_frames_remaining,transition_guard_history_ready,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
31,1624181093.061778784,1624181093.161693096,35,34,0,0.012517064,0.025601993,1,0,0,0,1,-0.006423489,-0.019703046,-0.004855644,-0.000007191,-0.000034492,0.000088418,0.999999995,2364,2004,0.847715736,0.013527954,0.002618160,0.002241489,0.124104851,114.269079486,1707,0.975774069,161.887678205,333.529080353,1170.229577317,0.097192108,0.094837538,0,0,0,0,1.000000000,0,1,0.002402287,0.000248192,0.100000000,0.030000000,0.915069480,0.013527954,0.000000000,0.000000584,0.000001690,0.000003601,-0.104916682,-0.994386126,0.013737646,0.000000001,0.000000002,0.000000008,-0.004906269,0.005218985,-0.999974345,0.000000000,0.130015066,0.045467458,0.044462048,0.002469242,110.521094741,0,0.102667613,0.100034141,160,157,3,0.067681895,63,0,0,0,0,0,2140,64,5275,11228,2503,0,0,59384
32,1624181093.161776543,1624181093.261679649,35,35,0,0.013317997,0.024729287,1,0,0,0,1,-0.006931920,-0.022081432,-0.004689926,0.000019263,0.000007728,0.000049460,0.999999999,2354,1987,0.844095157,0.013529148,0.002571943,0.002269608,0.123546771,112.194309155,1665,0.976359564,154.886433654,326.103104459,1144.649136516,0.095277282,0.093024885,0,0,0,0,1.000000000,0,1,0.001688706,0.000108748,0.100000000,0.030000000,0.909449451,0.013529148,0.000000000,0.000000589,0.000001667,0.000003575,-0.095020755,-0.995406440,0.011707941,0.000000001,0.000000002,0.000000008,-0.003499451,0.005737380,-0.999977418,0.000000000,0.129035398,0.040442011,0.044189679,0.002376645,110.994021088,0,0.101923684,0.099327244,167,166,1,0.070943076,55,0,0,0,0,0,2132,55,5312,11395,2558,0,0,61516
33,1624181093.361771584,1624181093.461661100,37,36,0,0.012902797,0.025848840,1,0,0,0,1,-0.005294949,-0.021829663,-0.004230108,0.000021589,-0.000009955,-0.000000436,1.000000000,2352,1999,0.849914966,0.013632774,0.002419167,0.002125825,0.122938367,114.390103921,1686,0.975852264,159.273699030,330.488563986,1155.524654488,0.096806033,0.094468386,0,0,0,0,1.000000000,0,1,0.003799182,0.000113382,0.100000000,0.030000000,0.929171115,0.013632774,0.000000000,0.000000715,0.000002113,0.000004673,-0.082775199,-0.996476934,0.013490220,0.000000001,0.000000002,0.000000008,-0.008097235,0.004058005,-0.999958983,0.000000000,0.128336839,0.039355855,0.044270772,0.002438834,111.392253856,0,0.101391590,0.098824688,149,147,2,0.063350340,67,0,0,0,0,0,2136,67,5346,11544,2625,0,0,63652
34,1624181093.461769104,1624181093.561662912,38,37,0,0.013199803,0.027530005,1,0,0,0,1,-0.007459108,-0.024686912,-0.004675210,0.000016208,-0.000001585,0.000116769,0.999999993,2361,1988,0.842016095,0.012364629,0.002468144,0.002145546,0.116414883,120.529986148,1713,0.976286405,154.383375562,342.088150255,1175.907085412,0.092313651,0.090124562,0,0,0,0,1.000000000,0,1,0.003725472,0.000202848,0.100000000,0.030000000,0.890555956,0.012364629,0.000000000,0.000000584,0.000001775,0.000004037,-0.087902086,-0.996068273,0.011009980,0.000000000,0.000000002,0.000000008,-0.008001963,0.006491738,-0.999946912,0.000000000,0.127352654,0.042330085,0.045772446,0.002517706,111.966167037,0,0.100599939,0.098070486,199,198,1,0.084286319,54,0,0,0,0,0,2107,55,5378,11743,2679,0,0,65759
35,1624181093.561766624,1624181093.661618948,39,38,0,0.012947550,0.025707137,1,0,0,0,1,-0.008443782,-0.024223253,-0.004624924,0.000031946,0.000009921,0.000042356,0.999999999,2347,1973,0.840647635,0.013666121,0.002625099,0.002257548,0.118642632,117.344494323,1695,0.974982154,160.019680461,336.382746930,1156.192323250,0.096829353,0.094406891,0,0,0,0,1.000000000,0,1,0.001837931,0.000127558,0.100000000,0.030000000,0.938987723,0.013666121,0.000000000,0.000000585,0.000001698,0.000003779,-0.080873622,-0.996652959,0.011930462,0.000000001,0.000000002,0.000000009,-0.006218820,0.001732427,-0.999979162,0.000000000,0.126422883,0.037145105,0.044396480,0.002607620,112.625827156,0,0.100250354,0.097744998,172,165,7,0.073285045,61,0,0,0,0,0,2114,61,5428,11915,2740,0,0,67873
36,1624181093.661764145,1624181093.761579990,40,39,0,0.012756730,0.025784305,1,0,0,0,1,-0.008239592,-0.023337695,-0.004570253,0.000000111,-0.000021945,0.000115683,0.999999993,2385,2009,0.842348008,0.013282118,0.002572316,0.002273014,0.119117323,118.351676898,1704,0.973279930,152.871885907,341.573808656,1164.023305758,0.092176511,0.089713548,0,0,0,0,1.000000000,0,1,0.001796763,0.000112226,0.100000000,0.030000000,0.897776469,0.013282118,0.000000000,0.000000581,0.000001645,0.000003691,-0.094889561,-0.995428651,0.010852263,0.000000000,0.000000002,0.000000009,-0.006111502,0.005732511,-0.999964893,0.000000000,0.125706951,0.037088582,0.044855392,0.002754256,113.167117337,0,0.099631696,0.097142658,178,177,1,0.074633124,57,0,0,0,0,0,2149,58,5475,12093,2797,0,0,70022
37,1624181093.761761904,1624181093.861642361,41,40,0,0.013611520,0.026970874,1,0,0,0,1,-0.007343939,-0.021033761,-0.004717913,0.000029978,0.000023316,0.000088338,0.999999995,2344,1984,0.846416382,0.013311792,0.002566121,0.002230879,0.122832966,114.965303974,1699,0.973461972,158.276634775,336.088068475,1159.547187589,0.095698347,0.093158702,0,0,0,0,1.000000000,0,1,0.002676556,0.000070328,0.100000000,0.030000000,0.932772492,0.013311792,0.000000000,0.000000589,0.000001660,0.000003662,-0.099006452,-0.995013176,0.012103802,0.000000001,0.000000002,0.000000008,0.005823757,-0.006681630,0.999960719,0.000000000,0.124988342,0.034955565,0.045368323,0.002546515,113.610777755,0,0.099167727,0.096686726,145,141,4,0.061860068,54,0,0,0,0,0,2144,55,5516,12238,2851,0,0,72166
38,1624181093.861759424,1624181093.961691856,42,41,0,0.013141147,0.025146934,1,0,0,0,1,-0.008093486,-0.019626788,-0.005310686,0.000005362,0.000005086,0.000178178,0.999999984,2347,1976,0.841925863,0.013120492,0.002419699,0.002041167,0.116058296,116.354050393,1685,0.974982783,150.846057270,332.277177068,1159.722755168,0.091819963,0.089522883,0,0,0,0,1.000000000,0,1,0.001240328,0.000207314,0.100000000,0.030000000,0.896533890,0.013120492,0.000000000,0.000000583,0.000001682,0.000003720,-0.089129386,-0.995937930,0.012790279,0.000000001,0.000000002,0.000000008,0.008443200,-0.003510239,0.999958194,0.000000000,0.124193576,0.034742470,0.042326118,0.002654247,113.974287339,0,0.098360041,0.095903780,185,184,1,0.078824031,59,0,0,0,0,0,2103,59,5562,12423,2910,0,0,74269
39,1624181093.961756945,1624181094.061714172,43,42,0,0.012629694,0.025995752,1,0,0,0,1,-0.007677539,-0.017778582,-0.005134504,-0.000004903,-0.000013873,0.000043482,0.999999999,2374,2007,0.845408593,0.012367713,0.002097150,0.001829751,0.115545497,116.264956393,1698,0.975391586,151.934151134,328.955847407,1175.324914097,0.091735771,0.089478299,0,0,0,0,1.000000000,0,1,0.001089178,0.000317757,0.100000000,0.030000000,0.897240543,0.012367713,0.000000000,0.000000578,0.000001665,0.000003708,-0.084247243,-0.996383505,0.011059529,0.000000001,0.000000002,0.000000008,0.004452559,-0.009756025,0.999942496,0.000000000,0.123444564,0.037396487,0.043298935,0.002720983,114.330892478,0,0.097822521,0.095383356,121,113,8,0.050968829,42,0,0,0,0,0,2211,42,5613,12544,2952,0,0,76480
40,1624181094.061754465,1624181094.161719561,43,43,0,0.013524336,0.026380785,1,0,0,0,1,-0.006838049,-0.015393323,-0.005245920,0.000005776,-0.000015095,-0.000088291,0.999999996,2330,1973,0.846781116,0.012986725,0.002209002,0.001962123,0.122615458,110.865597556,1673,0.974203909,155.857668047,327.685272932,1146.300199137,0.095627404,0.093160591,0,0,0,0,1.000000000,0,1,0.001172302,0.000238274,0.100000000,0.030000000,0.937702931,0.012986725,0.000000000,0.000000587,0.000001670,0.000003628,-0.085920479,-0.996248549,0.010319853,0.000000001,0.000000002,0.000000008,-0.004028218,0.006317641,-0.999971930,0.000000000,0.122931172,0.037855311,0.043335639,0.002779443,114.414514223,0,0.097466583,0.095042864,163,161,2,0.069957082,53,0,0,0,0,0,2114,53,5658,12707,3005,0,0,78594
41,1624181094.261749744,1624181094.361753464,44,44,0,0.013077275,0.026637962,1,0,0,0,1,-0.008012966,-0.018544137,-0.005030719,0.000012870,-0.000014872,0.000063736,0.999999998,2350,2014,0.857021277,0.012866796,0.002304603,0.001999090,0.120818593,114.210524418,1701,0.975457540,158.748054699,324.945349083,1175.559872584,0.095674396,0.093326311,0,0,0,0,1.000000000,0,1,0.007361102,0.000304274,0.100000000,0.030000000,0.945894530,0.012866796,0.000000000,0.000000708,0.000002168,0.000004648,-0.091192058,-0.995704539,0.016015006,0.000000001,0.000000002,0.000000009,0.005972928,-0.006028063,0.999963993,0.000000000,0.122694122,0.038610286,0.045155261,0.002782087,114.558405680,0,0.097075511,0.094671950,132,129,3,0.056170213,53,0,0,0,0,0,2165,53,5695,12839,3058,0,0,80759
42,1624181094.461744785,1624181094.561728001,46,45,0,0.012965289,0.026140010,1,0,0,0,1,-0.007954814,-0.018863817,-0.004808007,-0.000000016,-0.000001274,0.000144407,0.999999990,2362,2001,0.847163421,0.013002984,0.002181289,0.001927336,0.115863278,112.188656740,1686,0.975205862,151.215678353,330.288188300,1162.693217458,0.091969314,0.089689014,0,0,0,0,1.000000000,0,1,0.000755577,0.000168903,0.100000000,0.030000000,0.914053590,0.013002984,0.000000000,0.000000715,0.000002176,0.000004931,-0.071482760,-0.997336112,0.014522219,0.000000001,0.000000002,0.000000008,0.007847044,-0.009805918,0.999921131,0.000000000,0.122252098,0.038670327,0.043605765,0.002900467,114.543625994,0,0.096557903,0.094163448,130,129,1,0.055038103,52,0,0,0,0,0,2180,52,5726,12969,3110,0,0,82939
43,1624181094.561742306,1624181094.661679745,46,46,0,0.013109002,0.024582997,1,0,0,0,1,-0.006319282,-0.016961819,-0.004619542,0.000004808,0.000011024,0.000044238,0.999999999,2311,1959,0.847684985,0.012401052,0.002214711,0.001932627,0.116230291,111.923801111,1668,0.974292841,150.631355896,325.812414583,1148.676687994,0.092689348,0.090306568,0,0,0,0,1.000000000,0,1,0.002710142,0.000220905,0.100000000,0.030000000,0.932857499,0.012401052,0.000000000,0.000000595,0.000001792,0.000004061,-0.071706577,-0.997359125,0.011530076,0.000000001,0.000000002,0.000000009,0.003113506,-0.007454096,0.999967371,0.000000000,0.121634245,0.040229463,0.041539850,0.002968535,114.474496467,0,0.096066360,0.093686285,95,91,4,0.041107746,40,0,0,0,0,0,2173,43,5765,13064,3150,0,0,85112
44,1624181094.761737585,1624181094.861746788,48,47,0,0.013002529,0.026014521,1,0,0,0,1,-0.006390586,-0.017573352,-0.004516632,0.000004122,-0.000006838,-0.000031519,0.999999999,2343,2006,0.856167307,0.012825408,0.002083721,0.001775009,0.119025008,115.889648503,1719,0.977064986,151.771344161,326.668959850,1201.134406625,0.090362961,0.088290485,0,0,0,0,1.000000000,0,1,0.002319136,0.000138525,0.100000000,0.030000000,0.926110732,0.012825408,0.000000000,0.000000707,0.000002220,0.000004831,-0.103093132,-0.994568777,0.014309244,0.000000001,0.000000002,0.000000009,-0.008114316,0.008129955,-0.999934029,0.000000000,0.121179314,0.036352238,0.040607294,0.003043105,114.659804178,0,0.095501669,0.093145949,131,127,4,0.055911225,64,0,0,0,0,0,2148,64,5801,13195,3214,0,0,87260
45,1624181094.861735106,1624181094.961675882,48,48,0,0.013119309,0.027656959,1,0,0,0,1,-0.005930301,-0.014663692,-0.004951965,0.000004095,-0.000007294,-0.000040278,0.999999999,2328,1992,0.855670103,0.012928574,0.002169947,0.001885855,0.120365183,113.286227340,1699,0.974545094,155.379835517,320.410706272,1179.961572339,0.093842450,0.091453700,0,0,0,0,1.000000000,0,1,0.002965468,0.000048360,0.100000000,0.030000000,0.964840198,0.012928574,0.000000000,0.000000585,0.000001820,0.000003931,-0.106935544,-0.994175668,0.013398884,0.000000001,0.000000002,0.000000009,-0.001882085,0.010071727,-0.999947508,0.000000000,0.120737520,0.036410115,0.041301293,0.002953970,114.833686752,0,0.095161931,0.092814810,141,137,4,0.060567010,54,0,0,0,0,0,2132,55,5835,13336,3268,0,0,89392
46,1624181095.161727667,1624181095.261631966,50,49,0,0.013192230,0.027471872,1,0,0,0,1,-0.009030838,-0.022347411,-0.005057754,-0.000001992,-0.000008249,0.000154809,0.999999988,2327,1988,0.854318865,0.013175780,0.002207272,0.001981893,0.121426175,113.950291890,1687,0.974933601,156.236756501,327.217605938,1161.258622322,0.094993326,0.092612185,0,0,0,0,1.000000000,0,1,0.011682244,0.000388060,0.100000000,0.030000000,0.978968600,0.013175780,0.000000000,0.000000762,0.000002460,0.000005569,-0.123229185,-0.992314052,0.011286763,0.000000001,0.000000002,0.000000009,0.009379152,-0.016447262,0.999820743,0.000000000,0.120661339,0.034368303,0.047442376,0.003229625,114.759798731,0,0.095013950,0.092663403,153,152,1,0.065749893,65,0,0,0,0,0,2108,66,5872,13489,3333,0,0,91500
47,1624181095.261725426,1624181095.361643314,51,50,0,0.013195283,0.027154046,1,0,0,0,1,-0.010857652,-0.020178201,-0.004344468,0.000017874,-0.000003027,0.000069716,0.999999997,2330,2007,0.861373391,0.013144606,0.002287244,0.001976705,0.113612509,115.183525485,1698,0.975811015,153.957385304,332.695614818,1170.274103592,0.092917416,0.090669838,0,0,0,0,1.000000000,0,1,0.004512089,0.000173791,0.100000000,0.030000000,0.959715249,0.013144606,0.000000000,0.000000581,0.000001849,0.000004199,-0.108923284,-0.993948041,0.014248166,0.000000001,0.000000002,0.000000009,0.004649948,-0.005399170,0.999974613,0.000000000,0.120067643,0.031558595,0.047020576,0.003307875,114.859448655,0,0.094629983,0.092298272,128,126,2,0.054935622,58,0,0,0,0,0,2144,58,5911,13617,3391,0,0,93644
48,1624181095.361722946,1624181095.461591482,52,51,0,0.013262078,0.026054947,1,0,0,0,1,-0.010754166,-0.022390470,-0.004262611,0.000029406,-0.000000336,0.000103516,0.999999994,2333,2001,0.857693956,0.012938418,0.002165977,0.001854966,0.114655229,116.548782393,1714,0.975948210,156.908164004,325.857706506,1190.009361663,0.093801104,0.091545020,0,0,0,0,1.000000000,0,1,0.002112215,0.000082759,0.100000000,0.030000000,0.974534753,0.012938418,0.000000000,0.000000582,0.000001759,0.000003900,-0.115816620,-0.993206943,0.011246243,0.000000001,0.000000001,0.000000009,-0.004070441,0.007566694,-0.999963088,0.000000000,0.119735059,0.030554752,0.047499173,0.003219336,114.923843615,0,0.094465112,0.092138763,134,132,2,0.057436777,55,0,0,0,0,0,2143,56,5952,13751,3446,0,0,95787
49,1624181095.461720467,1624181095.561677456,53,52,0,0.012990930,0.024817826,1,0,0,0,1,-0.009007327,-0.021632733,-0.004047100,0.000029371,-0.000004621,-0.000070746,0.999999997,2327,1995,0.857327031,0.012613903,0.002175324,0.001911047,0.115971778,113.288788431,1724,0.975432083,159.998981271,333.061487471,1188.584441720,0.095144332,0.092806834,0,0,0,0,1.000000000,0,1,0.003125233,0.000349931,0.100000000,0.030000000,0.994129253,0.012613903,0.000000000,0.000000579,0.000001725,0.000003733,-0.090206095,-0.995862951,0.010947298,0.000000001,0.000000002,0.000000008,-0.002791836,0.010499744,-0.999940979,0.000000000,0.119450503,0.030906251,0.044592047,0.003537631,114.733859149,0,0.094445043,0.092109931,161,160,1,0.069187795,49,0,0,0,0,0,2117,49,5983,13912,3495,0,0,97904
50,1624181095.561717987,1624181095.661695719,54,53,0,0.013463745,0.026579720,1,0,0,0,1,-0.009183826,-0.020649145,-0.004963158,0.000004718,-0.000015495,0.000061114,0.999999998,2356,2029,0.861205433,0.012616929,0.002076088,0.001829526,0.116219972,116.666734828,1736,0.975092231,158.621872203,324.122198816,1210.016042312,0.093706055,0.091372046,0,0,0,0,1.000000000,0,1,0.001932759,0.000255958,0.100000000,0.030000000,0.979667260,0.012616929,0.000000000,0.000000565,0.000001712,0.000003660,-0.096316445,-0.995264207,0.013126368,0.000000001,0.000000002,0.000000008,-0.003339323,0.003519929,-0.999988229,0.000000000,0.118800253,0.030524709,0.044959275,0.003549878,114.933326969,0,0.094028856,0.091698414,102,102,0,0.043293718,67,0,0,0,0,0,2186,68,6008,14014,3562,0,0,100090
51,1624181095.661715508,1624181095.761759281,55,54,0,0.013033472,0.026397480,1,0,0,0,1,-0.009582005,-0.015793399,-0.004959738,0.000020805,0.000005142,0.000123170,0.999999992,2347,2024,0.862377503,0.012810914,0.002164891,0.001848488,0.110790106,123.418171381,1745,0.974407158,153.131030309,320.050414266,1227.159046199,0.090059039,0.087754172,0,0,0,0,1.000000000,0,1,0.004852740,0.000177571,0.100000000,0.030000000,0.941976226,0.012810914,0.000000000,0.000000558,0.000001744,0.000003782,-0.119008813,-0.992802690,0.013405983,0.000000000,0.000000002,0.000000010,0.005216909,-0.010952902,0.999926406,0.000000000,0.118134516,0.029387636,0.047393557,0.003596075,115.390781564,0,0.093672203,0.091344246,120,119,1,0.051129101,54,0,0,0,0,0,2173,54,6045,14134,3616,0,0,102263
52,1624181095.761713266,1624181095.861711264,55,55,0,0.012984128,0.025800569,1,0,0,0,1,-0.009259183,-0.015524472,-0.004674854,0.000014074,-0.000005009,0.000044144,0.999999999,2340,2004,0.856410256,0.012976884,0.002229125,0.001938488,0.116311142,118.414003629,1728,0.972650563,159.123348625,311.108888776,1210.507936092,0.094674567,0.092085271,0,0,0,0,1.000000000,0,1,0.001784513,0.000181520,0.100000000,0.030000000,0.989187851,0.012976884,0.000000000,0.000000564,0.000001737,0.000003710,-0.117472116,-0.992983655,0.013555892,0.000000001,0.000000002,0.000000009,-0.004586656,0.005064343,-0.999976657,0.000000000,0.117772734,0.027797028,0.046182329,0.003654334,115.701766288,0,0.093642067,0.091297265,102,100,2,0.043589744,51,0,0,0,0,0,2187,51,6076,14236,3667,0,0,104450
53,1624181095.861710787,1624181095.961697817,57,56,0,0.012974672,0.024651363,1,0,0,0,1,-0.010143004,-0.016402483,-0.004851135,0.000013084,-0.000003704,0.000104308,0.999999994,2342,2023,0.863791631,0.012773324,0.002115406,0.001879491,0.115896574,115.701931696,1717,0.974843171,156.340340186,317.127903401,1200.337481063,0.093404114,0.091054362,0,0,0,0,1.000000000,0,1,0.002495757,0.000103181,0.100000000,0.030000000,0.979965777,0.012773324,0.000000000,0.000000568,0.000001714,0.000003588,-0.099948138,-0.994896383,0.013840425,0.000000001,0.000000002,0.000000007,-0.000607087,0.002021350,0.999997773,0.000000000,0.117420645,0.025241330,0.043828684,0.003540251,115.767357677,0,0.093471971,0.091126564,99,98,1,0.042271563,56,0,0,0,0,0,2187,56,6108,14335,3723,0,0,106637
54,1624181095.961708307,1624181096.061608553,58,57,0,0.012849675,0.026724508,1,0,0,0,1,-0.009239388,-0.013862428,-0.004571930,0.000024928,0.000013983,0.000030510,0.999999999,2365,2023,0.855391121,0.012861344,0.002103245,0.001819437,0.114093592,121.150260913,1726,0.973349150,149.160751941,318.088430974,1212.751449858,0.088786128,0.086419903,0,0,0,0,1.000000000,0,1,0.002348514,0.000142373,0.100000000,0.030000000,0.932157911,0.012861344,0.000000000,0.000000559,0.000001721,0.000003665,-0.116232108,-0.993168530,0.010313524,0.000000000,0.000000002,0.000000009,-0.005136302,0.009499289,-0.999941689,0.000000000,0.117304580,0.023305932,0.045449564,0.003539020,115.798371415,0,0.093295595,0.090941331,98,96,2,0.041437632,52,0,0,0,0,0,2215,52,6145,14433,3775,0,0,108852
55,1624181096.061705828,1624181096.161587715,59,58,0,0.013864322,0.026633464,1,0,0,0,1,-0.009529773,-0.011037137,-0.004661963,0.000019723,-0.000004148,0.000013546,1.000000000,2340,2011,0.859401709,0.013026109,0.002107905,0.001829376,0.115987807,115.029111450,1719,0.975873658,152.456527830,315.092625874,1209.977664851,0.090881723,0.088689080,0,0,0,0,1.000000000,0,1,0.001612468,0.000093022,0.100000000,0.030000000,0.958324802,0.013026109,0.000000000,0.000000564,0.000001724,0.000003613,-0.110447707,-0.993828859,0.010271504,0.000000001,0.000000002,0.000000008,0.002329594,-0.003106090,0.999992463,0.000000000,0.117171839,0.019521676,0.047380728,0.003426295,115.682602271,0,0.092998213,0.090655441,99,99,0,0.042307692,57,0,0,0,0,0,2183,58,6170,14532,3832,0,0,111035
56,1624181096.161703348,1624181096.261595011,59,59,0,0.013047111,0.025437616,1,0,0,0,1,-0.009710126,-0.014314038,-0.004591950,0.000031321,0.000002377,0.000020877,0.999999999,2341,1996,0.852627082,0.013094591,0.002110712,0.001834593,0.118098293,115.068775276,1709,0.973951469,153.311457662,324.108030991,1187.063571098,0.092107551,0.089708284,0,0,0,0,1.000000000,0,1,0.005222701,0.000066300,0.100000000,0.030000000,0.977053227,0.013094591,0.000000000,0.000000567,0.000001694,0.000003584,-0.110496901,-0.993815081,0.011046249,0.000000001,0.000000002,0.000000008,-0.000358956,-0.003440143,0.999994018,0.000000000,0.117120887,0.018675317,0.048187025,0.003386267,115.518457190,0,0.092994765,0.090655177,108,105,3,0.046134131,59,0,0,0,0,0,2174,59,6201,14640,3891,0,0,113209
57,1624181096.261700869,1624181096.361628771,61,60,0,0.013603987,0.025360706,1,0,0,0,1,-0.009135339,-0.014200929,-0.004812309,0.000025969,-0.000010908,-0.000022954,0.999999999,2356,2010,0.853140917,0.012701362,0.001961808,0.001663284,0.110701327,118.586082686,1719,0.973592111,149.081163105,317.846295076,1206.677380573,0.089077875,0.086725517,0,0,0,0,1.000000000,0,1,0.000718303,0.000077761,0.100000000,0.030000000,0.947826487,0.012701362,0.000000000,0.000000563,0.000001729,0.000003705,-0.128893041,-0.991580479,0.012439343,0.000000001,0.000000001,0.000000009,0.000031819,-0.006120242,0.999981271,0.000000000,0.116514305,0.017395208,0.047112095,0.003294249,115.699496126,0,0.092663742,0.090333518,104,100,4,0.044142615,54,0,0,0,0,0,2198,54,6228,14744,3945,0,0,115407
