frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,historical_anchor_count,historical_anchor_submap_points,historical_anchor_sampled_points,historical_anchor_matched_points,historical_anchor_overlap_ratio,historical_anchor_nn_rmse,historical_anchor_newest_age,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
30,1624181092.661788702,1624181092.761736155,35,34,0,0.011756730,0.025220177,1,0,0,0,1,-0.009019999,-0.024079953,-0.004362069,-0.000001511,-0.000064883,0.000131765,0.999999989,2333,1982,0.849549936,0.013191326,0.002523157,0.002153264,0.118197950,115.767369510,1669,0.976511842,149.678592657,335.641777851,1144.477893759,0.091838724,0.089681601,0,0,0,0,1,0.004816253,0.000201914,0.100000000,0.030000000,0.890076102,0.013191326,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000633,0.000001822,0.000004030,-0.096508780,-0.995309038,0.006780418,0.000000001,0.000000002,0.000000008,-0.004146595,0.009841530,-0.999942973,0.000000000,0.123869522,0.034252276,0.053047453,0.004169481,112.123320359,0,0.099458940,0.096915199,142,140,2,0.060865838,53,0,0,0,0,0,2138,53,5235,10880,2336,0,0,57497
31,1624181092.761786222,1624181092.861739397,36,35,0,0.012585582,0.026313403,1,0,0,0,1,-0.007841598,-0.023285509,-0.004513563,-0.000003629,-0.000061136,0.000086452,0.999999994,2368,2007,0.847550676,0.013362862,0.002470450,0.002125970,0.124577319,113.656691195,1677,0.978300442,151.613058979,333.935757744,1155.061024967,0.092412623,0.090407310,0,0,0,0,1,0.003210160,0.000073106,0.100000000,0.030000000,0.895669923,0.013362862,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000618,0.000001772,0.000003873,-0.095124413,-0.995444890,0.006388805,0.000000001,0.000000002,0.000000008,-0.005437602,0.016263816,-0.999852950,0.000000000,0.123280606,0.031567324,0.052340081,0.003898873,112.575149103,0,0.098880999,0.096380931,136,134,2,0.057432432,48,0,0,0,0,0,2183,49,5268,11016,2384,0,0,59680
32,1624181092.861783743,1624181092.961729527,37,36,0,0.012136170,0.023612225,1,0,0,0,1,-0.009575272,-0.021468228,-0.004530689,0.000008800,-0.000055894,0.000078032,0.999999995,2339,1970,0.842240274,0.012274441,0.002381711,0.002039400,0.113016813,121.407768095,1675,0.977287039,149.323442510,330.936740205,1156.695606812,0.091220205,0.089148324,0,0,0,0,1,0.002734689,0.000062743,0.100000000,0.030000000,0.884225230,0.012274441,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000600,0.000001773,0.000004032,-0.106840667,-0.994239241,0.008567623,0.000000001,0.000000002,0.000000009,-0.006202451,0.018198706,-0.999815151,0.000000000,0.122310702,0.036492063,0.054054840,0.003854407,113.269067452,0,0.098314543,0.095851836,143,138,5,0.061137238,41,0,0,0,0,0,2155,41,5308,11159,2425,0,0,61835
33,1624181092.961781263,1624181093.061702490,38,37,0,0.009940757,0.024215044,1,0,0,0,1,-0.005936690,-0.023217074,-0.005005775,-0.000007929,-0.000059828,0.000095734,0.999999994,2383,2007,0.842215695,0.013234387,0.002527857,0.002093255,0.117154899,118.608500381,1679,0.976186412,154.629070731,331.499420377,1152.888495464,0.094342568,0.092095933,0,0,0,0,1,0.005113836,0.000060049,0.100000000,0.030000000,0.917265920,0.013234387,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000599,0.000001761,0.000003944,-0.109150963,-0.994003655,0.006542265,0.000000001,0.000000002,0.000000009,-0.007077814,0.015277391,-0.999858243,0.000000000,0.121693048,0.035774194,0.055166034,0.003516826,113.760233790,0,0.097964858,0.095523919,149,147,2,0.062526227,58,0,0,0,0,0,2176,58,5350,11308,2483,0,0,64011
34,1624181093.061778784,1624181093.161693096,39,38,0,0.011062392,0.025601993,1,0,0,0,1,-0.006654319,-0.021428683,-0.004961639,-0.000019150,-0.000087039,0.000153517,0.999999984,2364,2011,0.850676819,0.013786919,0.002517149,0.002182196,0.118316907,115.573588714,1693,0.976431009,156.864032005,331.292313227,1164.941352391,0.094890963,0.092654478,0,0,0,0,1,0.003124592,0.000122071,0.100000000,0.030000000,0.930825589,0.013786919,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000604,0.000001759,0.000003833,-0.092901478,-0.995631136,0.009378501,0.000000001,0.000000002,0.000000008,-0.005898702,0.017477633,-0.999829854,0.000000000,0.121413789,0.034919555,0.055472266,0.003403993,113.929843700,0,0.097550734,0.095140580,127,123,4,0.053722504,52,0,0,0,0,0,2184,53,5390,11435,2535,0,0,66195
35,1624181093.161776543,1624181093.261679649,40,39,0,0.011891121,0.024332956,1,0,0,0,1,-0.008356132,-0.023548667,-0.004963912,0.000015725,-0.000004207,0.000158891,0.999999987,2351,1983,0.843470863,0.013825543,0.002911713,0.002420521,0.116997869,115.169281639,1656,0.977568645,151.767622768,322.167820714,1144.918232368,0.093750056,0.091647115,0,0,0,0,1,0.003387854,0.000147947,0.100000000,0.030000000,0.929102003,0.013825543,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000616,0.000001760,0.000003924,-0.087058280,-0.996164831,0.008745595,0.000000001,0.000000002,0.000000008,-0.006837455,0.013023027,-0.999891819,0.000000000,0.121238711,0.035026006,0.055251261,0.003170609,113.869343636,0,0.097079199,0.094704259,143,142,1,0.060825181,56,0,0,0,0,0,2152,56,5425,11578,2591,0,0,68347
36,1624181093.261774063,1624181093.361694336,41,40,0,0.011221664,0.024677147,1,0,0,0,1,-0.011092207,-0.023995697,-0.004755793,-0.000008348,-0.000062985,0.000144862,0.999999987,2345,1998,0.852025586,0.013963975,0.002439075,0.002106362,0.117180689,116.742234560,1683,0.976534818,158.124950860,331.096749169,1154.286398161,0.096211848,0.093954219,0,0,0,0,1,0.001999590,0.000127446,0.100000000,0.030000000,0.961839250,0.013963975,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000609,0.000001761,0.000003925,-0.078748406,-0.996862422,0.008000047,0.000000001,0.000000002,0.000000008,-0.003343597,0.009550234,-0.999948805,0.000000000,0.120978578,0.034574787,0.054867578,0.003093296,114.151960959,0,0.096866211,0.094516898,132,130,2,0.056289979,56,0,0,0,0,0,2156,57,5457,11710,2647,0,0,70503
37,1624181093.361771584,1624181093.461661100,42,41,0,0.012231455,0.025848840,1,0,0,0,1,-0.009314825,-0.025360299,-0.004396669,0.000008261,-0.000060415,0.000059114,0.999999996,2353,2000,0.849978751,0.013886471,0.002354301,0.002055212,0.116405342,118.314543754,1675,0.976474101,151.287743025,333.181629000,1151.124746517,0.092497119,0.090321041,0,0,0,0,1,0.003737286,0.000167844,0.100000000,0.030000000,0.932554670,0.013886471,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000605,0.000001728,0.000003939,-0.085913126,-0.996281056,0.006556912,0.000000001,0.000000002,0.000000008,-0.006554424,0.015941216,-0.999851448,0.000000000,0.120822204,0.034712051,0.056297332,0.003264381,114.368830748,0,0.096319601,0.093999330,129,128,1,0.054823629,65,0,0,0,0,0,2159,65,5491,11839,2712,0,0,72662
38,1624181093.461769104,1624181093.561662912,43,42,0,0.012106399,0.027530005,1,0,0,0,1,-0.010267760,-0.030830871,-0.004471631,0.000009339,-0.000054131,0.000253736,0.999999966,2362,2001,0.847163421,0.012302479,0.002262183,0.001859134,0.116536748,120.501314443,1699,0.977897021,152.220224578,334.823379164,1174.403434533,0.091619065,0.089594011,0,0,0,0,1,0.004738871,0.000363676,0.100000000,0.030000000,0.928293021,0.012302479,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000595,0.000001748,0.000003929,-0.091796155,-0.995763901,0.005265002,0.000000000,0.000000002,0.000000008,-0.008856772,0.008910997,-0.999921073,0.000000000,0.120435177,0.040873392,0.059198000,0.003319463,114.705574970,0,0.095730084,0.093441243,186,186,0,0.078746825,52,0,0,0,0,0,2123,53,5521,12025,2764,0,0,74785
39,1624181093.561766624,1624181093.661618948,44,43,0,0.011011481,0.023636558,1,0,0,0,1,-0.010987528,-0.030085136,-0.004330000,0.000029516,-0.000042279,0.000161482,0.999999986,2347,1971,0.839795484,0.013283317,0.002508964,0.002133298,0.116922028,117.935260751,1680,0.975302153,157.446574054,329.729461902,1151.331580794,0.096091451,0.093718199,0,0,0,0,1,0.003468770,0.000166150,0.100000000,0.030000000,0.978345463,0.013283317,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000608,0.000001769,0.000003918,-0.087377122,-0.996156381,0.006140272,0.000000001,0.000000002,0.000000009,0.005709961,-0.010926814,0.999923998,0.000000000,0.119951764,0.040552692,0.055634947,0.003457036,115.057656418,0,0.095258787,0.092985885,134,129,5,0.057094163,55,0,0,0,0,0,2158,55,5570,12159,2819,0,0,76943
40,1624181093.661764145,1624181093.761579990,45,44,0,0.011589582,0.024834662,1,0,0,0,1,-0.008869274,-0.028793114,-0.004771671,-0.000004520,-0.000055654,0.000198182,0.999999979,2386,2006,0.840737636,0.012896181,0.002387883,0.002065808,0.115364939,120.149366309,1695,0.974250410,149.139412751,337.401839627,1164.813191961,0.090313387,0.087987854,0,0,0,0,1,0.003763898,0.000052647,0.100000000,0.030000000,0.924081437,0.012896181,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000603,0.000001752,0.000003917,-0.079450659,-0.996806417,0.008034894,0.000000000,0.000000002,0.000000008,-0.005048892,0.005821589,-0.999970308,0.000000000,0.119615027,0.040460569,0.057458509,0.003160503,115.436540615,0,0.094835099,0.092566418,156,155,1,0.065381391,49,0,0,0,0,0,2180,50,5618,12315,2868,0,0,79123
41,1624181093.761761904,1624181093.861642361,46,45,0,0.012089062,0.026970874,1,0,0,0,1,-0.007456624,-0.025062699,-0.005036675,0.000024356,-0.000020795,0.000114051,0.999999993,2343,1974,0.842509603,0.013115334,0.002413663,0.002003888,0.117252957,116.342230754,1675,0.974564713,152.794953810,331.915848708,1147.685091690,0.093601653,0.091220868,0,0,0,0,1,0.004025517,0.000161294,0.100000000,0.030000000,0.964957083,0.013115334,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000615,0.000001748,0.000003960,-0.083115666,-0.996497115,0.009234987,0.000000001,0.000000002,0.000000008,-0.006548743,0.012442179,-0.999901148,0.000000000,0.119214995,0.040439122,0.056194846,0.003189671,115.685524893,0,0.094584912,0.092322889,123,119,4,0.052496799,47,0,0,0,0,0,2172,48,5653,12438,2915,0,0,81295
42,1624181093.861759424,1624181093.961691856,47,46,0,0.012119340,0.024874646,1,0,0,0,1,-0.009601887,-0.023928067,-0.005679246,-0.000014430,-0.000071237,0.000243450,0.999999968,2344,1969,0.840017065,0.013496781,0.002493013,0.001971100,0.114558885,116.897435162,1674,0.975833919,152.177615005,328.638116884,1152.730248379,0.093157840,0.090906580,0,0,0,0,1,0.003214089,0.000302566,0.100000000,0.030000000,0.968779334,0.013496781,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000615,0.000001772,0.000004006,-0.080966062,-0.996685209,0.007942996,0.000000001,0.000000002,0.000000008,-0.003975499,0.012830232,-0.999909786,0.000000000,0.118575879,0.039993991,0.058455612,0.003334753,116.084440082,0,0.094085076,0.091841017,137,137,0,0.058447099,56,0,0,0,0,0,2151,56,5691,12575,2971,0,0,83446
43,1624181093.961756945,1624181094.061714172,48,47,0,0.010956256,0.025995752,1,0,0,0,1,-0.008915739,-0.024186231,-0.005444312,-0.000002383,-0.000045911,0.000124073,0.999999991,2374,2001,0.842881213,0.012270805,0.002237198,0.001878262,0.114416939,115.703449643,1681,0.975603945,148.901544390,322.693316789,1168.395370869,0.090794165,0.088579146,0,0,0,0,1,0.002253355,0.000291322,0.100000000,0.030000000,0.945934471,0.012270805,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000605,0.000001756,0.000003943,-0.079297947,-0.996837888,0.005104868,0.000000001,0.000000002,0.000000008,-0.003236580,0.012092594,-0.999921644,0.000000000,0.118211903,0.040338644,0.056750261,0.003226951,116.334041056,0,0.093733222,0.091503968,118,110,8,0.049705139,33,0,0,0,0,0,2223,33,5739,12693,3004,0,0,85669
44,1624181094.061754465,1624181094.161719561,49,48,0,0.012070949,0.026274658,1,0,0,0,1,-0.008311318,-0.020414654,-0.005390070,-0.000001791,-0.000058237,0.000037639,0.999999998,2332,1976,0.847341338,0.013022657,0.002101672,0.001758207,0.119507835,112.480017010,1669,0.975968370,152.459696076,328.230404828,1148.201109377,0.093597224,0.091347931,0,0,0,0,1,0.002933181,0.000164763,0.100000000,0.030000000,0.981062990,0.013022657,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000617,0.000001765,0.000003888,-0.088096295,-0.996096198,0.005604245,0.000000001,0.000000002,0.000000008,-0.007915006,0.013420135,-0.999878619,0.000000000,0.117869737,0.039413538,0.055470021,0.002926200,116.443774164,0,0.093433761,0.091211647,123,121,2,0.052744425,45,0,0,0,0,0,2164,45,5778,12816,3049,0,0,87833
45,1624181094.161751986,1624181094.261744261,50,49,0,0.010764010,0.024821435,1,0,0,0,1,-0.010778469,-0.024699312,-0.005183166,0.000004164,-0.000030158,0.000290962,0.999999957,2362,1998,0.845893311,0.013172837,0.002277565,0.001938936,0.116525373,115.323769264,1706,0.976648959,153.783652044,329.524850366,1182.854621954,0.092298077,0.090142821,0,0,0,0,1,0.007094404,0.000522012,0.100000000,0.030000000,0.972464347,0.013172837,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000613,0.000001781,0.000003895,-0.089512282,-0.995965619,0.006327488,0.000000001,0.000000002,0.000000008,-0.006544043,0.013809921,-0.999883224,0.000000000,0.117661980,0.039439772,0.054946168,0.003181777,116.451046903,0,0.093169392,0.090963139,151,151,0,0.063928874,48,0,0,0,0,0,2162,49,5818,12967,3097,0,0,89995
46,1624181094.261749744,1624181094.361753464,51,50,0,0.012614124,0.025051194,1,0,0,0,1,-0.010955182,-0.027597862,-0.004835661,0.000015817,-0.000061627,0.000210806,0.999999976,2351,2013,0.856231391,0.012694094,0.002333262,0.001968179,0.119224468,114.430686550,1694,0.976275495,158.976217829,324.976731753,1169.857738982,0.096127216,0.093846646,0,0,0,0,1,0.002594318,0.000179680,0.100000000,0.030000000,1.015928952,0.012694094,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000603,0.000001786,0.000003799,-0.081927612,-0.996581575,0.010631577,0.000000001,0.000000001,0.000000008,0.003371094,-0.010308103,0.999941188,0.000000000,0.117646285,0.040078394,0.056204963,0.003338084,116.357764615,0,0.093313277,0.091102906,121,118,3,0.051467461,47,0,0,0,0,0,2183,47,5851,13088,3144,0,0,92178
47,1624181094.361747265,1624181094.461806059,52,51,0,0.012279530,0.024723099,1,0,0,0,1,-0.008170043,-0.027389892,-0.004872245,0.000015731,-0.000031080,0.000173884,0.999999984,2365,2009,0.849471459,0.012936400,0.002235586,0.001871290,0.114568001,117.280809304,1680,0.975986402,152.507029119,329.987718935,1157.162407019,0.093011535,0.090777994,0,0,0,0,1,0.003740899,0.000066854,0.100000000,0.030000000,0.982709516,0.012936400,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000593,0.000001736,0.000003858,-0.083153063,-0.996483270,0.010327663,0.000000001,0.000000002,0.000000008,-0.007718899,0.005995062,-0.999952238,0.000000000,0.117216738,0.040384653,0.055488183,0.003134342,116.646564841,0,0.093217249,0.091005915,106,104,2,0.044820296,44,0,0,0,0,0,2215,44,5892,13194,3188,0,0,94393
48,1624181094.461744785,1624181094.561728001,53,52,0,0.010923256,0.026140010,1,0,0,0,1,-0.007555405,-0.028070005,-0.005119003,-0.000002753,-0.000040610,0.000292773,0.999999956,2360,1998,0.846610169,0.012838771,0.002163289,0.001848158,0.113258413,112.607790977,1693,0.975807984,150.869287119,331.666865306,1169.506764179,0.091322862,0.089113578,0,0,0,0,1,0.000586293,0.000225487,0.100000000,0.030000000,0.969980403,0.012838771,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000606,0.000001737,0.000003845,-0.071322183,-0.997397735,0.010531144,0.000000001,0.000000002,0.000000008,0.004557779,-0.012125763,0.999916093,0.000000000,0.116982501,0.040819568,0.053718024,0.003130593,116.451746082,0,0.093248713,0.091031007,147,146,1,0.062288136,52,0,0,0,0,0,2161,52,5925,13341,3240,0,0,96554
49,1624181094.561742306,1624181094.661679745,54,53,0,0.011485727,0.024582997,1,0,0,0,1,-0.006602036,-0.025231722,-0.004866503,0.000016080,-0.000026546,0.000177942,0.999999984,2310,1964,0.850216450,0.012300107,0.002297380,0.001933057,0.115381695,114.307043233,1663,0.974459599,150.694561246,325.740915334,1144.090835912,0.092991123,0.090616092,0,0,0,0,1,0.003586019,0.000255484,0.100000000,0.030000000,0.990366617,0.012300107,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000616,0.000001783,0.000003931,-0.070961073,-0.997402108,0.012391947,0.000000001,0.000000002,0.000000008,0.008458843,-0.007677030,0.999934753,0.000000000,0.116768303,0.040439089,0.052539625,0.003162831,116.459957562,0,0.093104485,0.090888087,102,100,2,0.044155844,41,0,0,0,0,0,2164,44,5960,13443,3281,0,0,98718
50,1624181094.661739826,1624181094.761737108,55,54,0,0.011147011,0.025467068,1,0,0,0,1,-0.009469162,-0.027204963,-0.005222677,-0.000001367,-0.000045708,0.000312342,0.999999950,2341,1999,0.853908586,0.013142644,0.002454553,0.002065021,0.117253099,117.808557964,1696,0.976674286,154.361241094,322.938234156,1179.140112986,0.093188573,0.091014883,0,0,0,0,1,0.004687949,0.000287118,0.100000000,0.030000000,0.995610381,0.013142644,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000608,0.000001814,0.000003935,-0.100538536,-0.994866154,0.011547241,0.000000001,0.000000002,0.000000009,-0.006080600,0.012261873,-0.999906332,0.000000000,0.116721061,0.040420113,0.054609094,0.003341006,116.562016985,0,0.093171978,0.090954751,178,178,0,0.076035882,49,0,0,0,0,0,2114,49,5997,13621,3330,0,0,100832
51,1624181094.761737585,1624181094.861746788,56,55,0,0.011873825,0.024550266,1,0,0,0,1,-0.009518196,-0.027091664,-0.005490404,-0.000004941,-0.000047488,0.000144634,0.999999988,2345,2006,0.855437100,0.012274453,0.002266944,0.001894270,0.116927509,117.513335029,1716,0.976555889,151.190987869,323.761966183,1200.816951118,0.090221806,0.088106636,0,0,0,0,1,0.001039396,0.000348695,0.100000000,0.030000000,0.965730616,0.012274453,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000606,0.000001831,0.000003932,-0.103374225,-0.994567959,0.012179669,0.000000001,0.000000001,0.000000009,-0.010449851,0.012496130,-0.999867315,0.000000000,0.116338570,0.042474017,0.052392255,0.003659578,116.754849177,0,0.093062437,0.090839717,106,102,4,0.045202559,49,0,0,0,0,0,2190,49,6029,13727,3379,0,0,103022
52,1624181094.861735106,1624181094.961675882,57,56,0,0.012297311,0.027656959,1,0,0,0,1,-0.007490196,-0.022721081,-0.005458701,-0.000007211,-0.000064689,0.000055590,0.999999996,2328,2003,0.860395189,0.012924458,0.002198008,0.001846894,0.112793088,118.686253989,1696,0.975445805,149.826329484,317.049205938,1187.480550549,0.090564740,0.088340996,0,0,0,0,1,0.005175240,0.000199325,0.100000000,0.030000000,0.970427289,0.012924458,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000589,0.000001788,0.000003978,-0.101187143,-0.994780511,0.013149002,0.000000001,0.000000002,0.000000009,-0.003792341,0.010594490,-0.999936685,0.000000000,0.116327384,0.040283586,0.053145627,0.003802258,116.618773472,0,0.093029664,0.090799351,120,114,6,0.051546392,46,0,0,0,0,0,2161,47,6062,13847,3425,0,0,105183
53,1624181094.961732626,1624181095.061641693,58,57,0,0.011709204,0.027471872,1,0,0,0,1,-0.008338598,-0.023382415,-0.004483901,0.000014594,-0.000031181,0.000159817,0.999999987,2344,2002,0.854095563,0.012236234,0.002027042,0.001787773,0.118786016,114.801366396,1706,0.973485568,151.393856980,327.108708285,1182.263814200,0.091159033,0.088742003,0,0,0,0,1,0.003071598,0.000174563,0.100000000,0.030000000,0.975607843,0.012236234,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000595,0.000001784,0.000003824,-0.092592791,-0.995672271,0.007956341,0.000000001,0.000000002,0.000000008,-0.005860727,0.011076400,-0.999921480,0.000000000,0.116408940,0.042623067,0.052669803,0.003895141,116.428416772,0,0.092870487,0.090631654,98,94,4,0.041808874,44,0,0,0,0,0,2201,45,6103,13945,3469,0,0,107384
54,1624181095.061730146,1624181095.161641359,59,58,0,0.013862650,0.025437718,1,0,0,0,1,-0.007839655,-0.026953971,-0.004184635,0.000004519,-0.000039266,0.000210627,0.999999977,2327,1997,0.858186506,0.012864109,0.002042193,0.001782137,0.124674499,111.620836813,1668,0.975098628,155.080036483,320.696309285,1150.688165185,0.095347937,0.092973643,0,0,0,0,1,0.004469676,0.000145668,0.100000000,0.030000000,1.023462159,0.012864109,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000611,0.000001806,0.000003752,-0.093563564,-0.995587646,0.007148354,0.000000001,0.000000002,0.000000008,-0.007196378,0.012254826,-0.999899011,0.000000000,0.116726820,0.040603903,0.053569890,0.003986018,116.230779177,0,0.092893336,0.090647613,107,105,2,0.045981951,52,0,0,0,0,0,2168,52,6131,14052,3521,0,0,109552
55,1624181095.161727667,1624181095.261631966,60,59,0,0.012190032,0.026142534,1,0,0,0,1,-0.009176051,-0.028060411,-0.004725335,0.000000045,-0.000044334,0.000251520,0.999999967,2327,1991,0.855608079,0.012778782,0.002046085,0.001804885,0.118246502,114.977363649,1695,0.975396876,156.538051868,326.035697461,1170.723956125,0.094682314,0.092352833,0,0,0,0,1,0.001897995,0.000074324,0.100000000,0.030000000,1.016628227,0.012778782,1,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000000611,0.000001816,0.000003894,-0.103043623,-0.994632597,0.009381354,0.000000001,0.000000002,0.000000008,-0.008104622,0.018725311,-0.999791817,0.000000000,0.116789251,0.037932237,0.052607019,0.004039748,116.221183278,0,0.092939948,0.090682899,97,96,1,0.041684572,50,0,0,0,0,0,2179,51,6160,14149,3571,0,0,111731
